County_Name,il50_p1,il50_p2,il50_p3,il50_p4,il50_p5,il50_p6,il50_p7,il50_p8,il30_p1,il30_p2,il30_p3,il30_p4,il30_p5,il30_p6,il30_p7,il30_p8,il80_p1,il80_p2,il80_p3,il80_p4,il80_p5,il80_p6,il80_p7,il80_p8
Beaverhead County,28250,32250,36300,40300,43550,46750,50000,53200,16950,19400,23030,27750,32470,37190,41910,46630,45150,51600,58050,64500,69700,74850,80000,85150
Big Horn County,27800,31800,35750,39700,42900,46100,49250,52450,16700,19050,23030,27750,32470,37190,41910,46630,44450,50800,57150,63500,68600,73700,78750,83850
Blaine County,27800,31800,35750,39700,42900,46100,49250,52450,16700,19050,23030,27750,32470,37190,41910,46630,44450,50800,57150,63500,68600,73700,78750,83850
Broadwater County,28250,32250,36300,40300,43550,46750,50000,53200,16950,19400,23030,27750,32470,37190,41910,46630,45150,51600,58050,64500,69700,74850,80000,85150
Carbon County,29650,33850,38100,42300,45700,49100,52500,55850,17800,20350,23030,27750,32470,37190,41910,46630,47400,54200,60950,67700,73150,78550,83950,89400
Carter County,27800,31800,35750,39700,42900,46100,49250,52450,16700,19050,23030,27750,32470,37190,41910,46630,44450,50800,57150,63500,68600,73700,78750,83850
Cascade County,27800,31800,35750,39700,42900,46100,49250,52450,16700,19050,23030,27750,32470,37190,41910,46630,44450,50800,57150,63500,68600,73700,78750,83850
Chouteau County,27800,31800,35750,39700,42900,46100,49250,52450,16700,19050,23030,27750,32470,37190,41910,46630,44450,50800,57150,63500,68600,73700,78750,83850
Custer County,28600,32650,36750,40800,44100,47350,50600,53900,17150,19600,23030,27750,32470,37190,41910,46630,45750,52250,58800,65300,70550,75750,81000,86200
Daniels County,28600,32650,36750,40800,44100,47350,50600,53900,17150,19600,23030,27750,32470,37190,41910,46630,45750,52250,58800,65300,70550,75750,81000,86200
Dawson County,28600,32650,36750,40800,44100,47350,50600,53900,17150,19600,23030,27750,32470,37190,41910,46630,45750,52250,58800,65300,70550,75750,81000,86200
Deer Lodge County,27800,31800,35750,39700,42900,46100,49250,52450,16700,19050,23030,27750,32470,37190,41910,46630,44450,50800,57150,63500,68600,73700,78750,83850
Fallon County,31700,36200,40750,45250,48900,52500,56150,59750,19050,21750,24450,27750,32470,37190,41910,46630,50650,57900,65150,72350,78150,83950,89750,95550
Fergus County,27800,31800,35750,39700,42900,46100,49250,52450,16700,19050,23030,27750,32470,37190,41910,46630,44450,50800,57150,63500,68600,73700,78750,83850
Flathead County,27800,31800,35750,39700,42900,46100,49250,52450,16700,19050,23030,27750,32470,37190,41910,46630,44450,50800,57150,63500,68600,73700,78750,83850
Gallatin County,34800,39800,44750,49700,53700,57700,61650,65650,20900,23850,26850,29800,32470,37190,41910,46630,55650,63600,71550,79500,85900,92250,98600,104950
Garfield County,27800,31800,35750,39700,42900,46100,49250,52450,16700,19050,23030,27750,32470,37190,41910,46630,44450,50800,57150,63500,68600,73700,78750,83850
Glacier County,27800,31800,35750,39700,42900,46100,49250,52450,16700,19050,23030,27750,32470,37190,41910,46630,44450,50800,57150,63500,68600,73700,78750,83850
Golden Valley County,28500,32550,36600,40650,43950,47200,50450,53700,17100,19550,23030,27750,32470,37190,41910,46630,45550,52050,58550,65050,70300,75500,80700,85900
Granite County,27800,31800,35750,39700,42900,46100,49250,52450,16700,19050,23030,27750,32470,37190,41910,46630,44450,50800,57150,63500,68600,73700,78750,83850
Hill County,27800,31800,35750,39700,42900,46100,49250,52450,16700,19050,23030,27750,32470,37190,41910,46630,44450,50800,57150,63500,68600,73700,78750,83850
Jefferson County,31750,36250,40800,45300,48950,52550,56200,59800,19050,21800,24500,27750,32470,37190,41910,46630,50750,58000,65250,72500,78300,84100,89900,95700
Judith Basin County,27800,31800,35750,39700,42900,46100,49250,52450,16700,19050,23030,27750,32470,37190,41910,46630,44450,50800,57150,63500,68600,73700,78750,83850
Lake County,27800,31800,35750,39700,42900,46100,49250,52450,16700,19050,23030,27750,32470,37190,41910,46630,44450,50800,57150,63500,68600,73700,78750,83850
Lewis and Clark County,34450,39350,44250,49150,53100,57050,60950,64900,20650,23600,26550,29500,32470,37190,41910,46630,55100,62950,70800,78650,84950,91250,97550,103850
Liberty County,27800,31800,35750,39700,42900,46100,49250,52450,16700,19050,23030,27750,32470,37190,41910,46630,44450,50800,57150,63500,68600,73700,78750,83850
Lincoln County,27800,31800,35750,39700,42900,46100,49250,52450,16700,19050,23030,27750,32470,37190,41910,46630,44450,50800,57150,63500,68600,73700,78750,83850
McCone County,27800,31800,35750,39700,42900,46100,49250,52450,16700,19050,23030,27750,32470,37190,41910,46630,44450,50800,57150,63500,68600,73700,78750,83850
Madison County,27800,31800,35750,39700,42900,46100,49250,52450,16700,19050,23030,27750,32470,37190,41910,46630,44450,50800,57150,63500,68600,73700,78750,83850
Meagher County,27800,31800,35750,39700,42900,46100,49250,52450,16700,19050,23030,27750,32470,37190,41910,46630,44450,50800,57150,63500,68600,73700,78750,83850
Mineral County,27800,31800,35750,39700,42900,46100,49250,52450,16700,19050,23030,27750,32470,37190,41910,46630,44450,50800,57150,63500,68600,73700,78750,83850
Missoula County,28600,32650,36750,40800,44100,47350,50600,53900,17150,19600,23030,27750,32470,37190,41910,46630,45750,52250,58800,65300,70550,75750,81000,86200
Musselshell County,27800,31800,35750,39700,42900,46100,49250,52450,16700,19050,23030,27750,32470,37190,41910,46630,44450,50800,57150,63500,68600,73700,78750,83850
Park County,28950,33100,37250,41350,44700,48000,51300,54600,17400,19850,23030,27750,32470,37190,41910,46630,46350,52950,59550,66150,71450,76750,82050,87350
Petroleum County,27800,31800,35750,39700,42900,46100,49250,52450,16700,19050,23030,27750,32470,37190,41910,46630,44450,50800,57150,63500,68600,73700,78750,83850
Phillips County,27800,31800,35750,39700,42900,46100,49250,52450,16700,19050,23030,27750,32470,37190,41910,46630,44450,50800,57150,63500,68600,73700,78750,83850
Pondera County,27800,31800,35750,39700,42900,46100,49250,52450,16700,19050,23030,27750,32470,37190,41910,46630,44450,50800,57150,63500,68600,73700,78750,83850
Powder River County,27800,31800,35750,39700,42900,46100,49250,52450,16700,19050,23030,27750,32470,37190,41910,46630,44450,50800,57150,63500,68600,73700,78750,83850
Powell County,27800,31800,35750,39700,42900,46100,49250,52450,16700,19050,23030,27750,32470,37190,41910,46630,44450,50800,57150,63500,68600,73700,78750,83850
Prairie County,27800,31800,35750,39700,42900,46100,49250,52450,16700,19050,23030,27750,32470,37190,41910,46630,44450,50800,57150,63500,68600,73700,78750,83850
Ravalli County,27800,31800,35750,39700,42900,46100,49250,52450,16700,19050,23030,27750,32470,37190,41910,46630,44450,50800,57150,63500,68600,73700,78750,83850
Richland County,32750,37400,42100,46750,50500,54250,58000,61750,19650,22450,25250,28050,32470,37190,41910,46630,52400,59850,67350,74800,80800,86800,92800,98750
Roosevelt County,27800,31800,35750,39700,42900,46100,49250,52450,16700,19050,23030,27750,32470,37190,41910,46630,44450,50800,57150,63500,68600,73700,78750,83850
Rosebud County,28600,32650,36750,40800,44100,47350,50600,53900,17150,19600,23030,27750,32470,37190,41910,46630,45750,52250,58800,65300,70550,75750,81000,86200
Sanders County,27800,31800,35750,39700,42900,46100,49250,52450,16700,19050,23030,27750,32470,37190,41910,46630,44450,50800,57150,63500,68600,73700,78750,83850
Sheridan County,28600,32650,36750,40800,44100,47350,50600,53900,17150,19600,23030,27750,32470,37190,41910,46630,45750,52250,58800,65300,70550,75750,81000,86200
Silver Bow County,27800,31800,35750,39700,42900,46100,49250,52450,16700,19050,23030,27750,32470,37190,41910,46630,44450,50800,57150,63500,68600,73700,78750,83850
Stillwater County,31250,35700,40150,44600,48200,51750,55350,58900,18750,21400,24100,27750,32470,37190,41910,46630,49950,57100,64250,71350,77100,82800,88500,94200
Sweet Grass County,27800,31800,35750,39700,42900,46100,49250,52450,16700,19050,23030,27750,32470,37190,41910,46630,44450,50800,57150,63500,68600,73700,78750,83850
Teton County,27800,31800,35750,39700,42900,46100,49250,52450,16700,19050,23030,27750,32470,37190,41910,46630,44450,50800,57150,63500,68600,73700,78750,83850
Toole County,27800,31800,35750,39700,42900,46100,49250,52450,16700,19050,23030,27750,32470,37190,41910,46630,44450,50800,57150,63500,68600,73700,78750,83850
