State,County_Name,Ttl_Incarc,Ttl_Minority_Incarc,Ttl_White_Incarc
Pennsylvania,Adams County,0,0,0
Pennsylvania,Allegheny County,1832,1055,777
Pennsylvania,Armstrong County,0,0,0
Pennsylvania,Beaver County,0,0,0
Pennsylvania,Bedford County,0,0,0
Pennsylvania,Berks County,0,0,0
Pennsylvania,Blair County,0,0,0
Pennsylvania,Bradford County,0,0,0
Pennsylvania,Bucks County,0,0,0
Pennsylvania,Butler County,0,0,0
Pennsylvania,Cambria County,2765,1741,1024
Pennsylvania,Cameron County,0,0,0
Pennsylvania,Carbon County,0,0,0
Pennsylvania,Centre County,2278,1387,891
Pennsylvania,Chester County,0,0,0
Pennsylvania,Clarion County,0,0,0
Pennsylvania,Clearfield County,4994,3892,1102
Pennsylvania,Clinton County,0,0,0
Pennsylvania,Columbia County,0,0,0
Pennsylvania,Crawford County,1019,421,598
Pennsylvania,Cumberland County,3910,2446,1464
Pennsylvania,Dauphin County,0,0,0
Pennsylvania,Delaware County,1410,997,413
Pennsylvania,Elk County,0,0,0
Pennsylvania,Erie County,2372,1421,951
Pennsylvania,Fayette County,2130,1523,607
Pennsylvania,Forest County,2478,1840,638
Pennsylvania,Franklin County,0,0,0
Pennsylvania,Fulton County,0,0,0
Pennsylvania,Greene County,2019,1443,576
Pennsylvania,Huntingdon County,3510,2586,924
Pennsylvania,Indiana County,969,750,219
Pennsylvania,Jefferson County,0,0,0
Pennsylvania,Juniata County,0,0,0
Pennsylvania,Lackawanna County,0,0,0
Pennsylvania,Lancaster County,0,0,0
Pennsylvania,Lawrence County,0,0,0
Pennsylvania,Lebanon County,0,0,0
Pennsylvania,Lehigh County,0,0,0
Pennsylvania,Luzerne County,3445,2305,1140
Pennsylvania,Lycoming County,1503,685,818
Pennsylvania,McKean County,1471,1232,239
Pennsylvania,Mercer County,1640,757,883
Pennsylvania,Mifflin County,0,0,0
Pennsylvania,Monroe County,0,0,0
Pennsylvania,Montgomery County,0,0,0
Pennsylvania,Montour County,0,0,0
Pennsylvania,Northampton County,0,0,0
Pennsylvania,Northumberland County,2099,1294,805
Pennsylvania,Perry County,0,0,0
Pennsylvania,Philadelphia County,54,40,14
Pennsylvania,Pike County,0,0,0
Pennsylvania,Potter County,0,0,0
Pennsylvania,Schuylkill County,5539,4018,1521
Pennsylvania,Snyder County,329,43,286
Pennsylvania,Somerset County,3982,2495,1487
Pennsylvania,Sullivan County,0,0,0
Pennsylvania,Susquehanna County,0,0,0
Pennsylvania,Tioga County,0,0,0
Pennsylvania,Union County,6573,5312,1261
Pennsylvania,Venango County,0,0,0
Pennsylvania,Warren County,0,0,0
Pennsylvania,Washington County,0,0,0
Pennsylvania,Wayne County,3418,2094,1324
Pennsylvania,Westmoreland County,1069,655,414
Pennsylvania,Wyoming County,0,0,0
Pennsylvania,York County,0,0,0
