County_Name,il50_p1,il50_p2,il50_p3,il50_p4,il50_p5,il50_p6,il50_p7,il50_p8,il30_p1,il30_p2,il30_p3,il30_p4,il30_p5,il30_p6,il30_p7,il30_p8,il80_p1,il80_p2,il80_p3,il80_p4,il80_p5,il80_p6,il80_p7,il80_p8
Adams County,31650,36150,40650,45150,48800,52400,56000,59600,19000,21700,24400,27750,32470,37190,41910,46630,50600,57800,65050,72250,78050,83850,89600,95400
Allegheny County,33200,37950,42700,47400,51200,55000,58800,62600,19950,22800,25650,28450,32470,37190,41910,46630,53100,60700,68300,75850,81950,88000,94100,100150
Armstrong County,26650,30450,34250,38050,41100,44150,47200,50250,16000,18310,23030,27750,32470,37190,41910,46630,42650,48750,54850,60900,65800,70650,75550,80400
Beaver County,33200,37950,42700,47400,51200,55000,58800,62600,19950,22800,25650,28450,32470,37190,41910,46630,53100,60700,68300,75850,81950,88000,94100,100150
Bedford County,25500,29150,32800,36400,39350,42250,45150,48050,15300,18310,23030,27750,32470,37190,41910,46630,40800,46600,52450,58250,62950,67600,72250,76900
Berks County,31750,36300,40850,45350,49000,52650,56250,59900,19050,21800,24500,27750,32470,37190,41910,46630,50800,58050,65300,72550,78400,84200,90000,95800
Blair County,25550,29200,32850,36450,39400,42300,45200,48150,15300,18310,23030,27750,32470,37190,41910,46630,40850,46650,52500,58300,63000,67650,72300,77000
Bradford County,25550,29200,32850,36450,39400,42300,45200,48150,15300,18310,23030,27750,32470,37190,41910,46630,40850,46650,52500,58300,63000,67650,72300,77000
Bucks County,36900,42200,47450,52700,56950,61150,65350,69600,22150,25300,28450,31600,34150,37190,41910,46630,59050,67450,75900,84300,91050,97800,104550,111300
Butler County,33200,37950,42700,47400,51200,55000,58800,62600,19950,22800,25650,28450,32470,37190,41910,46630,53100,60700,68300,75850,81950,88000,94100,100150
Cambria County,25650,29300,32950,36600,39550,42500,45400,48350,15400,18310,23030,27750,32470,37190,41910,46630,41000,46850,52700,58550,63250,67950,72650,77300
Cameron County,25500,29150,32800,36400,39350,42250,45150,48050,15300,18310,23030,27750,32470,37190,41910,46630,40800,46600,52450,58250,62950,67600,72250,76900
Carbon County,31750,36250,40800,45300,48950,52550,56200,59800,19050,21800,24500,27750,32470,37190,41910,46630,50750,58000,65250,72500,78300,84100,89900,95700
Centre County,34100,38950,43800,48650,52550,56450,60350,64250,20450,23400,26300,29200,32470,37190,41910,46630,54500,62300,70100,77850,84100,90350,96550,102800
Chester County,36900,42200,47450,52700,56950,61150,65350,69600,22150,25300,28450,31600,34150,37190,41910,46630,59050,67450,75900,84300,91050,97800,104550,111300
Clarion County,25500,29150,32800,36400,39350,42250,45150,48050,15300,18310,23030,27750,32470,37190,41910,46630,40800,46600,52450,58250,62950,67600,72250,76900
Clearfield County,25500,29150,32800,36400,39350,42250,45150,48050,15300,18310,23030,27750,32470,37190,41910,46630,40800,46600,52450,58250,62950,67600,72250,76900
Clinton County,25500,29150,32800,36400,39350,42250,45150,48050,15300,18310,23030,27750,32470,37190,41910,46630,40800,46600,52450,58250,62950,67600,72250,76900
Columbia County,25900,29600,33300,37000,40000,42950,45900,48850,15550,18310,23030,27750,32470,37190,41910,46630,41450,47400,53300,59200,63950,68700,73450,78150
Crawford County,25550,29200,32850,36450,39400,42300,45200,48150,15300,18310,23030,27750,32470,37190,41910,46630,40850,46650,52500,58300,63000,67650,72300,77000
Cumberland County,33050,37750,42450,47150,50950,54700,58500,62250,19850,22650,25500,28300,32470,37190,41910,46630,52850,60400,67950,75450,81500,87550,93600,99600
Dauphin County,33050,37750,42450,47150,50950,54700,58500,62250,19850,22650,25500,28300,32470,37190,41910,46630,52850,60400,67950,75450,81500,87550,93600,99600
Delaware County,36900,42200,47450,52700,56950,61150,65350,69600,22150,25300,28450,31600,34150,37190,41910,46630,59050,67450,75900,84300,91050,97800,104550,111300
Elk County,27300,31200,35100,39000,42150,45250,48400,51500,16400,18750,23030,27750,32470,37190,41910,46630,43700,49950,56200,62400,67400,72400,77400,82400
Erie County,26250,30000,33750,37500,40500,43500,46500,49500,15750,18310,23030,27750,32470,37190,41910,46630,42000,48000,54000,60000,64800,69600,74400,79200
Fayette County,33200,37950,42700,47400,51200,55000,58800,62600,19950,22800,25650,28450,32470,37190,41910,46630,53100,60700,68300,75850,81950,88000,94100,100150
Forest County,25500,29150,32800,36400,39350,42250,45150,48050,15300,18310,23030,27750,32470,37190,41910,46630,40800,46600,52450,58250,62950,67600,72250,76900
Franklin County,29150,33300,37450,41600,44950,48300,51600,54950,17500,20000,23030,27750,32470,37190,41910,46630,46600,53250,59900,66550,71900,77200,82550,87850
Fulton County,25500,29150,32800,36400,39350,42250,45150,48050,15300,18310,23030,27750,32470,37190,41910,46630,40800,46600,52450,58250,62950,67600,72250,76900
Greene County,27500,31400,35350,39250,42400,45550,48700,51850,16500,18850,23030,27750,32470,37190,41910,46630,44000,50250,56550,62800,67850,72850,77900,82900
Huntingdon County,25500,29150,32800,36400,39350,42250,45150,48050,15300,18310,23030,27750,32470,37190,41910,46630,40800,46600,52450,58250,62950,67600,72250,76900
Indiana County,25750,29400,33100,36750,39700,42650,45600,48550,15450,18310,23030,27750,32470,37190,41910,46630,41150,47000,52900,58750,63450,68150,72850,77550
Jefferson County,25500,29150,32800,36400,39350,42250,45150,48050,15300,18310,23030,27750,32470,37190,41910,46630,40800,46600,52450,58250,62950,67600,72250,76900
Juniata County,26750,30550,34350,38150,41250,44300,47350,50400,16050,18350,23030,27750,32470,37190,41910,46630,42700,48800,54900,61000,65900,70800,75650,80550
Lackawanna County,25950,29650,33350,37050,40050,43000,45950,48950,15600,18310,23030,27750,32470,37190,41910,46630,41550,47450,53400,59300,64050,68800,73550,78300
Lancaster County,31600,36100,40600,45100,48750,52350,55950,59550,18950,21650,24350,27750,32470,37190,41910,46630,50550,57750,64950,72150,77950,83700,89500,95250
Lawrence County,25650,29300,32950,36600,39550,42500,45400,48350,15400,18310,23030,27750,32470,37190,41910,46630,41000,46850,52700,58550,63250,67950,72650,77300
Lebanon County,29850,34100,38350,42600,46050,49450,52850,56250,17900,20450,23030,27750,32470,37190,41910,46630,47750,54550,61350,68150,73650,79100,84550,90000
Lehigh County,31750,36250,40800,45300,48950,52550,56200,59800,19050,21800,24500,27750,32470,37190,41910,46630,50750,58000,65250,72500,78300,84100,89900,95700
Luzerne County,25950,29650,33350,37050,40050,43000,45950,48950,15600,18310,23030,27750,32470,37190,41910,46630,41550,47450,53400,59300,64050,68800,73550,78300
Lycoming County,26650,30450,34250,38050,41100,44150,47200,50250,16000,18310,23030,27750,32470,37190,41910,46630,42650,48750,54850,60900,65800,70650,75550,80400
Mc Kean County,25500,29150,32800,36400,39350,42250,45150,48050,15300,18310,23030,27750,32470,37190,41910,46630,40800,46600,52450,58250,62950,67600,72250,76900
Mercer County,26100,29800,33550,37250,40250,43250,46200,49200,15650,18310,23030,27750,32470,37190,41910,46630,41750,47700,53650,59600,64400,69150,73950,78700
Mifflin County,25500,29150,32800,36400,39350,42250,45150,48050,15300,18310,23030,27750,32470,37190,41910,46630,40800,46600,52450,58250,62950,67600,72250,76900
Monroe County,30000,34250,38550,42800,46250,49650,53100,56500,18000,20600,23150,27750,32470,37190,41910,46630,47950,54800,61650,68500,74000,79500,84950,90450
Montgomery County,36900,42200,47450,52700,56950,61150,65350,69600,22150,25300,28450,31600,34150,37190,41910,46630,59050,67450,75900,84300,91050,97800,104550,111300
Montour County,30050,34350,38650,42900,46350,49800,53200,56650,18050,20600,23200,27750,32470,37190,41910,46630,48100,54950,61800,68650,74150,79650,85150,90650
Northampton County,31750,36250,40800,45300,48950,52550,56200,59800,19050,21800,24500,27750,32470,37190,41910,46630,50750,58000,65250,72500,78300,84100,89900,95700
Northumberland County,25550,29200,32850,36450,39400,42300,45200,48150,15300,18310,23030,27750,32470,37190,41910,46630,40850,46650,52500,58300,63000,67650,72300,77000
Perry County,33050,37750,42450,47150,50950,54700,58500,62250,19850,22650,25500,28300,32470,37190,41910,46630,52850,60400,67950,75450,81500,87550,93600,99600
Philadelphia County,36900,42200,47450,52700,56950,61150,65350,69600,22150,25300,28450,31600,34150,37190,41910,46630,59050,67450,75900,84300,91050,97800,104550,111300
Pike County,30900,35300,39700,44100,47650,51200,54700,58250,18550,21200,23850,27750,32470,37190,41910,46630,49400,56450,63500,70550,76200,81850,87500,93150
Potter County,25500,29150,32800,36400,39350,42250,45150,48050,15300,18310,23030,27750,32470,37190,41910,46630,40800,46600,52450,58250,62950,67600,72250,76900
Schuylkill County,26400,30200,33950,37700,40750,43750,46750,49800,15850,18310,23030,27750,32470,37190,41910,46630,42250,48250,54300,60300,65150,69950,74800,79600
Snyder County,26500,30300,34100,37850,40900,43950,46950,50000,15900,18310,23030,27750,32470,37190,41910,46630,42400,48450,54500,60550,65400,70250,75100,79950
Somerset County,25500,29150,32800,36400,39350,42250,45150,48050,15300,18310,23030,27750,32470,37190,41910,46630,40800,46600,52450,58250,62950,67600,72250,76900
Sullivan County,25500,29150,32800,36400,39350,42250,45150,48050,15300,18310,23030,27750,32470,37190,41910,46630,40800,46600,52450,58250,62950,67600,72250,76900
Susquehanna County,25900,29600,33300,37000,40000,42950,45900,48850,15550,18310,23030,27750,32470,37190,41910,46630,41450,47400,53300,59200,63950,68700,73450,78150
Tioga County,25500,29150,32800,36400,39350,42250,45150,48050,15300,18310,23030,27750,32470,37190,41910,46630,40800,46600,52450,58250,62950,67600,72250,76900
Union County,28700,32800,36900,40950,44250,47550,50800,54100,17200,19650,23030,27750,32470,37190,41910,46630,45850,52400,58950,65500,70750,76000,81250,86500
Venango County,25500,29150,32800,36400,39350,42250,45150,48050,15300,18310,23030,27750,32470,37190,41910,46630,40800,46600,52450,58250,62950,67600,72250,76900
Warren County,25500,29150,32800,36400,39350,42250,45150,48050,15300,18310,23030,27750,32470,37190,41910,46630,40800,46600,52450,58250,62950,67600,72250,76900
Washington County,33200,37950,42700,47400,51200,55000,58800,62600,19950,22800,25650,28450,32470,37190,41910,46630,53100,60700,68300,75850,81950,88000,94100,100150
Wayne County,27300,31200,35100,38950,42100,45200,48300,51450,16350,18700,23030,27750,32470,37190,41910,46630,43650,49850,56100,62300,67300,72300,77300,82250
Westmoreland County,33200,37950,42700,47400,51200,55000,58800,62600,19950,22800,25650,28450,32470,37190,41910,46630,53100,60700,68300,75850,81950,88000,94100,100150
Wyoming County,25950,29650,33350,37050,40050,43000,45950,48950,15600,18310,23030,27750,32470,37190,41910,46630,41550,47450,53400,59300,64050,68800,73550,78300
York County,32050,36600,41200,45750,49450,53100,56750,60400,19250,22000,24750,27750,32470,37190,41910,46630,51250,58600,65900,73200,79100,84950,90800,96650
