County_Name,il50_p1,il50_p2,il50_p3,il50_p4,il50_p5,il50_p6,il50_p7,il50_p8,il30_p1,il30_p2,il30_p3,il30_p4,il30_p5,il30_p6,il30_p7,il30_p8,il80_p1,il80_p2,il80_p3,il80_p4,il80_p5,il80_p6,il80_p7,il80_p8
Adair County,22650,25900,29150,32350,34950,37550,40150,42750,13600,18310,23030,27750,32470,37190,40150,42750,36250,41400,46600,51750,55900,60050,64200,68350
Alfalfa County,27850,31800,35800,39750,42950,46150,49300,52500,16700,19100,23030,27750,32470,37190,41910,46630,44550,50900,57250,63600,68700,73800,78900,84000
Atoka County,22650,25900,29150,32350,34950,37550,40150,42750,13600,18310,23030,27750,32470,37190,40150,42750,36250,41400,46600,51750,55900,60050,64200,68350
Beaver County,22650,25900,29150,32350,34950,37550,40150,42750,13600,18310,23030,27750,32470,37190,40150,42750,36250,41400,46600,51750,55900,60050,64200,68350
Beckham County,23450,26800,30150,33450,36150,38850,41500,44200,14050,18310,23030,27750,32470,37190,41500,44200,37450,42800,48150,53500,57800,62100,66350,70650
Blaine County,22650,25900,29150,32350,34950,37550,40150,42750,13600,18310,23030,27750,32470,37190,40150,42750,36250,41400,46600,51750,55900,60050,64200,68350
Bryan County,22650,25900,29150,32350,34950,37550,40150,42750,13600,18310,23030,27750,32470,37190,40150,42750,36250,41400,46600,51750,55900,60050,64200,68350
Caddo County,22650,25900,29150,32350,34950,37550,40150,42750,13600,18310,23030,27750,32470,37190,40150,42750,36250,41400,46600,51750,55900,60050,64200,68350
Canadian County,28700,32800,36900,40950,44250,47550,50800,54100,17200,19650,23030,27750,32470,37190,41910,46630,45850,52400,58950,65500,70750,76000,81250,86500
Carter County,24500,28000,31500,34950,37750,40550,43350,46150,14700,18310,23030,27750,32470,37190,41910,46150,39150,44750,50350,55900,60400,64850,69350,73800
Cherokee County,22650,25900,29150,32350,34950,37550,40150,42750,13600,18310,23030,27750,32470,37190,40150,42750,36250,41400,46600,51750,55900,60050,64200,68350
