fmr_0,fmr_1,fmr_2,fmr_3,fmr_4,state_code,County_Name,pop2017,state,metro
534,562,739,1020,1024,19,Adair County,7190,IA,0
604,635,835,1032,1132,19,Adams County,3785,IA,0
534,562,739,944,1005,19,Allamakee County,13940,IA,0
534,562,739,941,1100,19,Appanoose County,12545,IA,0
534,562,739,914,1002,19,Audubon County,5710,IA,0
558,562,739,1001,1099,19,Benton County,25645,IA,1
611,707,889,1178,1499,19,Black Hawk County,132960,IA,1
616,620,810,1069,1344,19,Boone County,26380,IA,1
585,609,801,994,1086,19,Bremer County,24740,IA,1
564,606,798,987,1082,19,Buchanan County,21100,IA,0
546,592,755,1010,1053,19,Buena Vista County,20370,IA,0
534,565,739,1004,1031,19,Butler County,14820,IA,0
534,643,739,914,1002,19,Calhoun County,9815,IA,0
534,562,739,998,1002,19,Carroll County,20430,IA,0
534,647,739,944,1059,19,Cass County,13325,IA,0
592,622,819,1037,1111,19,Cedar County,18370,IA,0
545,624,821,1065,1246,19,Cerro Gordo County,43135,IA,0
534,643,739,1050,1228,19,Cherokee County,11575,IA,0
603,607,739,1050,1171,19,Chickasaw County,12140,IA,0
614,645,849,1049,1157,19,Clarke County,9265,IA,0
510,591,768,1050,1261,19,Clay County,16385,IA,0
496,568,747,923,1013,19,Clayton County,17710,IA,0
544,611,797,994,1081,19,Clinton County,47585,IA,0
534,606,739,914,1056,19,Crawford County,17130,IA,0
658,770,935,1284,1357,19,Dallas County,80865,IA,1
534,649,739,964,1007,19,Davis County,8835,IA,0
491,562,739,990,1265,19,Decatur County,8105,IA,0
534,569,739,1011,1051,19,Delaware County,17325,IA,0
581,664,874,1089,1304,19,Des Moines County,39875,IA,0
631,663,873,1108,1184,19,Dickinson County,17000,IA,0
554,634,834,1112,1427,19,Dubuque County,96570,IA,1
534,562,739,991,1007,19,Emmet County,9660,IA,0
491,562,739,914,1002,19,Fayette County,20140,IA,0
586,590,739,1033,1037,19,Floyd County,15905,IA,0
534,562,739,998,1002,19,Franklin County,10325,IA,0
534,562,739,964,1082,19,Fremont County,6985,IA,0
534,562,739,1042,1085,19,Greene County,9045,IA,0
611,707,889,1178,1499,19,Grundy County,12355,IA,1
658,770,935,1284,1357,19,Guthrie County,10665,IA,1
584,614,808,999,1286,19,Hamilton County,15200,IA,0
534,593,739,998,1265,19,Hancock County,10970,IA,0
534,562,739,991,1017,19,Hardin County,17240,IA,0
698,794,974,1305,1457,19,Harrison County,14195,IA,1
563,641,778,1051,1055,19,Henry County,19865,IA,0
534,649,739,930,1026,19,Howard County,9320,IA,0
534,578,739,1050,1078,19,Humboldt County,9585,IA,0
534,562,739,914,1035,19,Ida County,6965,IA,0
534,625,739,1050,1265,19,Iowa County,16230,IA,0
534,571,739,1050,1156,19,Jackson County,19410,IA,0
533,575,757,1039,1171,19,Jasper County,36790,IA,1
563,592,779,1107,1325,19,Jefferson County,17945,IA,0
757,848,1063,1510,1819,19,Johnson County,144425,IA,1
491,562,739,998,1002,19,Jones County,20470,IA,1
534,583,739,942,1002,19,Keokuk County,10225,IA,0
558,562,739,918,1002,19,Kossuth County,15165,IA,0
499,599,751,1020,1181,19,Lee County,34785,IA,0
541,619,814,1156,1358,19,Linn County,220010,IA,1
491,596,739,958,1002,19,Louisa County,11240,IA,0
635,667,878,1085,1191,19,Lucas County,8600,IA,0
534,589,739,915,1225,19,Lyon County,11745,IA,0
658,770,935,1284,1357,19,Madison County,15720,IA,1
577,581,747,923,1021,19,Mahaska County,22300,IA,0
555,647,835,1032,1161,19,Marion County,33125,IA,0
581,624,810,1023,1098,19,Marshall County,40475,IA,0
698,794,974,1305,1457,19,Mills County,14935,IA,1
534,562,739,914,1002,19,Mitchell County,10665,IA,0
558,562,739,914,1157,19,Monona County,8865,IA,0
559,587,773,956,1053,19,Monroe County,7910,IA,0
534,562,739,914,1002,19,Montgomery County,10240,IA,0
628,718,945,1197,1412,19,Muscatine County,42925,IA,0
534,562,739,1016,1019,19,O'Brien County,13945,IA,0
534,567,739,914,1002,19,Osceola County,6150,IA,0
534,562,739,944,1180,19,Page County,15395,IA,0
534,562,739,914,1037,19,Palo Alto County,9110,IA,0
534,610,739,1050,1088,19,Plymouth County,25025,IA,0
534,562,739,914,1002,19,Pocahontas County,6970,IA,0
658,770,935,1284,1357,19,Polk County,467235,IA,1
698,794,974,1305,1457,19,Pottawattamie County,93285,IA,1
577,637,798,1078,1082,19,Poweshiek County,18430,IA,0
534,562,739,998,1002,19,Ringgold County,4985,IA,0
534,570,739,1050,1118,19,Sac County,9935,IA,0
535,650,805,1070,1209,19,Scott County,171495,IA,1
534,574,739,1050,1193,19,Shelby County,11770,IA,0
539,584,745,1007,1010,19,Sioux County,34690,IA,0
787,798,943,1340,1581,19,Story County,95890,IA,1
510,584,768,949,1231,19,Tama County,17235,IA,0
534,562,739,914,1059,19,Taylor County,6215,IA,0
546,634,739,1012,1016,19,Union County,12495,IA,0
534,649,739,1040,1132,19,Van Buren County,7310,IA,0
595,625,823,1043,1270,19,Wapello County,35320,IA,0
658,770,935,1284,1357,19,Warren County,48630,IA,1
604,644,847,1047,1226,19,Washington County,22095,IA,1
534,562,739,914,1007,19,Wayne County,6405,IA,0
558,562,739,1024,1028,19,Webster County,36945,IA,0
534,562,739,947,1052,19,Winnebago County,10545,IA,0
534,562,739,998,1002,19,Winneshiek County,20575,IA,0
578,661,870,1075,1180,19,Woodbury County,102395,IA,1
534,630,739,1050,1265,19,Worth County,7500,IA,0
534,562,739,914,1002,19,Wright County,12865,IA,0
