fmr_0,fmr_1,fmr_2,fmr_3,fmr_4,state_code,County_Name,pop2017,state,metro
514,527,694,858,941,5,Arkansas County,18350,AR,0
481,570,649,819,1052,5,Ashley County,20770,AR,0
525,547,709,876,978,5,Baxter County,41095,AR,0
658,695,865,1229,1481,5,Benton County,251825,AR,1
481,569,649,922,951,5,Boone County,37210,AR,0
481,511,649,874,1111,5,Bradley County,10995,AR,0
549,563,741,916,1060,5,Calhoun County,5195,AR,0
443,507,667,825,905,5,Carroll County,27780,AR,0
522,525,649,907,1066,5,Chicot County,11010,AR,0
484,570,649,891,1024,5,Clark County,22495,AR,0
490,493,649,802,1061,5,Clay County,15190,AR,0
523,537,706,873,957,5,Cleburne County,25360,AR,0
563,578,760,950,1097,5,Cleveland County,8330,AR,1
490,493,649,876,914,5,Columbia County,23990,AR,0
481,493,649,898,1038,5,Conway County,20955,AR,0
553,648,832,1078,1390,5,Craighead County,104245,AR,1
559,562,740,1031,1165,5,Crawford County,62120,AR,1
694,792,912,1219,1404,5,Crittenden County,49280,AR,1
519,532,700,926,1198,5,Cross County,17165,AR,0
481,493,649,922,928,5,Dallas County,7585,AR,0
481,499,649,870,1084,5,Desha County,12095,AR,0
494,507,667,847,954,5,Drew County,18620,AR,0
706,728,833,1118,1330,5,Faulkner County,121280,AR,1
505,547,649,806,1015,5,Franklin County,17805,AR,1
432,493,649,877,1111,5,Fulton County,12090,AR,0
589,613,807,1006,1352,5,Garland County,97995,AR,1
627,647,739,923,1002,5,Grant County,18075,AR,1
513,607,692,983,1056,5,Greene County,44195,AR,0
516,530,697,867,1131,5,Hempstead County,22155,AR,0
478,511,672,881,1109,5,Hot Spring County,33480,AR,0
456,536,649,816,880,5,Howard County,13470,AR,0
481,493,649,823,880,5,Independence County,37095,AR,0
481,493,649,837,880,5,Izard County,13520,AR,0
490,493,649,802,928,5,Jackson County,17430,AR,0
563,578,760,950,1097,5,Jefferson County,71375,AR,1
493,505,665,883,902,5,Johnson County,26155,AR,0
481,493,649,808,928,5,Lafayette County,7050,AR,0
481,493,649,849,1007,5,Lawrence County,16775,AR,0
481,493,649,922,928,5,Lee County,9615,AR,0
563,578,760,950,1097,5,Lincoln County,13885,AR,1
490,493,649,922,1111,5,Little River County,12495,AR,1
444,570,649,894,899,5,Logan County,21800,AR,0
706,728,833,1118,1330,5,Lonoke County,71570,AR,1
658,695,865,1229,1481,5,Madison County,15905,AR,1
482,495,651,805,917,5,Marion County,16375,AR,0
669,670,838,1046,1344,5,Miller County,43760,AR,1
476,505,649,850,880,5,Mississippi County,43535,AR,0
432,493,649,881,884,5,Monroe County,7420,AR,0
481,570,649,916,1111,5,Montgomery County,9060,AR,0
536,550,724,895,1035,5,Nevada County,8530,AR,0
481,493,649,862,928,5,Newton County,7900,AR,0
560,567,649,877,880,5,Ouachita County,24380,AR,0
706,728,833,1118,1330,5,Perry County,10320,AR,1
432,493,649,920,1111,5,Phillips County,19520,AR,0
521,524,649,838,1018,5,Pike County,10895,AR,0
490,493,649,802,894,5,Poinsett County,24100,AR,1
441,505,664,821,1048,5,Polk County,20210,AR,0
458,539,690,975,1020,5,Pope County,63370,AR,0
487,500,658,813,941,5,Prairie County,8310,AR,0
706,728,833,1118,1330,5,Pulaski County,392850,AR,1
542,545,649,873,1111,5,Randolph County,17515,AR,0
505,508,649,922,1016,5,St. Francis County,26690,AR,0
706,728,833,1118,1330,5,Saline County,116250,AR,1
481,493,649,811,928,5,Scott County,10585,AR,0
481,497,649,852,928,5,Searcy County,7925,AR,0
559,562,740,1031,1165,5,Sebastian County,127360,AR,1
481,570,649,843,909,5,Sevier County,17205,AR,0
471,511,649,802,1001,5,Sharp County,17040,AR,0
481,493,649,893,928,5,Stone County,12445,AR,0
586,594,680,966,1035,5,Union County,40020,AR,0
461,517,680,841,922,5,Van Buren County,16750,AR,0
658,695,865,1229,1481,5,Washington County,223685,AR,1
448,538,675,926,1155,5,White County,78705,AR,0
481,493,649,814,928,5,Woodruff County,6765,AR,0
533,536,649,865,939,5,Yell County,21600,AR,0
