sumlevel,program,program_label,sub_program,name,code,total_units,pct_occupied,number_reported,pct_reported,months_since_report,pct_movein,people_per_unit,people_total,rent_per_month,spending_per_month,hh_income,person_income,pct_lt5k,pct_5k_lt10k,pct_10k_lt15k,pct_15k_lt20k,pct_ge20k,pct_wage_maj,pct_welf_maj,pct_other_maj,pct_median,pct_lt50_median,pct_lt30_median,pct_2adults,pct_1adult,pct_female_head,pct_female_head_child,pct_disabled_lt62,pct_disabled_ge62,pct_disabled_all,pct_lt24_head,pct_age25_50,pct_age51_61,pct_age62plus,pct_age85plus,pct_minority_raw,pct_black,pct_native_american,pct_asian,pct_hispanic,months_waiting,months_from_movein,pct_utility_allow,ave_util_allow,pct_bed1,pct_bed2,pct_bed3,pct_overhoused,tminority,tpoverty,pct_ownsfd,fedhse,cbsa,placefips,latitude,longitude,state,pha_total_units,ha_size,County_norm,pct_white_nothsp_raw,pct_minority,pct_white_nothsp,HUD_race_pct_error,imputed_from_prev
9,1,All HUD,-1,Beaverhead County,30001,-1,-1,110.0,-1.0,6.0,17.0,1.8,203.0,222.0,458.0,10.5,5.7,13.0,43.0,27.0,15.0,3.0,24.0,2.0,74.0,26.0,97.0,64.0,7.0,30.0,81.0,35.0,36.0,37.0,21.0,15.0,35.0,14.0,37.0,5.0,6.0,0.0,2.0,0.0,5.0,6.0,47.0,54.0,20.0,44.0,37.0,19.0,10.0,5,17,45,-1,-1,-1,-1,-1,MT,-1,-1,beaverhead mt,94.0,6.0,94.0,0,0
9,1,All HUD,-1,Big Horn County,30003,-1,-1,67.0,-1.0,5.0,27.0,3.1,211.0,241.0,384.0,11.2,3.6,24.0,40.0,13.0,12.0,10.0,27.0,19.0,37.0,20.0,99.0,78.0,30.0,43.0,76.0,58.0,25.0,67.0,10.0,13.0,60.0,22.0,4.0,0.0,87.0,0.0,87.0,0.0,0.0,16.0,43.0,76.0,-2.0,18.0,46.0,36.0,6.0,28,16,39,-1,-1,-1,-1,-1,MT,-1,-1,big horn mt,13.0,87.0,13.0,0,0
9,1,All HUD,-1,Blaine County,30005,-1,-1,76.0,-1.0,5.0,22.0,2.6,195.0,202.0,460.0,9.5,3.8,25.0,43.0,14.0,12.0,5.0,12.0,28.0,54.0,21.0,97.0,76.0,22.0,30.0,84.0,50.0,23.0,29.0,12.0,14.0,49.0,5.0,32.0,11.0,62.0,0.0,59.0,0.0,3.0,18.0,52.0,58.0,0.0,30.0,28.0,42.0,14.0,13,7,12,-1,-1,-1,-1,-1,MT,-1,-1,blaine mt,38.0,62.0,38.0,0,0
9,1,All HUD,-1,Broadwater County,30007,-1,-1,13.0,-1.0,5.0,15.0,1.8,24.0,261.0,417.0,9.6,5.2,23.0,31.0,23.0,23.0,0.0,15.0,8.0,77.0,23.0,100.0,77.0,0.0,38.0,69.0,38.0,55.0,100.0,33.0,0.0,46.0,38.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,41.0,85.0,-2.0,23.0,54.0,23.0,38.0,3,8,38,-1,-1,-1,-1,-1,MT,-1,-1,broadwater mt,100.0,0.0,100.0,0,0
9,1,All HUD,-1,Carbon County,30009,-1,-1,50.0,-1.0,5.0,12.0,1.3,65.0,243.0,452.0,11.0,8.4,10.0,44.0,32.0,8.0,6.0,16.0,0.0,82.0,24.0,96.0,76.0,0.0,14.0,60.0,14.0,69.0,22.0,40.0,6.0,32.0,26.0,36.0,2.0,4.0,0.0,2.0,2.0,0.0,6.0,60.0,28.0,0.0,66.0,28.0,6.0,18.0,3,8,38,-1,-1,-1,-1,-1,MT,-1,-1,carbon mt,96.0,4.0,96.0,0,0
9,1,All HUD,-1,Carter County,30011,-1,-1,3.0,-1.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4,-4,-4,-1,-1,-1,-1,-1,MT,-1,-1,carter mt,-4.0,-4.0,-4.0,0,0
9,1,All HUD,-1,Cascade County,30013,-1,-1,1764.0,-1.0,4.0,25.0,2.0,3567.0,238.0,407.0,11.2,5.5,18.0,37.0,24.0,13.0,7.0,32.0,4.0,56.0,25.0,95.0,67.0,11.0,33.0,74.0,38.0,35.0,44.0,20.0,14.0,47.0,16.0,23.0,2.0,24.0,2.0,18.0,1.0,2.0,10.0,54.0,33.0,4.0,39.0,36.0,25.0,14.0,14,21,41,-1,-1,-1,-1,-1,MT,-1,-1,cascade mt,76.0,24.0,76.0,0,0
9,1,All HUD,-1,Chouteau County,30015,-1,-1,26.0,-1.0,7.0,12.0,1.1,29.0,261.0,320.0,13.0,11.7,0.0,35.0,27.0,27.0,12.0,4.0,0.0,96.0,36.0,85.0,46.0,0.0,4.0,73.0,4.0,83.0,15.0,31.0,0.0,8.0,15.0,77.0,31.0,4.0,0.0,4.0,0.0,0.0,20.0,57.0,23.0,0.0,81.0,15.0,4.0,15.0,2,11,52,-1,-1,-1,-1,-1,MT,-1,-1,chouteau mt,96.0,4.0,96.0,0,0
9,1,All HUD,-1,Custer County,30017,-1,-1,146.0,-1.0,4.0,13.0,1.8,259.0,230.0,369.0,10.3,5.8,12.0,45.0,28.0,12.0,4.0,28.0,0.0,70.0,25.0,98.0,69.0,14.0,21.0,81.0,32.0,46.0,33.0,24.0,13.0,36.0,15.0,36.0,13.0,6.0,1.0,4.0,1.0,1.0,23.0,49.0,64.0,43.0,46.0,36.0,18.0,19.0,5,17,47,-1,-1,-1,-1,-1,MT,-1,-1,custer mt,94.0,6.0,94.0,0,0
9,1,All HUD,-1,Daniels County,30019,-1,-1,7.0,-1.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4,-4,-4,-1,-1,-1,-1,-1,MT,-1,-1,daniels mt,-4.0,-4.0,-4.0,0,0
