State,County_Name,Ttl_Incarc,Ttl_Minority_Incarc,Ttl_White_Incarc
Maine,Androscoggin County,0,0,0
Maine,Aroostook County,0,0,0
Maine,Cumberland County,674,55,619
Maine,Franklin County,0,0,0
Maine,Hancock County,0,0,0
Maine,Kennebec County,0,0,0
Maine,Knox County,957,128,829
Maine,Lincoln County,0,0,0
Maine,Oxford County,0,0,0
Maine,Penobscot County,125,5,120
Maine,Piscataquis County,0,0,0
Maine,Sagadahoc County,0,0,0
Maine,Somerset County,0,0,0
Maine,Waldo County,0,0,0
Maine,Washington County,154,30,124
Maine,York County,0,0,0
