County_Name,il50_p1,il50_p2,il50_p3,il50_p4,il50_p5,il50_p6,il50_p7,il50_p8,il30_p1,il30_p2,il30_p3,il30_p4,il30_p5,il30_p6,il30_p7,il30_p8,il80_p1,il80_p2,il80_p3,il80_p4,il80_p5,il80_p6,il80_p7,il80_p8
Apache County,19400,22200,24950,27700,29950,32150,34350,36600,13590,18310,23030,27700,29950,32150,34350,36600,31050,35450,39900,44300,47850,51400,54950,58500
Cochise County,22600,25800,29050,32250,34850,37450,40000,42600,13590,18310,23030,27750,32470,37190,40000,42600,36150,41300,46450,51600,55750,59900,64000,68150
Coconino County,30100,34400,38700,42950,46400,49850,53300,56700,18050,20600,23200,27750,32470,37190,41910,46630,48100,55000,61850,68700,74200,79700,85200,90700
Gila County,21100,24100,27100,30100,32550,34950,37350,39750,13590,18310,23030,27750,32470,34950,37350,39750,33750,38550,43350,48150,52050,55900,59750,63600
Graham County,23150,26450,29750,33050,35700,38350,41000,43650,13900,18310,23030,27750,32470,37190,41000,43650,37050,42350,47650,52900,57150,61400,65600,69850
Greenlee County,25100,28700,32300,35850,38750,41600,44500,47350,15050,18310,23030,27750,32470,37190,41910,46630,40150,45900,51650,57350,61950,66550,71150,75750
La Paz County,20550,23500,26450,29350,31700,34050,36400,38750,13590,18310,23030,27750,31700,34050,36400,38750,32900,37600,42300,46950,50750,54500,58250,62000
Maricopa County,30950,35350,39750,44150,47700,51250,54750,58300,18550,21200,23850,27750,32470,37190,41910,46630,49500,56550,63600,70650,76350,82000,87650,93300
Mohave County,21850,24950,28050,31150,33650,36150,38650,41150,13590,18310,23030,27750,32470,36150,38650,41150,34900,39850,44850,49800,53800,57800,61800,65750
Navajo County,19400,22200,24950,27700,29950,32150,34350,36600,13590,18310,23030,27700,29950,32150,34350,36600,31050,35450,39900,44300,47850,51400,54950,58500
Pima County,26850,30700,34550,38350,41450,44500,47600,50650,16100,18400,23030,27750,32470,37190,41910,46630,42950,49100,55250,61350,66300,71200,76100,81000
Pinal County,30950,35350,39750,44150,47700,51250,54750,58300,18550,21200,23850,27750,32470,37190,41910,46630,49500,56550,63600,70650,76350,82000,87650,93300
Santa Cruz County,19400,22200,24950,27700,29950,32150,34350,36600,13590,18310,23030,27700,29950,32150,34350,36600,31050,35450,39900,44300,47850,51400,54950,58500
Yavapai County,25000,28550,32100,35650,38550,41400,44250,47100,15000,18310,23030,27750,32470,37190,41910,46630,39950,45650,51350,57050,61650,66200,70750,75350
Yuma County,20050,22900,25750,28600,30900,33200,35500,37800,13590,18310,23030,27750,30900,33200,35500,37800,32050,36600,41200,45750,49450,53100,56750,60400
