fmr_0,fmr_1,fmr_2,fmr_3,fmr_4,state_code,County_Name,pop2017,state,metro
566,623,820,1027,1112,55,Adams County,20110,WI,0
529,592,757,936,1296,55,Ashland County,15780,WI,0
574,616,811,1084,1135,55,Barron County,45360,WI,0
621,625,796,1053,1079,55,Bayfield County,15005,WI,0
636,679,875,1200,1204,55,Brown County,258005,WI,1
555,635,835,1057,1132,55,Buffalo County,13245,WI,0
548,627,825,1020,1156,55,Burnett County,15240,WI,0
643,686,881,1190,1195,55,Calumet County,49735,WI,1
561,639,836,1131,1295,55,Chippewa County,63445,WI,1
522,575,757,1007,1027,55,Clark County,34515,WI,0
628,718,945,1342,1381,55,Columbia County,56790,WI,1
503,578,757,936,1198,55,Crawford County,16315,WI,0
929,1076,1254,1676,1948,55,Dane County,522835,WI,1
591,693,889,1191,1333,55,Dodge County,87835,WI,0
714,719,874,1087,1224,55,Door County,27445,WI,0
692,715,936,1221,1515,55,Douglas County,43505,WI,1
601,665,845,1196,1298,55,Dunn County,44260,WI,0
561,639,836,1131,1295,55,Eau Claire County,102390,WI,1
522,575,757,936,1072,55,Florence County,4355,WI,0
607,639,833,1113,1130,55,Fond du Lac County,102080,WI,1
522,575,757,936,1027,55,Forest County,9035,WI,0
583,587,757,986,1296,55,Grant County,51740,WI,0
678,681,893,1139,1211,55,Green County,36870,WI,1
514,596,773,983,1323,55,Green Lake County,18745,WI,0
663,664,874,1144,1376,55,Iowa County,23575,WI,1
522,575,757,940,1027,55,Iron County,5750,WI,0
503,597,757,982,1027,55,Jackson County,20530,WI,0
631,721,949,1293,1332,55,Jefferson County,84585,WI,0
584,644,847,1118,1171,55,Juneau County,26425,WI,0
708,810,1066,1383,1540,55,Kenosha County,167885,WI,1
636,679,875,1200,1204,55,Kewaunee County,20380,WI,1
618,724,930,1300,1592,55,La Crosse County,117580,WI,1
522,615,757,1044,1116,55,Lafayette County,16755,WI,0
522,575,757,988,1125,55,Langlade County,19190,WI,0
503,584,757,1055,1138,55,Lincoln County,27995,WI,1
518,583,758,937,1043,55,Manitowoc County,79680,WI,0
557,637,838,1071,1170,55,Marathon County,135295,WI,1
572,575,757,936,1038,55,Marinette County,40710,WI,0
535,589,775,976,1071,55,Marquette County,15165,WI,0
522,654,757,936,1027,55,Menominee County,4505,WI,0
687,827,999,1269,1384,55,Milwaukee County,956585,WI,1
577,681,869,1111,1265,55,Monroe County,45305,WI,0
554,610,757,993,1027,55,Oconto County,37465,WI,1
567,712,822,1069,1202,55,Oneida County,35350,WI,0
643,686,881,1190,1195,55,Outagamie County,183290,WI,1
687,827,999,1269,1384,55,Ozaukee County,87815,WI,1
522,575,757,940,1295,55,Pepin County,7280,WI,0
932,1078,1329,1841,2145,55,Pierce County,41225,WI,1
593,679,893,1104,1211,55,Polk County,43330,WI,0
569,654,844,1093,1187,55,Portage County,70370,WI,0
572,575,757,1023,1027,55,Price County,13565,WI,0
619,708,931,1219,1336,55,Racine County,195100,WI,1
522,640,757,1016,1156,55,Richland County,17625,WI,0
691,695,915,1220,1248,55,Rock County,161225,WI,1
522,575,757,965,1099,55,Rusk County,14210,WI,0
932,1078,1329,1841,2145,55,St. Croix County,87140,WI,1
644,751,909,1202,1235,55,Sauk County,63340,WI,0
564,622,818,1011,1109,55,Sawyer County,16385,WI,0
582,586,757,972,1072,55,Shawano County,41135,WI,0
556,664,797,1034,1180,55,Sheboygan County,115095,WI,1
522,585,757,973,1159,55,Taylor County,20345,WI,0
542,597,786,1050,1066,55,Trempealeau County,29510,WI,0
542,578,757,982,1191,55,Vernon County,30380,WI,0
587,591,777,960,1054,55,Vilas County,21465,WI,0
640,733,964,1324,1508,55,Walworth County,102915,WI,0
557,613,807,1000,1094,55,Washburn County,15640,WI,0
687,827,999,1269,1384,55,Washington County,133965,WI,1
687,827,999,1269,1384,55,Waukesha County,396730,WI,1
523,620,758,1056,1209,55,Waupaca County,51650,WI,0
522,575,757,1016,1118,55,Waushara County,24170,WI,0
639,689,889,1197,1419,55,Winnebago County,169540,WI,1
538,616,810,1029,1098,55,Wood County,73425,WI,0
