County_Name,il50_p1,il50_p2,il50_p3,il50_p4,il50_p5,il50_p6,il50_p7,il50_p8,il30_p1,il30_p2,il30_p3,il30_p4,il30_p5,il30_p6,il30_p7,il30_p8,il80_p1,il80_p2,il80_p3,il80_p4,il80_p5,il80_p6,il80_p7,il80_p8
Abbeville County,20600,23550,26500,29400,31800,34150,36500,38850,13590,18310,23030,27750,31800,34150,36500,38850,32950,37650,42350,47050,50850,54600,58350,62150
Aiken County,25950,29650,33350,37050,40050,43000,45950,48950,15600,18310,23030,27750,32470,37190,41910,46630,41550,47450,53400,59300,64050,68800,73550,78300
Allendale County,20600,23550,26500,29400,31800,34150,36500,38850,13590,18310,23030,27750,31800,34150,36500,38850,32950,37650,42350,47050,50850,54600,58350,62150
Anderson County,25700,29350,33000,36650,39600,42550,45450,48400,15400,18310,23030,27750,32470,37190,41910,46630,41100,46950,52800,58650,63350,68050,72750,77450
Bamberg County,20600,23550,26500,29400,31800,34150,36500,38850,13590,18310,23030,27750,31800,34150,36500,38850,32950,37650,42350,47050,50850,54600,58350,62150
Barnwell County,20600,23550,26500,29400,31800,34150,36500,38850,13590,18310,23030,27750,31800,34150,36500,38850,32950,37650,42350,47050,50850,54600,58350,62150
Beaufort County,30350,34700,39050,43350,46850,50300,53800,57250,18200,20800,23400,27750,32470,37190,41910,46630,48550,55500,62450,69350,74900,80450,86000,91550
Berkeley County,32150,36750,41350,45900,49600,53250,56950,60600,19300,22050,24800,27750,32470,37190,41910,46630,51450,58800,66150,73450,79350,85250,91100,97000
Calhoun County,28250,32250,36300,40300,43550,46750,50000,53200,16950,19400,23030,27750,32470,37190,41910,46630,45150,51600,58050,64500,69700,74850,80000,85150
Charleston County,32150,36750,41350,45900,49600,53250,56950,60600,19300,22050,24800,27750,32470,37190,41910,46630,51450,58800,66150,73450,79350,85250,91100,97000
Cherokee County,20600,23550,26500,29400,31800,34150,36500,38850,13590,18310,23030,27750,31800,34150,36500,38850,32950,37650,42350,47050,50850,54600,58350,62150
Chester County,21400,24450,27500,30550,33000,35450,37900,40350,13590,18310,23030,27750,32470,35450,37900,40350,34250,39150,44050,48900,52850,56750,60650,64550
Chesterfield County,20600,23550,26500,29400,31800,34150,36500,38850,13590,18310,23030,27750,31800,34150,36500,38850,32950,37650,42350,47050,50850,54600,58350,62150
Clarendon County,20900,23900,26900,29850,32250,34650,37050,39450,13590,18310,23030,27750,32250,34650,37050,39450,33450,38200,43000,47750,51600,55400,59250,63050
Colleton County,20600,23550,26500,29400,31800,34150,36500,38850,13590,18310,23030,27750,31800,34150,36500,38850,32950,37650,42350,47050,50850,54600,58350,62150
Darlington County,20850,23800,26800,29750,32150,34550,36900,39300,13590,18310,23030,27750,32150,34550,36900,39300,33350,38100,42850,47600,51450,55250,59050,62850
Dillon County,20600,23550,26500,29400,31800,34150,36500,38850,13590,18310,23030,27750,31800,34150,36500,38850,32950,37650,42350,47050,50850,54600,58350,62150
Dorchester County,32150,36750,41350,45900,49600,53250,56950,60600,19300,22050,24800,27750,32470,37190,41910,46630,51450,58800,66150,73450,79350,85250,91100,97000
Edgefield County,25950,29650,33350,37050,40050,43000,45950,48950,15600,18310,23030,27750,32470,37190,41910,46630,41550,47450,53400,59300,64050,68800,73550,78300
Fairfield County,28250,32250,36300,40300,43550,46750,50000,53200,16950,19400,23030,27750,32470,37190,41910,46630,45150,51600,58050,64500,69700,74850,80000,85150
Florence County,23250,26600,29900,33200,35900,38550,41200,43850,13950,18310,23030,27750,32470,37190,41200,43850,37200,42500,47800,53100,57350,61600,65850,70100
