County_Name,il50_p1,il50_p2,il50_p3,il50_p4,il50_p5,il50_p6,il50_p7,il50_p8,il30_p1,il30_p2,il30_p3,il30_p4,il30_p5,il30_p6,il30_p7,il30_p8,il80_p1,il80_p2,il80_p3,il80_p4,il80_p5,il80_p6,il80_p7,il80_p8
Georgetown County,24450,27950,31450,34900,37700,40500,43300,46100,14700,18310,23030,27750,32470,37190,41910,46100,39100,44700,50300,55850,60350,64800,69300,73750
Greenville County,29850,34100,38350,42600,46050,49450,52850,56250,17900,20450,23030,27750,32470,37190,41910,46630,47750,54550,61350,68150,73650,79100,84550,90000
Greenwood County,20600,23550,26500,29400,31800,34150,36500,38850,13590,18310,23030,27750,31800,34150,36500,38850,32950,37650,42350,47050,50850,54600,58350,62150
Hampton County,20600,23550,26500,29400,31800,34150,36500,38850,13590,18310,23030,27750,31800,34150,36500,38850,32950,37650,42350,47050,50850,54600,58350,62150
Horry County,23950,27350,30750,34150,36900,39650,42350,45100,14350,18310,23030,27750,32470,37190,41910,45100,38300,43750,49200,54650,59050,63400,67800,72150
Jasper County,20950,23950,26950,29900,32300,34700,37100,39500,13590,18310,23030,27750,32300,34700,37100,39500,33500,38300,43100,47850,51700,55550,59350,63200
Kershaw County,23850,27250,30650,34050,36800,39500,42250,44950,14350,18310,23030,27750,32470,37190,41910,44950,38150,43600,49050,54450,58850,63200,67550,71900
Lancaster County,27100,30950,34800,38650,41750,44850,47950,51050,16250,18600,23030,27750,32470,37190,41910,46630,43300,49500,55700,61850,66800,71750,76700,81650
Laurens County,21000,24000,27000,29950,32350,34750,37150,39550,13590,18310,23030,27750,32350,34750,37150,39550,33550,38350,43150,47900,51750,55600,59400,63250
Lee County,20600,23550,26500,29400,31800,34150,36500,38850,13590,18310,23030,27750,31800,34150,36500,38850,32950,37650,42350,47050,50850,54600,58350,62150
Lexington County,28250,32250,36300,40300,43550,46750,50000,53200,16950,19400,23030,27750,32470,37190,41910,46630,45150,51600,58050,64500,69700,74850,80000,85150
McCormick County,22350,25550,28750,31900,34500,37050,39600,42150,13590,18310,23030,27750,32470,37050,39600,42150,35750,40850,45950,51050,55150,59250,63350,67400
Marion County,20600,23550,26500,29400,31800,34150,36500,38850,13590,18310,23030,27750,31800,34150,36500,38850,32950,37650,42350,47050,50850,54600,58350,62150
Marlboro County,20600,23550,26500,29400,31800,34150,36500,38850,13590,18310,23030,27750,31800,34150,36500,38850,32950,37650,42350,47050,50850,54600,58350,62150
Newberry County,21500,24600,27650,30700,33200,35650,38100,40550,13590,18310,23030,27750,32470,35650,38100,40550,34400,39300,44200,49100,53050,57000,60900,64850
Oconee County,24850,28400,31950,35500,38350,41200,44050,46900,14950,18310,23030,27750,32470,37190,41910,46630,39800,45450,51150,56800,61350,65900,70450,75000
Orangeburg County,20600,23550,26500,29400,31800,34150,36500,38850,13590,18310,23030,27750,31800,34150,36500,38850,32950,37650,42350,47050,50850,54600,58350,62150
Pickens County,29850,34100,38350,42600,46050,49450,52850,56250,17900,20450,23030,27750,32470,37190,41910,46630,47750,54550,61350,68150,73650,79100,84550,90000
Richland County,28250,32250,36300,40300,43550,46750,50000,53200,16950,19400,23030,27750,32470,37190,41910,46630,45150,51600,58050,64500,69700,74850,80000,85150
Saluda County,28250,32250,36300,40300,43550,46750,50000,53200,16950,19400,23030,27750,32470,37190,41910,46630,45150,51600,58050,64500,69700,74850,80000,85150
Spartanburg County,26150,29900,33650,37350,40350,43350,46350,49350,15700,18310,23030,27750,32470,37190,41910,46630,41850,47800,53800,59750,64550,69350,74100,78900
Sumter County,21250,24300,27350,30350,32800,35250,37650,40100,13590,18310,23030,27750,32470,35250,37650,40100,34000,38850,43700,48550,52450,56350,60250,64100
Union County,20600,23550,26500,29400,31800,34150,36500,38850,13590,18310,23030,27750,31800,34150,36500,38850,32950,37650,42350,47050,50850,54600,58350,62150
Williamsburg County,20600,23550,26500,29400,31800,34150,36500,38850,13590,18310,23030,27750,31800,34150,36500,38850,32950,37650,42350,47050,50850,54600,58350,62150
York County,33000,37700,42400,47100,50900,54650,58450,62200,19800,22600,25450,28250,32470,37190,41910,46630,52750,60300,67850,75350,81400,87450,93450,99500
