State,County_Name,Ttl_Incarc,Ttl_Minority_Incarc,Ttl_White_Incarc
South Carolina,Abbeville County,0,0,0
South Carolina,Aiken County,235,149,86
South Carolina,Allendale County,1259,888,371
South Carolina,Anderson County,0,0,0
South Carolina,Bamberg County,0,0,0
South Carolina,Barnwell County,0,0,0
South Carolina,Beaufort County,0,0,0
South Carolina,Berkeley County,571,346,225
South Carolina,Calhoun County,0,0,0
South Carolina,Charleston County,0,0,0
South Carolina,Cherokee County,0,0,0
South Carolina,Chester County,0,0,0
South Carolina,Chesterfield County,0,0,0
South Carolina,Clarendon County,1407,999,408
South Carolina,Colleton County,0,0,0
South Carolina,Darlington County,0,0,0
South Carolina,Dillon County,0,0,0
South Carolina,Dorchester County,1409,1055,354
South Carolina,Edgefield County,2980,2334,646
South Carolina,Fairfield County,0,0,0
South Carolina,Florence County,0,0,0
South Carolina,Georgetown County,0,0,0
South Carolina,Greenville County,1044,633,411
South Carolina,Greenwood County,695,305,390
South Carolina,Hampton County,1515,1276,239
South Carolina,Horry County,0,0,0
South Carolina,Jasper County,1348,1007,341
South Carolina,Kershaw County,0,0,0
South Carolina,Lancaster County,1584,1122,462
South Carolina,Laurens County,0,0,0
South Carolina,Lee County,1822,1364,458
South Carolina,Lexington County,0,0,0
South Carolina,McCormick County,1250,893,357
South Carolina,Marion County,0,0,0
South Carolina,Marlboro County,3329,2710,619
South Carolina,Newberry County,0,0,0
South Carolina,Oconee County,0,0,0
South Carolina,Orangeburg County,0,0,0
South Carolina,Pickens County,0,0,0
South Carolina,Richland County,6122,4071,2051
South Carolina,Saluda County,0,0,0
South Carolina,Spartanburg County,1355,818,537
South Carolina,Sumter County,863,620,243
South Carolina,Union County,0,0,0
South Carolina,Williamsburg County,1366,1221,145
South Carolina,York County,0,0,0
