fmr_0,fmr_1,fmr_2,fmr_3,fmr_4,state_code,County_Name,pop2017,state,metro
1538,1854,2274,3006,3578,6,Alameda County,1629615,CA,1
725,822,1073,1524,1705,6,Alpine County,1205,CA,0
920,926,1148,1631,1965,6,Amador County,37305,CA,0
826,895,1177,1662,2015,6,Butte County,225205,CA,1
739,857,1094,1554,1785,6,Calaveras County,45055,CA,0
713,717,944,1341,1506,6,Colusa County,21480,CA,0
1538,1854,2274,3006,3578,6,Contra Costa County,1123680,CA,1
651,831,980,1355,1677,6,Del Norte County,27440,CA,0
1108,1228,1543,2192,2625,6,El Dorado County,185015,CA,1
899,904,1137,1607,1847,6,Fresno County,971615,CA,1
627,717,944,1167,1280,6,Glenn County,27935,CA,0
741,862,1112,1580,1903,6,Humboldt County,135490,CA,0
716,815,1065,1486,1793,6,Imperial County,179955,CA,1
754,874,1077,1530,1712,6,Inyo County,18195,CA,0
763,772,1013,1439,1734,6,Kern County,878745,CA,1
924,930,1162,1651,1799,6,Kings County,150185,CA,1
678,776,1021,1450,1544,6,Lake County,64095,CA,0
623,712,937,1331,1372,6,Lassen County,31470,CA,0
1384,1604,2044,2693,2933,6,Los Angeles County,10105720,CA,1
913,919,1198,1702,1870,6,Madera County,154440,CA,1
2115,2631,3198,4111,4473,6,Marin County,260815,CA,1
718,808,1063,1423,1819,6,Mariposa County,17660,CA,0
945,954,1245,1729,2131,6,Mendocino County,87495,CA,0
766,914,1120,1591,1917,6,Merced County,267390,CA,1
605,609,801,1047,1273,6,Modoc County,9015,CA,0
1009,1045,1319,1829,2096,6,Mono County,14060,CA,0
1533,1616,1967,2794,3081,6,Monterey County,433170,CA,1
1438,1645,2164,2924,2935,6,Napa County,141005,CA,1
921,993,1307,1857,2037,6,Nevada County,98840,CA,0
1716,1905,2324,3178,3674,6,Orange County,3155815,CA,1
1108,1228,1543,2192,2625,6,Placer County,374985,CA,1
608,716,915,1300,1566,6,Plumas County,18725,CA,0
1062,1202,1509,2065,2542,6,Riverside County,2355000,CA,1
1108,1228,1543,2192,2625,6,Sacramento County,1495400,CA,1
1096,1253,1649,2342,2822,6,San Benito County,58670,CA,1
1062,1202,1509,2065,2542,6,San Bernardino County,2121220,CA,1
1573,1739,2232,3099,3795,6,San Diego County,3283665,CA,1
2115,2631,3198,4111,4473,6,San Francisco County,864265,CA,1
891,992,1305,1854,2234,6,San Joaquin County,724155,CA,1
1308,1436,1890,2685,3047,6,San Luis Obispo County,280120,CA,1
2115,2631,3198,4111,4473,6,San Mateo County,763450,CA,1
1875,2157,2516,3316,3790,6,Santa Barbara County,442995,CA,1
2145,2418,2868,3687,4213,6,Santa Clara County,1911225,CA,1
2085,2385,3138,4000,4458,6,Santa Cruz County,273265,CA,1
834,954,1255,1783,2148,6,Shasta County,178920,CA,1
754,855,1114,1593,1767,6,Sierra County,2885,CA,0
682,701,922,1310,1358,6,Siskiyou County,43530,CA,0
1232,1408,1677,2382,2870,6,Solano County,434980,CA,1
1373,1549,2038,2851,3163,6,Sonoma County,500945,CA,1
936,1001,1250,1761,2063,6,Stanislaus County,535685,CA,1
920,926,1173,1666,2008,6,Sutter County,95585,CA,1
682,722,950,1270,1495,6,Tehama County,63245,CA,0
592,670,877,1246,1394,6,Trinity County,13035,CA,0
746,764,1005,1405,1629,6,Tulare County,458810,CA,1
752,860,1132,1556,1938,6,Tuolumne County,53900,CA,0
1507,1792,2218,3101,3655,6,Ventura County,847835,CA,1
1212,1280,1684,2353,2843,6,Yolo County,212605,CA,1
920,926,1173,1666,2008,6,Yuba County,74645,CA,1
