fmr_0,fmr_1,fmr_2,fmr_3,fmr_4,state_code,County_Name,pop2017,state,metro
699,855,1032,1379,1595,42,Adams County,101590,PA,1
763,807,981,1252,1371,42,Allegheny County,1229605,PA,1
536,626,807,998,1181,42,Armstrong County,66735,PA,1
763,807,981,1252,1371,42,Beaver County,168160,PA,1
589,607,757,984,1093,42,Bedford County,48890,PA,0
690,811,1038,1286,1408,42,Berks County,415500,PA,1
552,677,829,1025,1124,42,Blair County,124735,PA,1
650,661,797,1050,1209,42,Bradford County,61545,PA,0
940,1071,1298,1605,1837,42,Bucks County,626485,PA,1
763,807,981,1252,1371,42,Butler County,185985,PA,1
587,591,757,970,1106,42,Cambria County,135870,PA,1
557,575,757,936,1027,42,Cameron County,4755,PA,0
834,939,1196,1542,1622,42,Carbon County,63985,PA,1
1039,1055,1212,1548,1644,42,Centre County,160645,PA,1
940,1071,1298,1605,1837,42,Chester County,514650,PA,1
636,640,757,936,1065,42,Clarion County,38745,PA,0
542,611,757,997,1148,42,Clearfield County,80540,PA,0
561,641,844,1087,1445,42,Clinton County,39320,PA,0
723,735,859,1062,1165,42,Columbia County,66615,PA,1
514,589,757,947,1063,42,Crawford County,86845,PA,0
732,843,1074,1364,1456,42,Cumberland County,245800,PA,1
732,843,1074,1364,1456,42,Dauphin County,273330,PA,1
940,1071,1298,1605,1837,42,Delaware County,563385,PA,1
503,604,757,1017,1069,42,Elk County,30780,PA,0
633,654,848,1048,1162,42,Erie County,277795,PA,1
763,807,981,1252,1371,42,Fayette County,133160,PA,1
599,619,814,1006,1179,42,Forest County,7390,PA,0
709,714,939,1269,1317,42,Franklin County,153005,PA,1
557,664,757,1004,1296,42,Fulton County,14630,PA,0
665,666,771,953,1046,42,Greene County,37340,PA,0
585,648,757,998,1147,42,Huntingdon County,45685,PA,0
581,659,790,983,1071,42,Indiana County,86550,PA,0
558,599,765,946,1037,42,Jefferson County,44260,PA,0
503,579,757,936,1094,42,Juniata County,24450,PA,0
614,714,877,1132,1218,42,Lackawanna County,211960,PA,1
783,913,1148,1450,1557,42,Lancaster County,536495,PA,1
525,600,790,1004,1188,42,Lawrence County,88230,PA,0
737,759,989,1270,1341,42,Lebanon County,137615,PA,1
834,939,1196,1542,1622,42,Lehigh County,360775,PA,1
614,714,877,1132,1218,42,Luzerne County,318220,PA,1
709,713,885,1137,1200,42,Lycoming County,115400,PA,1
572,576,757,948,1072,42,McKean County,42070,PA,0
579,583,757,1009,1058,42,Mercer County,113625,PA,1
530,633,757,1012,1296,42,Mifflin County,46450,PA,0
871,876,1153,1605,1874,42,Monroe County,167305,PA,1
940,1071,1298,1605,1837,42,Montgomery County,818675,PA,1
697,736,864,1167,1172,42,Montour County,18300,PA,1
834,939,1196,1542,1622,42,Northampton County,300940,PA,1
548,581,757,936,1027,42,Northumberland County,93040,PA,0
732,843,1074,1364,1456,42,Perry County,45880,PA,1
940,1071,1298,1605,1837,42,Philadelphia County,1569655,PA,1
1048,1055,1368,1863,2341,42,Pike County,55685,PA,1
557,592,757,1006,1148,42,Potter County,17070,PA,0
588,591,763,1001,1105,42,Schuylkill County,144285,PA,0
656,670,796,1048,1133,42,Snyder County,40570,PA,0
629,633,757,1015,1163,42,Somerset County,75620,PA,0
557,641,757,1075,1296,42,Sullivan County,6190,PA,0
565,615,803,1051,1148,42,Susquehanna County,41715,PA,0
549,628,826,1070,1254,42,Tioga County,41550,PA,0
613,731,833,1125,1298,42,Union County,45055,PA,0
534,601,757,936,1218,42,Venango County,52880,PA,0
603,607,757,975,1082,42,Warren County,40345,PA,0
763,807,981,1252,1371,42,Washington County,207660,PA,1
651,730,885,1123,1229,42,Wayne County,51655,PA,0
763,807,981,1252,1371,42,Westmoreland County,356835,PA,1
614,714,877,1132,1218,42,Wyoming County,27760,PA,1
692,785,1024,1300,1415,42,York County,442215,PA,1
