County_Name,il50_p1,il50_p2,il50_p3,il50_p4,il50_p5,il50_p6,il50_p7,il50_p8,il30_p1,il30_p2,il30_p3,il30_p4,il30_p5,il30_p6,il30_p7,il30_p8,il80_p1,il80_p2,il80_p3,il80_p4,il80_p5,il80_p6,il80_p7,il80_p8
Acadia Parish County,22050,25200,28350,31500,34050,36550,39100,41600,13590,18310,23030,27750,32470,36550,39100,41600,35300,40350,45400,50400,54450,58500,62500,66550
Allen Parish County,22300,25500,28700,31850,34400,36950,39500,42050,13590,18310,23030,27750,32470,36950,39500,42050,35700,40800,45900,50950,55050,59150,63200,67300
Ascension Parish County,31050,35500,39950,44350,47900,51450,55000,58550,18650,21300,23950,27750,32470,37190,41910,46630,49700,56800,63900,70950,76650,82350,88000,93700
Assumption Parish County,23350,26700,30050,33350,36050,38700,41400,44050,14000,18310,23030,27750,32470,37190,41400,44050,37350,42700,48050,53350,57650,61900,66200,70450
Avoyelles Parish County,19850,22650,25500,28300,30600,32850,35100,37400,13590,18310,23030,27750,30600,32850,35100,37400,31750,36250,40800,45300,48950,52550,56200,59800
Beauregard Parish County,25400,29000,32650,36250,39150,42050,44950,47850,15250,18310,23030,27750,32470,37190,41910,46630,40600,46400,52200,58000,62650,67300,71950,76600
Bienville Parish County,18950,21650,24350,27050,29250,31400,33550,35750,13590,18310,23030,27050,29250,31400,33550,35750,30350,34650,39000,43300,46800,50250,53700,57200
Bossier Parish County,22950,26200,29500,32750,35400,38000,40650,43250,13800,18310,23030,27750,32470,37190,40650,43250,36700,41950,47200,52400,56600,60800,65000,69200
Caddo Parish County,22950,26200,29500,32750,35400,38000,40650,43250,13800,18310,23030,27750,32470,37190,40650,43250,36700,41950,47200,52400,56600,60800,65000,69200
Calcasieu Parish County,25350,28950,32550,36150,39050,41950,44850,47750,15200,18310,23030,27750,32470,37190,41910,46630,40500,46300,52100,57850,62500,67150,71750,76400
Caldwell Parish County,18950,21650,24350,27050,29250,31400,33550,35750,13590,18310,23030,27050,29250,31400,33550,35750,30350,34650,39000,43300,46800,50250,53700,57200
Cameron Parish County,25350,28950,32550,36150,39050,41950,44850,47750,15200,18310,23030,27750,32470,37190,41910,46630,40500,46300,52100,57850,62500,67150,71750,76400
Catahoula Parish County,23250,26550,29850,33150,35850,38500,41150,43800,13950,18310,23030,27750,32470,37190,41150,43800,37150,42450,47750,53050,57300,61550,65800,70050
Claiborne Parish County,18950,21650,24350,27050,29250,31400,33550,35750,13590,18310,23030,27050,29250,31400,33550,35750,30350,34650,39000,43300,46800,50250,53700,57200
Concordia Parish County,18950,21650,24350,27050,29250,31400,33550,35750,13590,18310,23030,27050,29250,31400,33550,35750,30350,34650,39000,43300,46800,50250,53700,57200
De Soto Parish County,22950,26200,29500,32750,35400,38000,40650,43250,13800,18310,23030,27750,32470,37190,40650,43250,36700,41950,47200,52400,56600,60800,65000,69200
East Baton Rouge Parish County,31050,35500,39950,44350,47900,51450,55000,58550,18650,21300,23950,27750,32470,37190,41910,46630,49700,56800,63900,70950,76650,82350,88000,93700
East Carroll Parish County,18950,21650,24350,27050,29250,31400,33550,35750,13590,18310,23030,27050,29250,31400,33550,35750,30350,34650,39000,43300,46800,50250,53700,57200
East Feliciana Parish County,31050,35500,39950,44350,47900,51450,55000,58550,18650,21300,23950,27750,32470,37190,41910,46630,49700,56800,63900,70950,76650,82350,88000,93700
Evangeline Parish County,18950,21650,24350,27050,29250,31400,33550,35750,13590,18310,23030,27050,29250,31400,33550,35750,30350,34650,39000,43300,46800,50250,53700,57200
Franklin Parish County,18950,21650,24350,27050,29250,31400,33550,35750,13590,18310,23030,27050,29250,31400,33550,35750,30350,34650,39000,43300,46800,50250,53700,57200
Grant Parish County,22350,25550,28750,31900,34500,37050,39600,42150,13590,18310,23030,27750,32470,37050,39600,42150,35750,40850,45950,51050,55150,59250,63350,67400
Iberia Parish County,21000,24000,27000,30000,32400,34800,37200,39600,13590,18310,23030,27750,32400,34800,37200,39600,33600,38400,43200,48000,51850,55700,59550,63400
Iberville Parish County,22300,25450,28650,31800,34350,36900,39450,42000,13590,18310,23030,27750,32470,36900,39450,42000,35650,40750,45850,50900,55000,59050,63150,67200
Jackson Parish County,20050,22900,25750,28600,30900,33200,35500,37800,13590,18310,23030,27750,30900,33200,35500,37800,32050,36600,41200,45750,49450,53100,56750,60400
Jefferson Parish County,27450,31400,35300,39200,42350,45500,48650,51750,16450,18800,23030,27750,32470,37190,41910,46630,43900,50200,56450,62700,67750,72750,77750,82800
