fmr_0,fmr_1,fmr_2,fmr_3,fmr_4,state_code,County_Name,pop2017,state,metro
492,632,720,1001,1140,51,Accomack County,32840,VA,0
1024,1063,1264,1562,1959,51,Albemarle County,105105,VA,1
584,587,739,914,1091,51,Alleghany County,15490,VA,0
1022,1044,1189,1556,1864,51,Amelia County,12800,VA,1
742,743,863,1164,1322,51,Amherst County,31820,VA,1
742,743,863,1164,1322,51,Appomattox County,15460,VA,1
1539,1567,1785,2260,2713,51,Arlington County,229535,VA,1
729,734,917,1255,1531,51,Augusta County,74390,VA,1
482,562,706,938,1044,51,Bath County,4460,VA,0
742,743,863,1164,1322,51,Bedford County,77320,VA,1
479,559,702,997,1038,51,Bland County,6525,VA,0
617,700,879,1187,1316,51,Botetourt County,33150,VA,1
479,534,702,901,1062,51,Brunswick County,16435,VA,0
605,616,702,906,952,51,Buchanan County,22610,VA,0
508,631,719,949,1063,51,Buckingham County,17050,VA,0
742,743,863,1164,1322,51,Campbell County,55160,VA,1
894,918,1047,1385,1656,51,Caroline County,29890,VA,0
479,597,702,997,1038,51,Carroll County,29765,VA,0
1022,1044,1189,1556,1864,51,Charles City County,7020,VA,1
479,559,702,893,952,51,Charlotte County,12175,VA,0
1022,1044,1189,1556,1864,51,Chesterfield County,335595,VA,1
1539,1567,1785,2260,2713,51,Clarke County,14330,VA,1
617,700,879,1187,1316,51,Craig County,5130,VA,1
816,822,1081,1427,1850,51,Culpeper County,49795,VA,1
611,713,895,1106,1397,51,Cumberland County,9795,VA,0
479,616,702,874,1088,51,Dickenson County,15180,VA,0
1022,1044,1189,1556,1864,51,Dinwiddie County,28035,VA,1
594,685,870,1075,1287,51,Essex County,11085,VA,0
1539,1567,1785,2260,2713,51,Fairfax County,1142005,VA,1
1539,1567,1785,2260,2713,51,Fauquier County,68405,VA,1
541,559,702,997,1093,51,Floyd County,15595,VA,0
1024,1063,1264,1562,1959,51,Fluvanna County,26110,VA,1
576,602,792,979,1087,51,Franklin County,56275,VA,1
868,868,1117,1444,1886,51,Frederick County,83785,VA,1
494,616,702,939,999,51,Giles County,16865,VA,1
993,1015,1193,1676,2042,51,Gloucester County,37035,VA,1
1022,1044,1189,1556,1864,51,Goochland County,22150,VA,1
479,616,702,963,1051,51,Grayson County,15710,VA,0
1024,1063,1264,1562,1959,51,Greene County,19215,VA,1
522,581,764,1032,1036,51,Greensville County,11605,VA,0
479,534,702,926,972,51,Halifax County,35030,VA,0
1022,1044,1189,1556,1864,51,Hanover County,103220,VA,1
1022,1044,1189,1556,1864,51,Henrico County,324075,VA,1
530,534,702,885,1000,51,Henry County,51955,VA,0
482,562,706,938,1044,51,Highland County,2215,VA,0
993,1015,1193,1676,2042,51,Isle of Wight County,36090,VA,1
993,1015,1193,1676,2042,51,James City County,73030,VA,1
608,621,718,1027,1109,51,King and Queen County,7050,VA,1
738,848,1081,1536,1599,51,King George County,25565,VA,0
1022,1044,1189,1556,1864,51,King William County,16330,VA,1
636,742,932,1152,1264,51,Lancaster County,10850,VA,0
