sumlevel,program,program_label,sub_program,name,code,total_units,pct_occupied,number_reported,pct_reported,months_since_report,pct_movein,people_per_unit,people_total,rent_per_month,spending_per_month,hh_income,person_income,pct_lt5k,pct_5k_lt10k,pct_10k_lt15k,pct_15k_lt20k,pct_ge20k,pct_wage_maj,pct_welf_maj,pct_other_maj,pct_median,pct_lt50_median,pct_lt30_median,pct_2adults,pct_1adult,pct_female_head,pct_female_head_child,pct_disabled_lt62,pct_disabled_ge62,pct_disabled_all,pct_lt24_head,pct_age25_50,pct_age51_61,pct_age62plus,pct_age85plus,pct_minority_raw,pct_black,pct_native_american,pct_asian,pct_hispanic,months_waiting,months_from_movein,pct_utility_allow,ave_util_allow,pct_bed1,pct_bed2,pct_bed3,pct_overhoused,tminority,tpoverty,tpct_ownsfd,fedhse,msa,placefips,latitude,longitude,state,pha_total_units,ha_size,pct_white_nothsp_raw,pct_minority,pct_white_nothsp,HUD_race_pct_error,imputed_from_prev
9,1,All HUD,-1,Adams County,28001,-1,-1,1206,-1,5,20,2.5,3063,192,331,8.8,3.5,20,49,21,8,2,37,6,54,26,87,60,12,51,89,62,24,40,13,12,56,16,17,1,92,92,0,0,0,13,69,98,76,18,35,47,20,58,30,48,-1,-1,-1,-1,-1,MS,-1,-1,8,92,8,0,0
9,1,All HUD,-1,Alcorn County,28003,-1,-1,851,-1,5,39,1.8,1500,205,315,9.5,5.4,13,53,23,7,4,22,7,71,30,87,57,6,28,76,31,46,39,27,9,42,17,32,4,39,39,0,0,0,2,54,86,18,32,28,39,41,25,22,46,-1,-1,-1,-1,-1,MS,-1,-1,61,39,61,0,0
9,1,All HUD,-1,Amite County,28005,-1,-1,83,-1,6,37,2.4,197,190,285,9.0,3.8,22,55,13,6,4,23,17,60,24,71,57,14,43,82,57,43,85,23,12,64,8,16,1,93,93,0,0,0,10,28,99,75,36,13,51,17,39,24,55,-1,-1,-1,-1,-1,MS,-1,-1,7,93,7,0,0
9,1,All HUD,-1,Attala County,28007,-1,-1,304,-1,6,21,2.4,742,198,341,9.1,3.7,25,40,18,13,3,33,4,61,25,80,57,11,48,88,58,25,39,14,6,60,13,22,2,76,74,0,0,1,16,48,97,85,21,42,37,17,42,23,54,-1,-1,-1,-1,-1,MS,-1,-1,24,76,24,0,0
9,1,All HUD,-1,Benton County,28009,-1,-1,1,-1,-4,-4,-4.0,-4,-4,-4,-4.0,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1,-1,-1,-1,-1,MS,-1,-1,-4,-4,-4,0,0
9,1,All HUD,-1,Bolivar County,28011,-1,-1,804,-1,7,18,2.5,2022,202,369,8.6,3.4,24,50,16,7,4,24,5,67,21,77,57,16,38,82,53,34,28,14,11,52,17,20,3,98,98,0,0,0,17,77,97,68,31,24,45,15,63,28,36,-1,-1,-1,-1,-1,MS,-1,-1,2,98,2,0,0
9,1,All HUD,-1,Calhoun County,28013,-1,-1,103,-1,6,13,2.1,214,164,399,6.9,3.4,32,47,17,4,1,24,5,70,19,85,70,11,40,85,50,33,21,15,37,42,8,14,0,81,80,0,0,1,-2,43,99,79,41,26,33,14,30,17,55,-1,-1,-1,-1,-1,MS,-1,-1,19,81,19,0,0
9,1,All HUD,-1,Carroll County,28015,-1,-1,34,-1,5,24,2.7,91,160,379,6.1,2.3,56,26,9,6,3,12,35,50,17,91,76,15,59,94,71,11,50,8,9,65,9,18,3,76,76,0,0,0,37,76,100,106,0,44,56,21,32,13,45,-1,-1,-1,-1,-1,MS,-1,-1,24,76,24,0,0
9,1,All HUD,-1,Chickasaw County,28017,-1,-1,346,-1,6,30,2.2,757,189,347,8.2,3.8,21,57,15,5,2,28,8,62,20,77,58,7,45,86,51,36,40,18,15,51,17,17,3,80,78,0,1,1,17,48,98,71,20,25,54,36,50,23,55,-1,-1,-1,-1,-1,MS,-1,-1,20,80,20,0,0
9,1,All HUD,-1,Choctaw County,28019,-1,-1,72,-1,6,22,2.8,204,185,306,8.1,2.8,31,39,22,6,3,32,28,40,17,69,50,22,51,99,72,27,100,13,19,71,8,1,0,89,85,0,0,4,12,43,97,-2,17,22,61,18,22,14,33,-1,-1,-1,-1,-1,MS,-1,-1,11,89,11,0,0
