Quarter,gsl,states,entities,sumlevel,program_label,program,sub_program,name,code,total_units,pct_occupied,number_reported,pct_reported,months_since_report,pct_movein,people_per_unit,people_total,rent_per_month,spending_per_month,hh_income,person_income,pct_lt5k,pct_5k_lt10k,pct_10k_lt15k,pct_15k_lt20k,pct_ge20k,pct_wage_major,pct_welfare_major,pct_other_major,pct_median,pct_lt50_median,pct_lt30_median,pct_2adults,pct_1adult,pct_female_head,pct_female_head_child,pct_disabled_lt62,pct_disabled_ge62,pct_disabled_all,pct_lt24_head,pct_age25_50,pct_age51_61,pct_age62plus,pct_age85plus,pct_minority_raw,pct_black_nonhsp,pct_native_american_nonhsp,pct_asian_pacific_nonhsp,pct_white_nothsp_raw,pct_black_hsp,pct_wht_hsp,pct_oth_hsp,pct_hispanic,pct_multi,months_waiting,months_from_movein,pct_utility_allow,ave_util_allow,pct_bed1,pct_bed2,pct_bed3,pct_overhoused,tpoverty,tminority,tpct_ownsfd,fedhse,cbsa,place,latitude,longitude,state,pha_total_units,ha_size,County_norm,pct_minority,pct_white_nothsp,HUD_race_pct_error,imputed_from_prev
2017-12-31 00:00:00,County,SD South Dakota,SD Douglas County 46043,9,Project Based Section 8,5,,Douglas County,46043,20,76,16,100,3,13,1.1,17,219,382,11373,10704,-1,47,33,13,7,-1,-1,94,25,94,75,-1,-1,94,-1,67,8,18,-1,19,-1,81,19,0,-1,-1,-1,69,-1,-1,-1,0,0,-1,50,-1,-1,100,-1,-1,-1,7,4,86,,,,,,SD,,,douglas sd,0,69,31,0
2017-12-31 00:00:00,County,SD South Dakota,SD Moody County 46101,9,Project Based Section 8,5,,Moody County,46101,16,85,15,100,7,13,1.0,15,295,394,13923,13923,-1,27,47,-1,27,-1,-1,100,31,93,67,-1,-1,67,-1,100,-1,13,-1,7,7,87,13,7,-1,7,-1,87,-1,-1,-1,0,0,-1,69,100,31,100,-1,-1,-1,20,35,70,,,,,,SD,,,moody sd,7,87,6,0
2017-12-31 00:00:00,County,SD South Dakota,SD Beadle County 46005,9,Summary of All HUD Programs,1,,Beadle County,46005,451,72,339,100,5,28,1.6,541,243,390,10279,6441,12,45,25,9,9,16,-1,78,22,99,81,3,20,61,21,64,66,43,8,47,23,22,3,21,4,9,1,78,0,4,3,8,4,21,63,27,117,66,18,16,9,25,18,71,,,,,,SD,,,beadle sd,22,78,0,0
2017-12-31 00:00:00,County,SD South Dakota,SD Beadle County 46005,9,Housing Choice Vouchers,3,,Beadle County,46005,258,70,176,98,4,21,1.6,276,257,316,10801,6888,5,52,27,8,8,10,-1,85,23,99,84,3,14,64,15,80,77,54,3,43,31,22,3,18,2,9,1,82,1,4,1,6,1,21,83,43,114,65,18,17,15,24,19,72,,,,,,SD,,,beadle sd,18,82,0,0
2017-12-31 00:00:00,County,SD South Dakota,SD Beadle County 46005,9,Project Based Section 8,5,,Beadle County,46005,193,74,163,100,5,35,1.6,265,227,484,9715,5976,21,38,22,10,10,23,-1,72,20,100,79,4,26,58,27,47,53,31,12,52,15,21,2,25,5,8,1,74,-1,5,6,10,6,-1,41,10,129,67,18,15,4,25,17,71,,,,,,SD,,,beadle sd,26,74,0,0
2017-12-31 00:00:00,County,SD South Dakota,SD Bennett County 46007,9,Summary of All HUD Programs,1,,Bennett County,46007,36,97,35,100,5,23,2.2,78,340,320,15865,7119,6,15,21,21,36,43,3,49,32,86,37,3,40,80,37,18,46,14,14,31,17,37,3,69,-1,66,-1,31,-1,-1,3,3,0,8,63,49,114,43,29,29,9,42,67,79,,,,,,SD,,,bennett sd,69,31,0,0
2017-12-31 00:00:00,County,SD South Dakota,SD Bennett County 46007,9,Public Housing,2,,Bennett County,46007,34,97,33,100,5,21,2.3,75,353,305,16477,7250,3,13,23,23,39,45,3,45,33,85,33,3,42,79,39,14,42,12,15,33,15,36,3,70,-1,67,-1,30,-1,-1,3,3,0,8,64,48,109,42,27,30,9,42,67,79,,,,,,SD,,,bennett sd,70,30,0,0
2017-12-31 00:00:00,County,SD South Dakota,SD Bon Homme County 46009,9,Summary of All HUD Programs,1,,Bon Homme County,46009,62,79,36,74,4,19,1.1,39,273,235,13340,12314,-1,28,44,17,11,3,-1,97,30,97,56,-1,-1,58,-1,88,25,36,-1,8,14,78,28,3,-1,3,-1,97,-1,-1,-1,0,0,-1,58,28,57,97,3,-1,-1,11,9,84,,,,,,SD,,,bon homme sd,3,97,0,0
2017-12-31 00:00:00,County,SD South Dakota,SD Bon Homme County 46009,9,Project Based Section 8,5,,Bon Homme County,46009,56,78,31,71,4,23,1.1,33,280,225,13296,12491,-1,29,42,19,10,3,-1,97,30,97,58,-1,-1,61,-1,88,26,39,-1,10,16,74,26,3,-1,3,-1,97,-1,-1,-1,0,0,-1,55,29,48,100,-1,-1,-1,11,9,84,,,,,,SD,,,bon homme sd,3,97,0,0
2017-12-31 00:00:00,County,SD South Dakota,SD Brookings County 46011,9,Summary of All HUD Programs,1,,Brookings County,46011,564,74,422,100,5,26,1.9,797,265,388,12117,6416,9,29,27,16,19,30,1,58,24,94,68,5,32,74,32,33,40,21,14,47,12,27,5,20,7,5,1,79,1,4,1,6,0,4,51,73,98,59,21,20,4,18,8,53,,,,,,SD,,,brookings sd,21,79,0,0
2017-12-31 00:00:00,County,SD South Dakota,SD Brookings County 46011,9,Public Housing,2,,Brookings County,46011,20,100,20,100,6,10,1.2,23,279,231,17801,15479,-1,6,24,12,59,40,-1,45,39,55,35,5,5,45,-1,33,63,39,15,20,25,40,-1,0,-1,-1,-1,100,-1,-1,-1,0,0,1,83,-1,-1,100,-1,-1,-1,7,4,83,,,,,,SD,,,brookings sd,0,100,0,0
2017-12-31 00:00:00,County,SD South Dakota,SD Brookings County 46011,9,Housing Choice Vouchers,3,,Brookings County,46011,307,75,218,95,5,34,2.5,536,263,412,11376,4627,12,30,24,17,18,32,2,51,21,96,72,9,49,80,49,30,59,17,12,64,11,13,1,29,7,9,2,71,1,7,3,11,0,4,43,82,122,37,28,34,4,17,8,52,,,,,,SD,,,brookings sd,29,71,0,0
2017-12-31 00:00:00,County,SD South Dakota,SD Brookings County 46011,9,Project Based Section 8,5,,Brookings County,46011,206,69,157,100,6,15,1.3,209,269,392,12314,9250,7,28,33,16,15,30,-1,65,26,97,67,-1,17,69,17,40,33,29,18,35,11,35,9,11,8,1,1,86,-1,1,-1,1,1,-1,60,69,72,78,15,7,4,20,9,51,,,,,,SD,,,brookings sd,14,86,0,0
