gsl,states,entities,sumlevel,program_label,program,sub_program,name,code,total_units,pct_occupied,number_reported,pct_reported,months_since_report,pct_movein,people_per_unit,people_total,rent_per_month,spending_per_month,hh_income,person_income,pct_lt5k,pct_5k_lt10k,pct_10k_lt15k,pct_15k_lt20k,pct_ge20k,pct_wage_major,pct_welfare_major,pct_other_major,pct_median,pct_lt50_median,pct_lt30_median,pct_2adults,pct_1adult,pct_female_head,pct_female_head_child,pct_disabled_lt62,pct_disabled_ge62,pct_disabled_all,pct_lt24_head,pct_age25_50,pct_age51_61,pct_age62plus,pct_age85plus,pct_minority_raw,pct_black_nonhsp,pct_native_american_nonhsp,pct_asian_pacific_nonhsp,pct_white_nothsp_raw,pct_black_hsp,pct_wht_hsp,pct_oth_hsp,pct_hispanic,pct_multi,months_waiting,months_from_movein,pct_utility_allow,ave_util_allow,pct_bed1,pct_bed2,pct_bed3,pct_overhoused,tpoverty,tminority,tpct_ownsfd,fedhse,cbsa,place,latitude,longitude,state,pha_total_units,ha_size,County_norm,pct_minority,pct_white_nothsp,HUD_race_pct_error,imputed_from_prev
County,SD South Dakota,SD Hand County 46059,9,Summary of All HUD Programs,1,,Hand County,46059,69,72,54,100,5,26,1.0,55,266,203,14737,14469,-1,30,30,30,11,2,-1,98,36,89,44,-1,-1,72,-1,83,19,33,4,11,7,78,35,9,2,2,2,91,-1,2,2,4,2,2,61,6,132,94,6,-1,4,10,2,80,,,,,,SD,,,hand sd,9,91,0,0
County,SD South Dakota,SD Grant County 46051,9,Project Based Section 8,5,,Grant County,46051,108,89,109,100,6,23,1.4,154,285,411,13313,9423,10,18,27,32,12,24,-1,70,30,90,50,2,17,67,16,36,16,19,7,22,19,51,14,0,-1,-1,-1,99,-1,-1,-1,0,0,-1,53,28,106,72,20,7,9,15,4,72,,,,,,SD,,,grant sd,1,99,0,0
County,SD South Dakota,SD Gregory County 46053,9,Public Housing,2,,Gregory County,46053,23,65,15,100,5,13,1.1,16,245,296,14622,13708,-1,20,40,20,20,-1,-1,100,35,93,40,-1,-1,67,-1,100,7,13,-1,-1,7,93,40,0,-1,-1,-1,100,-1,-1,-1,0,0,5,52,-1,-1,87,13,-1,7,18,12,85,,,,,,SD,,,gregory sd,0,100,0,0
County,SD South Dakota,SD Gregory County 46053,9,Project Based Section 8,5,,Gregory County,46053,72,70,61,100,7,34,1.3,82,258,370,12381,9210,3,32,40,15,10,18,-1,80,29,93,64,3,16,75,20,36,6,13,8,20,13,59,23,7,-1,7,-1,90,-1,-1,-1,0,2,-1,59,38,73,70,23,7,7,17,9,80,,,,,,SD,,,gregory sd,10,90,0,0
County,SD South Dakota,SD Haakon County 46055,9,Project Based Section 8,5,,Haakon County,46055,26,65,18,100,5,33,1.2,22,317,399,15627,12786,-1,22,28,11,39,17,-1,83,33,89,50,6,11,83,11,33,-1,9,6,17,11,67,22,11,-1,6,-1,89,-1,6,-1,6,0,-1,35,39,78,67,28,6,17,12,6,80,,,,,,SD,,,haakon sd,11,89,0,0
County,SD South Dakota,SD Hamlin County 46057,9,Public Housing,2,,Hamlin County,46057,18,100,18,100,6,22,1.3,24,252,260,15988,11991,-1,39,22,11,28,50,-1,50,36,72,50,6,6,56,6,31,60,29,6,39,28,28,-1,0,-1,-1,-1,100,-1,-1,-1,0,0,-1,64,-1,-1,100,-1,-1,-1,10,3,83,,,,,,SD,,,hamlin sd,0,100,0,0
County,SD South Dakota,SD Hand County 46059,9,Public Housing,2,,Hand County,46059,38,79,30,100,5,23,1.0,31,275,187,15953,15439,-1,27,27,27,20,3,-1,97,38,80,43,-1,-1,67,-1,71,22,32,7,7,10,77,40,10,-1,3,3,90,-1,3,-1,3,0,1,64,-1,-1,93,7,-1,3,10,2,80,,,,,,SD,,,hand sd,10,90,0,0
County,SD South Dakota,SD Hand County 46059,9,Project Based Section 8,5,,Hand County,46059,26,63,21,100,5,29,1.0,21,258,175,13632,13632,-1,33,29,38,-1,-1,-1,100,33,100,38,-1,-1,81,-1,100,11,24,-1,14,-1,86,33,10,5,-1,-1,90,-1,-1,5,5,5,-1,63,-1,-1,95,5,-1,5,10,2,80,,,,,,SD,,,hand sd,10,90,0,0
County,SD South Dakota,SD Hughes County 46065,9,Summary of All HUD Programs,1,,Hughes County,46065,390,71,287,100,5,23,1.9,539,285,435,11692,6226,6,39,29,14,12,28,1,64,19,99,90,7,27,73,32,50,51,27,11,52,14,23,3,44,3,38,1,55,-1,1,1,2,0,14,61,75,126,61,20,19,4,15,18,50,,,,,,SD,,,hughes sd,45,55,0,0
County,SD South Dakota,SD Hughes County 46065,9,Housing Choice Vouchers,3,,Hughes County,46065,205,62,130,100,3,19,1.9,247,306,493,11301,5948,5,41,30,15,8,26,1,68,18,100,94,8,25,75,32,55,57,29,8,61,15,16,2,41,5,34,-1,59,-1,-1,2,2,0,14,63,95,138,59,22,18,6,15,17,50,,,,,,SD,,,hughes sd,41,59,0,0
County,SD South Dakota,SD Hutchinson County 46067,9,Summary of All HUD Programs,1,,Hutchinson County,46067,45,-5,23,-5,-5,-5,-5.0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,,,,,,SD,,,hutchinson sd,15,85,0,1
County,SD South Dakota,SD Jackson County 46071,9,Summary of All HUD Programs,1,,Jackson County,46071,30,68,20,99,9,40,1.5,30,219,561,11392,7595,5,42,26,21,5,20,-1,75,26,95,60,5,20,50,25,50,30,27,10,25,15,50,25,15,-1,10,5,85,-1,-1,-1,0,0,-1,31,-1,-1,100,-1,-1,-1,8,17,68,,,,,,SD,,,jackson sd,15,85,0,0
County,SD South Dakota,SD Jerauld County 46073,9,Summary of All HUD Programs,1,,Jerauld County,46073,27,84,23,100,5,13,1.2,28,244,333,16003,13146,-1,23,23,32,23,22,-1,74,38,78,35,-1,9,83,9,33,6,11,-1,4,22,74,30,0,-1,-1,-1,100,-1,-1,-1,0,0,3,62,9,170,70,26,4,22,11,5,86,,,,,,SD,,,jerauld sd,0,100,0,0
County,SD South Dakota,SD Hughes County 46065,9,Public Housing,2,,Hughes County,46065,50,100,50,100,4,14,2.3,114,343,300,15782,6922,-1,36,18,11,36,38,-1,52,24,94,74,12,28,72,38,47,79,26,2,56,14,28,2,46,-1,46,-1,54,-1,-1,-1,0,0,16,74,40,302,56,12,32,2,15,18,47,,,,,,SD,,,hughes sd,46,54,0,0
County,SD South Dakota,SD Hughes County 46065,9,Project Based Section 8,5,,Hughes County,46065,135,73,107,100,6,31,1.7,178,232,429,10257,6166,10,38,33,12,7,25,2,64,18,100,92,2,29,71,29,44,34,25,18,39,13,30,4,48,2,40,3,50,-1,2,1,3,1,-1,54,67,58,66,21,13,3,15,18,52,,,,,,SD,,,hughes sd,50,50,0,0
County,SD South Dakota,SD Jones County 46075,9,Summary of All HUD Programs,1,,Jones County,46075,32,100,32,100,8,22,1.2,38,273,237,16945,14269,6,25,22,16,31,41,-1,56,38,78,53,-1,9,56,3,26,23,21,19,16,25,41,16,6,3,-1,-1,94,-1,3,-1,3,0,2,77,-1,-1,97,3,-1,-1,13,6,74,,,,,,SD,,,jones sd,6,94,0,0
County,SD South Dakota,SD Kingsbury County 46077,9,Summary of All HUD Programs,1,,Kingsbury County,46077,47,89,42,100,6,21,1.2,52,294,230,15884,12829,2,27,29,10,32,36,-1,62,35,74,55,-1,12,69,10,30,26,23,19,14,21,45,10,5,-1,2,-1,95,-1,2,-1,2,0,10,60,10,167,76,19,5,10,7,3,78,,,,,,SD,,,kingsbury sd,5,95,0,0
County,SD South Dakota,SD Jackson County 46071,9,Project Based Section 8,5,,Jackson County,46071,30,68,20,99,9,40,1.5,30,219,561,11392,7595,5,42,26,21,5,20,-1,75,26,95,60,5,20,50,25,50,30,27,10,25,15,50,25,15,-1,10,5,85,-1,-1,-1,0,0,-1,31,-1,-1,100,-1,-1,-1,8,17,68,,,,,,SD,,,jackson sd,15,85,0,0
County,SD South Dakota,SD Lake County 46079,9,Summary of All HUD Programs,1,,Lake County,46079,261,93,246,100,5,37,1.5,374,261,362,11676,7680,6,37,27,16,14,27,0,59,25,93,67,4,16,58,17,44,40,29,16,39,21,24,3,12,6,2,0,88,-1,3,-1,3,0,11,39,41,147,61,25,13,16,19,6,68,,,,,,SD,,,lake sd,12,88,0,0
County,SD South Dakota,SD Lake County 46079,9,Housing Choice Vouchers,3,,Lake County,46079,99,89,87,99,5,34,2.0,173,308,439,12863,6469,7,37,23,17,16,32,1,59,26,93,67,8,31,64,34,43,53,24,2,54,26,17,2,13,6,2,-1,87,-1,5,-1,5,0,16,37,84,167,28,40,32,34,18,6,69,,,,,,SD,,,lake sd,13,87,0,0
County,SD South Dakota,SD Jerauld County 46073,9,Public Housing,2,,Jerauld County,46073,23,91,21,100,5,14,1.0,22,236,321,16226,15488,-1,20,25,30,25,14,-1,81,39,76,33,-1,-1,81,-1,50,6,14,-1,-1,19,81,33,0,-1,-1,-1,100,-1,-1,-1,0,0,3,66,-1,-1,76,24,-1,24,11,5,86,,,,,,SD,,,jerauld sd,0,100,0,0
County,SD South Dakota,SD Jones County 46075,9,Public Housing,2,,Jones County,46075,32,100,32,100,8,22,1.2,38,273,237,16945,14269,6,25,22,16,31,41,-1,56,38,78,53,-1,9,56,3,26,23,21,19,16,25,41,16,6,3,-1,-1,94,-1,3,-1,3,0,2,77,-1,-1,97,3,-1,-1,13,6,74,,,,,,SD,,,jones sd,6,94,0,0
County,SD South Dakota,SD Lawrence County 46081,9,Summary of All HUD Programs,1,,Lawrence County,46081,427,81,337,97,5,20,1.7,582,284,442,11890,6885,6,32,34,17,12,31,0,62,23,97,75,4,30,69,29,44,48,27,9,46,23,22,4,14,1,8,2,86,0,1,1,2,3,11,57,70,117,53,33,15,10,15,7,55,,,,,,SD,,,lawrence sd,14,86,0,0
County,SD South Dakota,SD Lawrence County 46081,9,Housing Choice Vouchers,3,,Lawrence County,46081,315,81,240,94,4,14,1.8,439,286,457,11718,6406,5,32,36,15,12,28,-1,63,23,97,78,4,32,71,32,48,64,30,4,51,25,20,3,15,2,10,3,85,0,1,-1,1,3,11,59,67,134,53,29,18,5,15,7,56,,,,,,SD,,,lawrence sd,15,85,0,0
County,SD South Dakota,SD Kingsbury County 46077,9,Public Housing,2,,Kingsbury County,46077,35,94,33,100,5,18,1.1,36,317,159,17770,16289,-1,19,28,13,41,36,-1,61,40,67,42,-1,3,64,-1,31,24,25,21,9,18,52,12,3,-1,-1,-1,97,-1,3,-1,3,0,-1,62,-1,-1,82,18,-1,12,7,2,77,,,,,,SD,,,kingsbury sd,3,97,0,0
