gsl,states,entities,sumlevel,program_label,program,sub_program,name,code,total_units,pct_occupied,number_reported,pct_reported,months_since_report,pct_movein,people_per_unit,people_total,rent_per_month,spending_per_month,hh_income,person_income,pct_lt5k,pct_5k_lt10k,pct_10k_lt15k,pct_15k_lt20k,pct_ge20k,pct_wage_major,pct_welfare_major,pct_other_major,pct_median,pct_lt50_median,pct_lt30_median,pct_2adults,pct_1adult,pct_female_head,pct_female_head_child,pct_disabled_lt62,pct_disabled_ge62,pct_disabled_all,pct_lt24_head,pct_age25_50,pct_age51_61,pct_age62plus,pct_age85plus,pct_minority_raw,pct_black_nonhsp,pct_native_american_nonhsp,pct_asian_pacific_nonhsp,pct_white_nothsp_raw,pct_black_hsp,pct_wht_hsp,pct_oth_hsp,pct_hispanic,pct_multi,months_waiting,months_from_movein,pct_utility_allow,ave_util_allow,pct_bed1,pct_bed2,pct_bed3,pct_overhoused,tpoverty,tminority,tpct_ownsfd,fedhse,cbsa,place,latitude,longitude,state,pha_total_units,ha_size,County_norm,pct_minority,pct_white_nothsp,HUD_race_pct_error,imputed_from_prev
County,SD South Dakota,SD Lincoln County 46083,9,Summary of All HUD Programs,1,,Lincoln County,46083,173,94,165,100,5,21,2.0,330,323,453,14604,7302,8,21,26,23,22,30,-1,67,26,93,65,3,39,72,36,34,11,14,7,45,15,33,5,12,6,4,1,88,-1,1,-1,1,1,20,51,69,102,44,28,28,15,6,4,74,,,,,,SD,,,lincoln sd,12,88,0,0
County,SD South Dakota,SD Lincoln County 46083,9,Housing Choice Vouchers,3,,Lincoln County,46083,106,96,102,100,5,24,2.5,254,342,545,13861,5566,10,24,22,24,19,36,-1,60,23,96,71,4,59,81,54,27,14,11,9,64,7,21,4,16,9,5,1,84,-1,1,-1,1,2,24,53,95,110,13,43,44,25,6,5,71,,,,,,SD,,,lincoln sd,16,84,0,0
County,SD South Dakota,SD Lake County 46079,9,Public Housing,2,,Lake County,46079,94,98,92,100,4,49,1.1,101,229,262,11004,10024,5,35,28,16,15,26,-1,53,25,90,67,-1,2,39,2,42,48,41,27,30,15,27,1,16,10,3,-1,84,-1,3,-1,3,0,4,44,-1,-1,97,3,-1,-1,19,6,68,,,,,,SD,,,lake sd,16,84,0,0
County,SD South Dakota,SD Lake County 46079,9,Project Based Section 8,5,,Lake County,46079,68,92,67,100,5,22,1.5,100,244,400,11059,7409,3,41,29,15,12,21,-1,66,24,97,69,3,15,76,16,47,20,26,18,31,21,30,7,4,1,-1,1,94,-1,1,-1,1,0,-1,36,43,95,57,36,7,15,19,6,68,,,,,,SD,,,lake sd,6,94,0,0
County,SD South Dakota,SD Lyman County 46085,9,Summary of All HUD Programs,1,,Lyman County,46085,33,64,22,100,9,18,2.2,49,323,349,14700,6600,14,24,10,14,38,41,5,50,32,82,50,5,41,59,32,20,14,14,14,36,18,32,5,32,-1,32,-1,68,-1,-1,-1,0,0,3,74,-1,-1,50,23,27,14,6,8,72,,,,,,SD,,,lyman sd,32,68,0,0
County,SD South Dakota,SD Lawrence County 46081,9,Project Based Section 8,5,,Lawrence County,46081,113,81,97,100,5,36,1.5,143,281,403,12317,8355,6,33,29,21,10,38,1,59,25,97,69,5,24,66,24,32,21,20,20,32,20,29,5,9,1,3,1,91,-1,2,2,4,5,-1,52,77,80,51,42,7,23,17,7,52,,,,,,SD,,,lawrence sd,9,91,0,0
County,SD South Dakota,SD Marshall County 46091,9,Summary of All HUD Programs,1,,Marshall County,46091,26,74,19,98,6,21,1.1,21,307,388,12037,10890,-1,42,42,11,5,16,-1,84,29,100,53,-1,5,58,5,75,27,43,11,11,21,58,21,5,-1,5,-1,95,-1,-1,-1,0,0,8,60,26,131,42,53,5,53,18,15,79,,,,,,SD,,,marshall sd,5,95,0,0
County,SD South Dakota,SD Marshall County 46091,9,Housing Choice Vouchers,3,,Marshall County,46091,26,74,19,98,6,21,1.1,21,307,388,12037,10890,-1,42,42,11,5,16,-1,84,29,100,53,-1,5,58,5,75,27,43,11,11,21,58,21,5,-1,5,-1,95,-1,-1,-1,0,0,8,60,26,131,42,53,5,53,18,15,79,,,,,,SD,,,marshall sd,5,95,0,0
County,SD South Dakota,SD Lincoln County 46083,9,Public Housing,2,,Lincoln County,46083,51,94,48,100,6,17,1.2,57,291,206,16279,13709,2,15,36,19,28,23,-1,75,31,88,56,2,2,48,4,58,13,30,2,17,31,50,2,6,2,2,2,94,-1,-1,-1,0,0,1,50,4,196,92,4,4,-1,7,4,79,,,,,,SD,,,lincoln sd,6,94,0,0
County,SD South Dakota,SD Lincoln County 46083,9,Project Based Section 8,5,,Lincoln County,46083,16,85,15,100,6,20,1.3,19,296,631,14300,11289,13,20,20,27,20,13,-1,87,28,93,53,-1,20,80,20,33,-1,11,13,13,13,60,27,0,-1,-1,-1,100,-1,-1,-1,0,0,-1,44,100,38,100,-1,-1,-1,6,3,81,,,,,,SD,,,lincoln sd,0,100,0,0
County,SD South Dakota,SD Meade County 46093,9,Summary of All HUD Programs,1,,Meade County,46093,322,83,260,97,5,22,1.8,472,272,366,11690,6440,8,36,28,17,11,26,1,66,25,97,69,3,30,58,28,35,53,24,7,40,22,30,3,8,1,4,2,92,-1,1,1,2,2,7,70,49,162,63,17,20,5,16,8,62,,,,,,SD,,,meade sd,8,92,0,0
County,SD South Dakota,SD Meade County 46093,9,Housing Choice Vouchers,3,,Meade County,46093,148,85,118,94,4,20,2.3,277,301,441,12635,5382,10,32,23,20,15,33,2,59,25,96,67,4,48,69,44,32,64,19,1,57,24,19,3,9,1,6,2,91,-1,1,-1,1,2,14,61,85,162,43,28,29,3,15,8,65,,,,,,SD,,,meade sd,9,91,0,0
County,SD South Dakota,SD Lyman County 46085,9,Public Housing,2,,Lyman County,46085,17,88,15,100,9,13,2.5,38,323,347,15336,6054,20,27,7,7,40,47,7,47,32,73,53,7,40,60,33,18,-1,11,7,40,27,27,-1,40,-1,40,-1,60,-1,-1,-1,0,0,3,74,-1,-1,27,33,40,20,6,8,72,,,,,,SD,,,lyman sd,40,60,0,0
County,SD South Dakota,SD Miner County 46097,9,Summary of All HUD Programs,1,,Miner County,46097,32,96,31,100,7,29,1.4,43,213,323,13993,10088,4,25,32,18,21,29,-1,61,32,87,52,-1,13,48,13,23,17,14,3,23,16,58,10,3,-1,3,-1,97,-1,-1,-1,0,0,34,55,35,114,61,35,3,23,10,3,88,,,,,,SD,,,miner sd,3,97,0,0
County,SD South Dakota,SD Miner County 46097,9,Housing Choice Vouchers,3,,Miner County,46097,12,89,11,99,5,45,1.5,17,217,439,9628,6230,10,30,60,-1,-1,27,-1,64,22,100,73,-1,27,64,27,29,25,18,9,27,27,36,18,9,-1,9,-1,91,-1,-1,-1,0,0,34,27,100,114,27,64,9,45,10,3,88,,,,,,SD,,,miner sd,9,91,0,0
County,SD South Dakota,SD Minnehaha County 46099,9,Summary of All HUD Programs,1,,Minnehaha County,46099,3086,98,2930,97,5,18,2.0,5751,270,514,11602,5911,9,33,28,17,13,19,1,70,21,99,80,4,31,71,32,48,47,27,5,46,21,28,4,25,12,11,1,74,0,2,0,2,0,49,75,61,104,57,22,21,5,16,20,50,,,,,,SD,,,minnehaha sd,26,74,0,0
County,SD South Dakota,SD Minnehaha County 46099,9,Housing Choice Vouchers,3,,Minnehaha County,46099,1832,100,1725,94,5,17,2.3,3915,287,567,11929,5256,9,30,26,18,16,22,1,65,20,98,78,5,40,74,41,42,57,23,3,54,22,22,3,31,13,15,1,69,0,2,0,2,0,50,82,73,121,44,26,29,6,16,19,52,,,,,,SD,,,minnehaha sd,31,69,0,0
County,SD South Dakota,SD MISSING 46XXX,9,Summary of All HUD Programs,1,,Missing County,46XXX,14,87,12,100,3,8,1.8,22,31,574,10990,5994,8,42,33,8,8,58,-1,42,3,8,-1,8,42,67,33,40,-1,18,8,33,42,17,-1,42,8,33,-1,58,-1,-1,-1,0,0,2,0,-1,-1,100,-1,-1,-1,-1,-1,-1,,,,,,SD,,,missing sd,42,58,0,0
County,SD South Dakota,SD MISSING 46XXX,9,Housing Choice Vouchers,3,,Missing County,46XXX,12,87,11,100,3,-1,1.9,21,-1,609,10363,5428,9,45,36,-1,9,64,-1,36,-1,-1,-1,9,45,64,36,40,-1,19,9,36,45,9,-1,45,9,36,-1,55,-1,-1,-1,0,0,-1,-1,-1,-1,100,-1,-1,-1,-1,-1,-1,,,,,,SD,,,missing sd,45,55,0,0
County,SD South Dakota,SD Moody County 46101,9,Summary of All HUD Programs,1,,Moody County,46101,33,72,27,100,6,26,1.4,37,317,432,14608,10660,-1,22,41,22,15,15,-1,85,31,96,56,-1,15,70,7,63,5,16,-1,15,15,70,19,11,-1,7,4,81,-1,-1,-1,0,0,3,57,93,64,85,-1,15,-1,13,33,75,,,,,,SD,,,moody sd,15,85,0,1
County,SD South Dakota,SD Moody County 46101,9,Housing Choice Vouchers,3,,Moody County,46101,17,73,12,99,5,25,1.8,22,336,490,15211,8297,-1,25,25,33,17,25,-1,75,30,100,50,-1,33,75,17,60,14,18,-1,33,8,58,25,25,-1,17,8,75,-1,-1,-1,0,0,3,48,83,119,67,-1,33,-1,13,32,75,,,,,,SD,,,moody sd,25,75,0,0
County,SD South Dakota,SD Meade County 46093,9,Public Housing,2,,Meade County,46093,80,94,73,97,5,29,1.1,81,234,238,10267,9253,7,39,37,12,4,16,-1,71,24,97,75,1,4,44,4,40,55,42,15,14,26,45,5,5,1,4,-1,95,-1,-1,-1,0,0,2,64,-1,-1,99,1,-1,1,17,8,62,,,,,,SD,,,meade sd,5,95,0,0
County,SD South Dakota,SD Meade County 46093,9,Project Based Section 8,5,,Meade County,46093,94,73,69,100,6,19,1.7,114,264,371,11581,7009,6,41,27,17,9,25,-1,71,25,99,67,4,25,54,25,37,39,25,10,41,16,33,1,9,-1,1,3,90,-1,1,3,4,3,-1,94,39,162,59,16,25,14,16,9,59,,,,,,SD,,,meade sd,10,90,0,0
County,SD South Dakota,SD Miner County 46097,9,Public Housing,2,,Miner County,46097,20,100,20,100,9,20,1.3,26,210,258,16394,12611,-1,22,17,28,33,30,-1,60,37,80,40,-1,5,40,5,17,14,12,-1,20,10,70,5,0,-1,-1,-1,100,-1,-1,-1,0,0,-1,70,-1,-1,80,20,-1,10,10,3,88,,,,,,SD,,,miner sd,0,100,0,0
County,SD South Dakota,SD Minnehaha County 46099,9,Public Housing,2,,Minnehaha County,46099,23,88,20,100,5,15,4.3,85,195,512,9594,2257,18,35,18,18,12,30,5,50,13,100,90,20,75,95,90,15,-1,5,-1,85,15,-1,-1,35,10,25,-1,65,-1,-1,-1,0,0,64,90,100,201,-1,-1,100,5,11,15,70,,,,,,SD,,,minnehaha sd,35,65,0,0
County,SD South Dakota,SD Minnehaha County 46099,9,Mod Rehab,4,,Minnehaha County,46099,73,103,72,96,4,36,2.0,144,145,721,6495,3248,24,43,22,2,9,18,1,44,12,97,94,1,56,72,54,33,100,19,14,57,25,4,-1,19,8,7,1,81,-1,3,-1,3,0,23,41,81,62,38,61,1,4,21,25,45,,,,,,SD,,,minnehaha sd,19,81,0,0
County,SD South Dakota,SD Minnehaha County 46099,9,Project Based Section 8,5,,Minnehaha County,46099,970,94,922,100,5,20,1.5,1412,253,446,11224,7329,9,38,30,15,8,18,1,77,21,99,83,4,19,65,20,60,42,36,10,36,21,33,3,19,12,4,2,80,0,1,0,1,1,-1,67,41,61,74,17,9,3,17,21,50,,,,,,SD,,,minnehaha sd,20,80,0,0
County,SD South Dakota,SD Minnehaha County 46099,9,202/PRAC,8,,Minnehaha County,46099,134,97,136,100,6,14,1.0,140,274,224,13697,13305,-1,26,40,24,10,1,-1,99,27,100,71,-1,-1,83,-1,-1,24,24,-1,-1,-1,100,20,5,-1,1,2,94,-1,2,-1,2,1,-1,61,29,24,100,-1,-1,-1,19,17,29,,,,,,SD,,,minnehaha sd,6,94,0,0
County,SD South Dakota,SD Minnehaha County 46099,9,811/PRAC,9,,Minnehaha County,46099,54,98,55,100,6,18,1.0,55,233,230,9947,9947,4,57,30,6,4,5,2,89,20,98,91,-1,-1,27,-1,100,100,100,11,67,15,7,-1,24,5,16,-1,76,-1,-1,2,2,4,-1,45,25,30,96,4,-1,4,13,32,49,,,,,,SD,,,minnehaha sd,24,76,0,0
County,SD South Dakota,SD Pennington County 46103,9,Summary of All HUD Programs,1,,Pennington County,46103,2834,92,2677,100,5,19,2.1,5685,269,515,11606,5465,13,32,25,16,14,24,1,67,23,95,72,7,37,72,38,38,46,21,10,47,20,23,3,46,2,39,1,53,0,2,2,4,3,16,71,51,124,41,35,24,13,22,27,52,,,,,,SD,,,pennington sd,47,53,0,0
County,SD South Dakota,SD Pennington County 46103,9,Housing Choice Vouchers,3,,Pennington County,46103,1314,89,1188,100,5,14,2.2,2643,275,631,11189,5029,14,33,24,16,12,26,1,65,22,97,73,5,41,73,41,32,40,18,8,50,21,21,3,47,3,40,0,53,0,2,2,4,2,18,68,83,127,30,43,27,19,24,29,51,,,,,,SD,,,pennington sd,47,53,0,0
County,SD South Dakota,SD Perkins County 46105,9,Summary of All HUD Programs,1,,Perkins County,46105,85,89,74,99,6,23,1.2,87,271,291,13454,11443,1,36,34,12,16,18,-1,82,32,86,62,-1,4,59,4,57,13,29,7,23,18,53,14,9,-1,8,-1,91,-1,-1,1,1,0,2,71,12,93,80,16,4,9,14,3,76,,,,,,SD,,,perkins sd,9,91,0,0
County,SD South Dakota,SD Roberts County 46109,9,Summary of All HUD Programs,1,,Roberts County,46109,90,86,76,98,5,14,1.3,99,275,245,15967,12257,5,39,23,12,21,14,-1,84,36,82,57,3,7,54,7,64,27,30,1,9,22,67,12,42,3,38,-1,58,-1,1,-1,1,0,5,83,1,77,78,14,8,9,22,52,82,,,,,,SD,,,roberts sd,42,58,0,0
County,SD South Dakota,SD Pennington County 46103,9,Public Housing,2,,Pennington County,46103,500,100,498,100,6,22,2.1,1046,317,258,15179,7227,4,27,26,19,23,24,0,71,30,87,61,10,23,65,28,53,45,26,4,42,20,34,5,35,2,27,1,65,0,2,2,5,3,14,68,33,181,62,10,27,1,17,19,62,,,,,,SD,,,pennington sd,35,65,0,0
County,SD South Dakota,SD Pennington County 46103,9,Project Based Section 8,5,,Pennington County,46103,1000,93,972,100,5,23,2.0,1977,237,511,10271,5050,18,32,26,14,11,23,1,66,21,97,77,7,39,73,41,38,54,21,15,46,18,21,2,52,1,46,1,46,0,1,2,4,5,-1,76,23,70,43,37,19,10,23,30,48,,,,,,SD,,,pennington sd,54,46,0,0
County,SD South Dakota,SD Pennington County 46103,9,811/PRAC,9,,Pennington County,46103,19,97,19,100,6,5,1.0,19,272,316,12288,12288,-1,47,32,11,11,5,-1,95,27,100,68,-1,-1,58,-1,100,100,100,11,53,26,11,-1,21,11,11,-1,79,-1,-1,-1,0,0,-1,73,-1,-1,74,26,-1,26,35,44,40,,,,,,SD,,,pennington sd,21,79,0,0
County,SD South Dakota,SD Perkins County 46105,9,Public Housing,2,,Perkins County,46105,43,86,37,100,6,30,1.1,41,265,261,13767,12424,3,24,43,11,19,27,-1,73,33,84,57,-1,-1,70,-1,21,-1,7,8,11,19,62,22,0,-1,-1,-1,100,-1,-1,-1,0,0,2,64,-1,-1,89,11,-1,-1,14,3,76,,,,,,SD,,,perkins sd,0,100,0,0
County,SD South Dakota,SD Perkins County 46105,9,Project Based Section 8,5,,Perkins County,46105,40,93,36,97,6,17,1.2,44,272,315,12956,10600,-1,50,25,11,14,6,-1,94,30,89,69,-1,8,50,8,85,31,50,3,36,17,44,6,19,-1,17,-1,81,-1,-1,3,3,0,-1,79,25,93,72,19,8,19,14,3,76,,,,,,SD,,,perkins sd,19,81,0,0
County,SD South Dakota,SD Spink County 46115,9,Summary of All HUD Programs,1,,Spink County,46115,122,72,88,100,7,14,1.5,128,311,383,14412,9908,6,21,33,20,21,15,-1,83,30,91,53,2,19,69,20,57,24,27,6,17,19,58,16,6,1,3,-1,94,-1,1,-1,1,2,3,63,65,92,57,35,8,18,17,5,69,,,,,,SD,,,spink sd,6,94,0,0
County,SD South Dakota,SD Spink County 46115,9,Housing Choice Vouchers,3,,Spink County,46115,67,66,45,100,7,11,1.6,70,296,380,14262,9169,2,12,42,26,19,11,-1,84,30,96,56,-1,22,78,22,46,22,20,-1,18,11,71,24,4,2,2,-1,96,-1,-1,-1,0,0,3,78,62,109,49,38,13,24,17,5,70,,,,,,SD,,,spink sd,4,96,0,0
County,SD South Dakota,SD Stanley County 46117,9,Summary of All HUD Programs,1,,Stanley County,46117,23,77,18,100,4,22,1.7,31,252,369,10737,6234,19,31,25,6,19,11,6,72,24,89,67,6,28,61,22,45,14,19,6,28,28,39,-1,39,-1,39,-1,61,-1,-1,-1,0,6,-1,41,100,101,67,22,11,-1,12,10,67,,,,,,SD,,,stanley sd,39,61,0,0
County,SD South Dakota,SD Roberts County 46109,9,Public Housing,2,,Roberts County,46109,73,89,65,100,5,15,1.4,88,272,241,16184,11954,6,41,22,9,22,17,-1,82,36,82,60,3,8,49,8,63,32,32,2,11,25,63,9,48,3,43,-1,52,-1,2,-1,2,0,3,84,-1,-1,74,17,9,11,22,52,82,,,,,,SD,,,roberts sd,48,52,0,0
County,SD South Dakota,SD Tripp County 46123,9,Summary of All HUD Programs,1,,Tripp County,46123,65,89,56,98,7,13,1.7,97,239,496,10543,6086,4,26,40,26,4,16,-1,68,24,98,64,7,18,64,21,49,21,24,5,50,11,34,11,36,-1,36,-1,63,-1,-1,-1,0,0,10,57,50,141,61,25,14,7,20,22,66,,,,,,SD,,,tripp sd,37,63,0,0
County,SD South Dakota,SD Tripp County 46123,9,Housing Choice Vouchers,3,,Tripp County,46123,18,89,16,100,5,13,1.3,20,339,404,13555,10844,-1,13,56,25,6,19,-1,81,32,100,38,-1,6,38,6,82,40,60,-1,50,19,31,6,31,-1,31,-1,69,-1,-1,-1,0,0,10,67,56,193,81,13,6,6,20,22,66,,,,,,SD,,,tripp sd,31,69,0,0
County,SD South Dakota,SD Turner County 46125,9,Summary of All HUD Programs,1,,Turner County,46125,58,68,39,99,6,13,1.4,54,269,306,15311,11058,13,23,28,8,28,8,-1,90,28,90,67,-1,10,72,10,38,69,54,3,21,10,67,23,3,-1,-1,-1,97,-1,-1,3,3,0,12,68,13,244,72,21,8,5,8,4,86,,,,,,SD,,,turner sd,3,97,0,0
County,SD South Dakota,SD Union County 46127,9,Summary of All HUD Programs,1,,Union County,46127,82,75,62,100,7,11,1.1,67,292,258,13689,12668,-1,29,37,19,15,2,-1,98,32,92,52,-1,-1,73,-1,86,9,16,-1,-1,11,89,11,0,-1,-1,-1,100,-1,-1,-1,0,0,-1,60,32,81,94,6,-1,3,5,6,72,,,,,,SD,,,union sd,0,100,0,0
County,SD South Dakota,SD Spink County 46115,9,Project Based Section 8,5,,Spink County,46115,55,79,43,98,8,16,1.3,58,327,385,14568,10800,9,30,23,14,23,19,-1,81,30,86,51,5,16,60,19,63,26,36,12,16,28,44,7,7,-1,5,-1,93,-1,2,-1,2,5,-1,48,67,76,65,33,2,12,17,5,69,,,,,,SD,,,spink sd,7,93,0,0
County,SD South Dakota,SD Walworth County 46129,9,Summary of All HUD Programs,1,,Walworth County,46129,197,79,154,99,5,22,1.9,287,182,530,8349,4480,15,31,25,19,10,20,3,49,19,95,72,6,32,73,32,22,29,15,16,40,18,27,6,58,-1,56,-1,42,-1,1,1,2,0,4,56,40,146,66,25,10,5,11,23,73,,,,,,SD,,,walworth sd,58,42,0,0
County,SD South Dakota,SD Walworth County 46129,9,Housing Choice Vouchers,3,,Walworth County,46129,87,62,53,98,4,21,2.1,111,204,497,9009,4301,8,34,26,18,13,30,4,38,19,96,72,6,42,83,42,26,36,16,11,43,25,21,-1,60,-1,58,-1,40,-1,2,-1,2,0,3,57,74,146,43,34,23,9,11,23,73,,,,,,SD,,,walworth sd,60,40,0,0
County,SD South Dakota,SD Tripp County 46123,9,Project Based Section 8,5,,Tripp County,46123,47,89,40,96,7,13,1.9,77,199,531,9337,4851,6,32,32,26,3,15,-1,63,22,98,75,10,23,75,28,35,14,14,8,50,8,35,13,38,-1,38,-1,60,-1,-1,-1,0,0,-1,53,48,116,53,30,18,8,20,22,66,,,,,,SD,,,tripp sd,40,60,0,0
County,SD South Dakota,SD Yankton County 46135,9,Summary of All HUD Programs,1,,Yankton County,46135,503,86,432,100,5,25,1.5,664,250,451,10738,6986,11,37,31,14,8,22,1,71,21,99,80,4,22,62,22,62,51,40,10,47,23,19,2,14,2,9,1,85,0,0,2,2,2,12,59,38,104,62,31,8,11,12,10,62,,,,,,SD,,,yankton sd,15,85,0,0
County,SD South Dakota,SD Turner County 46125,9,Public Housing,2,,Turner County,46125,23,87,21,100,5,10,1.3,27,315,184,20316,15801,-1,10,33,10,48,-1,-1,100,38,81,43,-1,-1,76,-1,100,80,78,-1,-1,5,95,43,0,-1,-1,-1,100,-1,-1,-1,0,0,14,82,-1,-1,67,33,-1,5,7,4,87,,,,,,SD,,,turner sd,0,100,0,0
County,SD South Dakota,SD Turner County 46125,9,Project Based Section 8,5,,Turner County,46125,27,49,11,82,9,9,1.0,11,164,341,7143,7143,36,45,18,-1,-1,18,-1,73,14,100,100,-1,-1,64,-1,50,33,45,9,36,27,27,-1,9,-1,-1,-1,91,-1,-1,9,9,0,-1,63,-1,-1,100,-1,-1,-1,9,2,86,,,,,,SD,,,turner sd,9,91,0,0
County,SD South Dakota,SD Yankton County 46135,9,Housing Choice Vouchers,3,,Yankton County,46135,127,89,115,100,6,26,1.8,202,292,404,12316,7012,2,40,33,14,11,23,1,74,24,100,77,3,26,65,28,66,87,42,5,47,22,26,2,16,4,9,2,84,1,-1,-1,1,1,12,59,77,111,36,43,22,33,13,9,61,,,,,,SD,,,yankton sd,16,84,0,0
County,SD South Dakota,SD Union County 46127,9,Project Based Section 8,5,,Union County,46127,42,54,24,100,5,17,1.2,28,295,480,13768,11801,-1,38,33,8,21,4,-1,96,32,88,58,-1,-1,63,-1,86,18,32,-1,-1,29,71,13,0,-1,-1,-1,100,-1,-1,-1,0,0,-1,74,83,81,83,17,-1,8,6,4,78,,,,,,SD,,,union sd,0,100,0,0
County,SD South Dakota,SD Union County 46127,9,202/PRAC,8,,Union County,46127,40,98,38,97,9,8,1.0,39,291,129,13640,13290,-1,24,39,26,11,-1,-1,100,32,95,47,-1,-1,79,-1,-1,5,5,-1,-1,-1,100,11,0,-1,-1,-1,100,-1,-1,-1,0,0,-1,51,-1,-1,100,-1,-1,-1,3,7,69,,,,,,SD,,,union sd,0,100,0,0
County,SD South Dakota,SD Walworth County 46129,9,Mod Rehab,4,,Walworth County,46129,42,98,42,100,4,33,1.8,75,82,653,3391,1899,23,23,23,31,-1,12,2,17,8,100,86,7,33,60,33,12,100,9,24,60,14,2,-1,88,-1,86,-1,12,-1,-1,2,2,0,7,35,-1,-1,93,7,-1,-1,11,24,73,,,,,,SD,,,walworth sd,88,12,0,0
County,SD South Dakota,SD Walworth County 46129,9,Project Based Section 8,5,,Walworth County,46129,68,88,59,99,6,15,1.7,101,233,476,11286,6593,19,31,24,17,10,17,2,81,26,92,63,5,22,73,24,31,23,17,14,22,14,51,17,34,-1,32,-1,66,-1,-1,2,2,0,-1,71,37,148,66,29,5,5,11,24,73,,,,,,SD,,,walworth sd,34,66,0,0
County,SD South Dakota,SD Yankton County 46135,9,Project Based Section 8,5,,Yankton County,46135,376,85,317,99,4,25,1.5,462,234,468,10165,6975,14,35,31,13,7,22,1,70,20,99,81,4,20,61,19,61,31,39,12,47,24,17,2,14,1,9,1,85,-1,0,2,3,2,-1,59,23,97,71,26,3,3,12,10,62,,,,,,SD,,,yankton sd,15,85,0,0
County,SD South Dakota,SD Brookings County 46011,9,Mod Rehab,4,,Brookings County,46011,7,-4,6,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,SD,,,brookings sd,-4,-4,0,0
County,SD South Dakota,SD Charles Mix County 46023,9,Project Based Section 8,5,,Charles Mix County,46023,12,-4,10,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,SD,,,charles mix sd,-4,-4,0,0
County,SD South Dakota,SD Corson County 46031,9,Project Based Section 8,5,,Corson County,46031,8,-4,4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,SD,,,corson sd,-4,-4,0,0
County,SD South Dakota,SD Day County 46037,9,Project Based Section 8,5,,Day County,46037,12,-4,10,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,SD,,,day sd,-4,-4,0,0
County,SD South Dakota,SD Edmunds County 46045,9,Project Based Section 8,5,,Edmunds County,46045,6,-4,5,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,SD,,,edmunds sd,-4,-4,0,0
County,SD South Dakota,SD Hamlin County 46057,9,202/PRAC,8,,Hamlin County,46057,1,-4,1,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,SD,,,hamlin sd,-4,-4,0,0
County,SD South Dakota,SD Hyde County 46069,9,Project Based Section 8,5,,Hyde County,46069,20,-4,10,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,SD,,,hyde sd,-4,-4,0,0
County,SD South Dakota,SD Lyman County 46085,9,Project Based Section 8,5,,Lyman County,46085,16,-4,7,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,SD,,,lyman sd,-4,-4,0,0
