Quarter,gsl,states,entities,sumlevel,program_label,program,sub_program,name,code,total_units,pct_occupied,number_reported,pct_reported,months_since_report,pct_movein,people_per_unit,people_total,rent_per_month,spending_per_month,hh_income,person_income,pct_lt5k,pct_5k_lt10k,pct_10k_lt15k,pct_15k_lt20k,pct_ge20k,pct_wage_major,pct_welfare_major,pct_other_major,pct_median,pct_lt50_median,pct_lt30_median,pct_2adults,pct_1adult,pct_female_head,pct_female_head_child,pct_disabled_lt62,pct_disabled_ge62,pct_disabled_all,pct_lt24_head,pct_age25_50,pct_age51_61,pct_age62plus,pct_age85plus,pct_minority_raw,pct_black_nonhsp,pct_native_american_nonhsp,pct_asian_pacific_nonhsp,pct_white_nothsp_raw,pct_black_hsp,pct_wht_hsp,pct_oth_hsp,pct_hispanic,pct_multi,months_waiting,months_from_movein,pct_utility_allow,ave_util_allow,pct_bed1,pct_bed2,pct_bed3,pct_overhoused,tpoverty,tminority,tpct_ownsfd,fedhse,cbsa,place,latitude,longitude,state,pha_total_units,ha_size,County_norm,pct_minority,pct_white_nothsp,HUD_race_pct_error,imputed_from_prev
2018-12-31 00:00:00,County,SD South Dakota,SD Aurora County 46003,9,Summary of All HUD Programs,1,,Aurora County,46003,9,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,SD,,,aurora sd,-4,-4,0,0
2018-12-31 00:00:00,County,SD South Dakota,SD Aurora County 46003,9,Housing Choice Vouchers,3,,Aurora County,46003,8,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,SD,,,aurora sd,-4,-4,0,0
2018-12-31 00:00:00,County,SD South Dakota,SD Aurora County 46003,9,Project Based Section 8,5,,Aurora County,46003,1,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,SD,,,aurora sd,-4,-4,0,0
2018-12-31 00:00:00,County,SD South Dakota,SD Beadle County 46005,9,Summary of All HUD Programs,1,,Beadle County,46005,451,75,353,100,5,25,1.7,609,242,421,10260,5947,14,41,26,8,12,17,-1,75,20,100,81,5,23,63,25,60,63,38,10,49,21,20,3,26,3,8,3,73,-1,8,4,12,2,13,61,31,120,63,20,17,9,28,18,71,,,,,,SD,,,beadle sd,27,73,0,0
2018-12-31 00:00:00,County,SD South Dakota,SD Beadle County 46005,9,Housing Choice Vouchers,3,,Beadle County,46005,258,73,191,100,5,24,1.7,327,261,357,11005,6428,3,48,31,6,12,13,-1,78,22,100,82,4,19,68,21,73,74,46,4,47,27,22,3,27,5,8,5,73,-1,8,1,9,1,13,79,48,118,60,21,18,14,27,19,72,,,,,,SD,,,beadle sd,27,73,0,0
2018-12-31 00:00:00,County,SD South Dakota,SD Beadle County 46005,9,Project Based Section 8,5,,Beadle County,46005,193,79,162,100,5,27,1.7,282,219,500,9382,5389,25,32,21,10,12,22,-1,70,18,100,79,5,28,57,29,45,46,28,17,51,15,17,2,25,1,7,1,74,-1,8,7,15,2,-1,40,11,133,65,19,15,2,29,16,68,,,,,,SD,,,beadle sd,26,74,0,0
2018-12-31 00:00:00,County,SD South Dakota,SD Bennett County 46007,9,Summary of All HUD Programs,1,,Bennett County,46007,36,91,33,100,6,18,2.1,69,318,358,18183,8696,9,19,22,22,28,39,9,48,34,85,48,3,36,82,39,19,50,17,3,36,24,36,3,67,-1,64,-1,33,-1,-1,3,3,0,9,71,42,117,52,21,27,9,42,67,81,,,,,,SD,,,bennett sd,67,33,0,0
2018-12-31 00:00:00,County,SD South Dakota,SD Bennett County 46007,9,Public Housing,2,,Bennett County,46007,34,91,31,100,6,19,2.1,66,329,345,18989,8919,7,17,23,23,30,42,10,45,36,84,45,3,39,81,42,15,45,15,3,39,23,35,3,68,-1,65,-1,32,-1,-1,3,3,0,9,72,42,110,52,19,29,10,42,67,81,,,,,,SD,,,bennett sd,68,32,0,0
2018-12-31 00:00:00,County,SD South Dakota,SD Bennett County 46007,9,Housing Choice Vouchers,3,,Bennett County,46007,1,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,SD,,,bennett sd,-4,-4,0,0
2018-12-31 00:00:00,County,SD South Dakota,SD Bennett County 46007,9,Project Based Section 8,5,,Bennett County,46007,1,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,SD,,,bennett sd,-4,-4,0,0
