Quarter,gsl,states,entities,sumlevel,program_label,program,sub_program,name,code,total_units,pct_occupied,number_reported,pct_reported,months_since_report,pct_movein,people_per_unit,people_total,rent_per_month,spending_per_month,hh_income,person_income,pct_lt5k,pct_5k_lt10k,pct_10k_lt15k,pct_15k_lt20k,pct_ge20k,pct_wage_major,pct_welfare_major,pct_other_major,pct_median,pct_lt50_median,pct_lt30_median,pct_2adults,pct_1adult,pct_female_head,pct_female_head_child,pct_disabled_lt62,pct_disabled_ge62,pct_disabled_all,pct_lt24_head,pct_age25_50,pct_age51_61,pct_age62plus,pct_age85plus,pct_minority_raw,pct_black_nonhsp,pct_native_american_nonhsp,pct_asian_pacific_nonhsp,pct_white_nothsp_raw,pct_black_hsp,pct_wht_hsp,pct_oth_hsp,pct_hispanic,pct_multi,months_waiting,months_from_movein,pct_utility_allow,ave_util_allow,pct_bed1,pct_bed2,pct_bed3,pct_overhoused,tpoverty,tminority,tpct_ownsfd,fedhse,cbsa,place,latitude,longitude,state,pha_total_units,ha_size,County_norm,pct_minority,pct_white_nothsp,HUD_race_pct_error,imputed_from_prev
2023-12-31 00:00:00,County,SD South Dakota,SD Aurora County 46003,9,Housing Choice Vouchers,3,,Aurora County,46003,1,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,SD,,,aurora sd,-4,-4,0,0
2023-12-31 00:00:00,County,SD South Dakota,SD Aurora County 46003,9,Project Based Section 8,5,,Aurora County,46003,1,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,SD,,,aurora sd,-4,-4,0,0
2023-12-31 00:00:00,County,SD South Dakota,SD Aurora County 46003,9,Summary of All HUD Programs,1,,Aurora County,46003,3,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,SD,,,aurora sd,-4,-4,0,0
2023-12-31 00:00:00,County,SD South Dakota,SD Beadle County 46005,9,Project Based Section 8,5,,Beadle County,46005,193,85,176,100,5,27,1.8,316,274,538,11748,6543,22,9,39,14,15,19,7,70,18,99,84,5,27,57,27,39,44,23,11,48,16,24,2,39,4,9,5,59,1,10,10,21,3,-1,45,13,160,65,18,17,3,12,34,64,,,,,,SD,,,beadle sd,41,59,0,0
2023-12-31 00:00:00,County,SD South Dakota,SD Beadle County 46005,9,Housing Choice Vouchers,3,,Beadle County,46005,262,64,170,100,4,22,1.6,279,354,416,15309,9328,1,6,55,15,22,13,1,83,24,97,75,4,18,65,19,72,72,50,2,42,25,31,2,31,6,5,6,69,1,12,-1,13,2,11,80,55,164,56,25,19,21,18,39,68,,,,,,SD,,,beadle sd,31,69,0,0
2023-12-31 00:00:00,County,SD South Dakota,SD Beadle County 46005,9,Summary of All HUD Programs,1,,Beadle County,46005,455,73,346,100,5,25,1.7,595,314,477,13498,7849,12,8,47,15,19,16,4,76,21,98,79,4,22,61,23,54,59,36,7,45,21,28,2,35,5,7,5,64,1,11,5,17,2,11,62,33,163,60,21,18,12,15,37,66,,,,,,SD,,,beadle sd,36,64,0,0
2023-12-31 00:00:00,County,SD South Dakota,SD Bennett County 46007,9,Project Based Section 8,5,,Bennett County,46007,1,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,SD,,,bennett sd,-4,-4,0,0
2023-12-31 00:00:00,County,SD South Dakota,SD Bennett County 46007,9,Housing Choice Vouchers,3,,Bennett County,46007,3,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,SD,,,bennett sd,-4,-4,0,0
2023-12-31 00:00:00,County,SD South Dakota,SD Bennett County 46007,9,Public Housing,2,,Bennett County,46007,34,91,31,100,5,13,2.4,75,376,546,23891,9875,3,10,17,20,50,58,-1,39,33,90,39,6,45,71,48,18,89,16,6,45,19,29,6,74,-1,65,-1,26,-1,3,6,10,0,24,86,52,109,39,32,29,10,26,72,84,,,,,,SD,,,bennett sd,74,26,0,0
2023-12-31 00:00:00,County,SD South Dakota,SD Bennett County 46007,9,Summary of All HUD Programs,1,,Bennett County,46007,38,91,35,100,5,14,2.4,83,367,560,22621,9539,9,9,15,21,47,54,-1,43,32,91,43,6,46,71,46,20,90,17,6,46,20,29,6,74,-1,66,-1,26,-1,3,6,9,0,24,83,49,117,37,37,26,11,26,72,84,,,,,,SD,,,bennett sd,74,26,0,0
2023-12-31 00:00:00,County,SD South Dakota,SD Bon Homme County 46009,9,Housing Choice Vouchers,3,,Bon Homme County,46009,5,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,SD,,,bon homme sd,-4,-4,0,0
2023-12-31 00:00:00,County,SD South Dakota,SD Bon Homme County 46009,9,Project Based Section 8,5,,Bon Homme County,46009,32,61,21,100,3,14,1.1,24,360,284,16490,14429,-1,5,25,30,40,5,-1,90,27,100,57,-1,-1,38,-1,50,33,38,5,19,5,71,19,5,-1,5,-1,90,-1,-1,-1,0,0,-1,64,29,76,100,-1,-1,-1,15,16,82,,,,,,SD,,,bon homme sd,6,94,0,1
2023-12-31 00:00:00,County,SD South Dakota,SD Bon Homme County 46009,9,Summary of All HUD Programs,1,,Bon Homme County,46009,37,64,25,100,3,16,1.2,31,351,300,16142,13018,-1,4,33,29,33,8,-1,88,27,100,64,-1,4,40,4,50,35,35,4,16,12,68,16,12,-1,12,-1,84,-1,-1,-1,0,0,4,64,36,89,92,8,-1,-1,15,15,83,,,,,,SD,,,bon homme sd,7,93,0,1
2023-12-31 00:00:00,County,SD South Dakota,SD Brookings County 46011,9,Mod Rehab,4,,Brookings County,46011,7,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,SD,,,brookings sd,-4,-4,0,0
2023-12-31 00:00:00,County,SD South Dakota,SD Brookings County 46011,9,Public Housing,2,,Brookings County,46011,20,95,19,100,7,-1,1.1,21,379,496,19449,17597,-1,21,11,16,53,26,-1,74,28,100,53,-1,-1,42,-1,50,27,33,11,16,16,58,11,11,-1,-1,-1,89,-1,11,-1,11,0,-1,114,-1,-1,100,-1,-1,-1,6,7,83,,,,,,SD,,,brookings sd,11,89,0,0
2023-12-31 00:00:00,County,SD South Dakota,SD Brookings County 46011,9,202/PRAC,8,,Brookings County,46011,24,97,25,100,7,16,1.0,26,438,183,19835,19072,-1,4,28,24,44,-1,-1,100,29,100,56,-1,-1,72,-1,-1,20,19,-1,-1,-1,100,16,12,4,4,4,88,-1,-1,-1,0,4,-1,48,100,40,100,-1,-1,-1,10,15,45,,,,,,SD,,,brookings sd,12,88,0,0
2023-12-31 00:00:00,County,SD South Dakota,SD Brookings County 46011,9,Project Based Section 8,5,,Brookings County,46011,132,74,106,100,6,29,1.2,124,329,414,14343,12261,8,4,48,23,18,17,-1,77,20,100,86,-1,7,65,7,59,39,45,10,36,19,35,4,13,6,3,3,82,-1,2,-1,2,5,-1,61,88,61,89,10,1,3,18,14,51,,,,,,SD,,,brookings sd,14,86,0,1
2023-12-31 00:00:00,County,SD South Dakota,SD Brookings County 46011,9,Housing Choice Vouchers,3,,Brookings County,46011,384,53,200,98,4,20,1.7,339,349,477,15201,8968,14,6,34,21,27,20,-1,81,20,100,86,4,29,76,29,45,52,30,4,43,22,32,3,20,7,6,1,80,1,6,-1,7,0,2,51,58,117,61,23,17,7,16,15,47,,,,,,SD,,,brookings sd,20,80,0,0
2023-12-31 00:00:00,County,SD South Dakota,SD Brookings County 46011,9,Summary of All HUD Programs,1,,Brookings County,46011,567,62,356,100,6,22,1.4,516,348,441,15358,10596,11,6,37,21,26,18,-1,81,21,100,82,2,18,70,18,50,41,34,6,36,19,39,4,17,6,4,1,81,1,5,-1,5,2,2,58,66,87,74,16,10,5,16,14,50,,,,,,SD,,,brookings sd,19,81,0,0
2023-12-31 00:00:00,County,SD South Dakota,SD Brown County 46013,9,Public Housing,2,,Brown County,46013,100,96,96,100,7,16,1.6,157,406,403,22355,13669,2,4,31,23,40,21,-1,78,31,86,63,3,19,59,18,51,42,29,1,34,9,55,9,14,2,9,1,86,-1,1,-1,1,1,13,68,25,228,73,5,22,4,13,19,45,,,,,,SD,,,brown sd,14,86,0,0
2023-12-31 00:00:00,County,SD South Dakota,SD Brown County 46013,9,Project Based Section 8,5,,Brown County,46013,276,97,272,100,5,16,1.6,427,330,523,14758,9401,7,9,38,22,24,18,0,77,21,99,79,2,26,69,26,52,31,29,7,38,13,42,6,19,1,12,1,79,1,2,1,4,1,-1,64,43,63,57,28,14,13,20,20,44,,,,,,SD,,,brown sd,21,79,0,0
2023-12-31 00:00:00,County,SD South Dakota,SD Brown County 46013,9,Housing Choice Vouchers,3,,Brown County,46013,551,78,454,100,6,23,1.8,801,312,532,13312,7545,12,9,40,23,16,20,1,73,19,99,88,2,30,72,28,42,61,28,7,47,18,29,3,28,11,10,1,72,0,4,2,6,2,25,57,48,127,50,32,18,17,15,18,50,,,,,,SD,,,brown sd,28,72,0,0
2023-12-31 00:00:00,County,SD South Dakota,SD Brown County 46013,9,Summary of All HUD Programs,1,,Brown County,46013,927,85,822,100,6,20,1.7,1385,329,513,14847,8812,9,8,38,23,21,20,0,75,21,97,82,2,27,69,26,46,46,28,6,42,15,36,5,23,7,10,1,76,0,3,1,5,2,23,61,44,113,55,27,17,14,17,19,47,,,,,,SD,,,brown sd,24,76,0,0
2023-12-31 00:00:00,County,SD South Dakota,SD Brule County 46015,9,Summary of All HUD Programs,1,,Brule County,46015,68,80,61,100,7,28,2.0,120,220,657,8863,4505,36,9,26,6,23,30,2,46,13,100,85,11,31,72,36,16,50,12,25,51,18,7,-1,92,2,90,-1,5,-1,-1,-1,0,13,-1,33,46,149,54,36,10,7,15,26,60,,,,,,SD,,,brule sd,95,5,0,0
2023-12-31 00:00:00,County,SD South Dakota,SD Brule County 46015,9,Project Based Section 8,5,,Brule County,46015,68,80,61,100,7,28,2.0,120,220,657,8863,4505,36,9,26,6,23,30,2,46,13,100,85,11,31,72,36,16,50,12,25,51,18,7,-1,92,2,90,-1,5,-1,-1,-1,0,13,-1,33,46,149,54,36,10,7,15,26,60,,,,,,SD,,,brule sd,95,5,0,0
2023-12-31 00:00:00,County,SD South Dakota,SD Butte County 46019,9,Housing Choice Vouchers,3,,Butte County,46019,106,73,79,100,3,15,2.1,166,391,651,16355,7783,3,3,40,26,29,27,-1,62,25,96,67,8,32,76,35,36,90,28,1,41,22,37,1,13,3,4,-1,87,1,5,-1,6,0,5,65,87,233,15,44,41,43,12,12,63,,,,,,SD,,,butte sd,13,87,0,0
2023-12-31 00:00:00,County,SD South Dakota,SD Butte County 46019,9,Project Based Section 8,5,,Butte County,46019,120,83,104,100,5,22,1.6,164,312,528,13495,8558,19,10,31,17,23,28,-1,71,22,99,75,3,20,64,21,27,24,16,11,38,13,39,5,15,1,9,-1,85,-1,4,2,6,4,-1,53,40,122,72,21,7,4,13,12,62,,,,,,SD,,,butte sd,15,85,0,0
2023-12-31 00:00:00,County,SD South Dakota,SD Butte County 46019,9,Summary of All HUD Programs,1,,Butte County,46019,226,78,183,100,4,19,1.8,330,346,582,14729,8168,13,7,35,20,25,27,-1,67,23,98,72,5,25,69,27,31,51,22,7,39,16,38,3,14,2,7,-1,86,1,4,1,6,2,5,58,61,191,48,31,21,21,13,12,63,,,,,,SD,,,butte sd,14,86,0,0
2023-12-31 00:00:00,County,SD South Dakota,SD Campbell County 46021,9,Summary of All HUD Programs,1,,Campbell County,46021,9,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,SD,,,campbell sd,-4,-4,0,0
2023-12-31 00:00:00,County,SD South Dakota,SD Campbell County 46021,9,Housing Choice Vouchers,3,,Campbell County,46021,9,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,SD,,,campbell sd,-4,-4,0,0
2023-12-31 00:00:00,County,SD South Dakota,SD Charles Mix County 46023,9,Project Based Section 8,5,,Charles Mix County,46023,12,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,SD,,,charles mix sd,-4,-4,0,0
2023-12-31 00:00:00,County,SD South Dakota,SD Charles Mix County 46023,9,Public Housing,2,,Charles Mix County,46023,23,83,19,100,8,16,3.5,67,409,955,22336,6334,6,-1,6,25,63,63,5,16,30,89,32,11,53,84,63,7,-1,1,5,63,11,21,-1,89,-1,79,11,11,-1,-1,-1,0,0,7,89,-1,-1,26,26,47,5,21,42,61,,,,,,SD,,,charles mix sd,89,11,0,0
2023-12-31 00:00:00,County,SD South Dakota,SD Charles Mix County 46023,9,Summary of All HUD Programs,1,,Charles Mix County,46023,35,77,25,92,8,16,3.0,76,359,813,18965,6238,5,5,24,19,48,52,4,28,26,92,48,8,44,88,52,15,20,5,8,56,16,20,-1,92,-1,84,8,8,-1,-1,-1,0,0,7,83,-1,-1,44,20,36,4,17,37,54,,,,,,SD,,,charles mix sd,92,8,0,0
2023-12-31 00:00:00,County,SD South Dakota,SD Clark County 46025,9,Summary of All HUD Programs,1,,Clark County,46025,13,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,SD,,,clark sd,-4,-4,0,0
2023-12-31 00:00:00,County,SD South Dakota,SD Clark County 46025,9,Housing Choice Vouchers,3,,Clark County,46025,13,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,SD,,,clark sd,-4,-4,0,0
2023-12-31 00:00:00,County,SD South Dakota,SD Clay County 46027,9,Project Based Section 8,5,,Clay County,46027,107,90,103,100,7,18,1.5,151,345,568,15239,10395,5,8,43,21,23,8,-1,85,23,98,73,4,14,55,15,62,57,42,4,36,12,49,8,17,2,11,1,83,-1,2,1,3,2,-1,77,25,55,71,25,4,5,32,18,47,,,,,,SD,,,clay sd,17,83,0,0
2023-12-31 00:00:00,County,SD South Dakota,SD Clay County 46027,9,Housing Choice Vouchers,3,,Clay County,46027,299,-5,123,-5,-5,-5,-5.0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,,,,,,SD,,,clay sd,48,52,0,1
2023-12-31 00:00:00,County,SD South Dakota,SD Clay County 46027,9,Summary of All HUD Programs,1,,Clay County,46027,406,58,226,96,6,26,2.2,504,318,622,13783,6180,8,11,36,23,23,16,2,67,19,98,82,7,35,67,37,36,60,23,5,50,12,33,4,34,4,26,0,66,-1,1,2,3,1,4,62,59,139,43,31,26,10,28,18,48,,,,,,SD,,,clay sd,34,66,0,0
2023-12-31 00:00:00,County,SD South Dakota,SD Codington County 46029,9,811/PRAC,9,,Codington County,46029,18,60,16,100,5,44,1.1,17,365,338,15320,14419,-1,-1,63,13,25,6,-1,94,25,100,63,-1,-1,69,-1,100,100,94,-1,44,25,31,-1,13,-1,6,-1,81,-1,-1,6,6,6,-1,57,100,40,75,25,-1,19,4,6,81,,,,,,SD,,,codington sd,13,81,6,0
