County_Name,il50_p1,il50_p2,il50_p3,il50_p4,il50_p5,il50_p6,il50_p7,il50_p8,il30_p1,il30_p2,il30_p3,il30_p4,il30_p5,il30_p6,il30_p7,il30_p8,il80_p1,il80_p2,il80_p3,il80_p4,il80_p5,il80_p6,il80_p7,il80_p8
Alameda County,50000,57150,64300,71400,77150,82850,88550,94250,30000,34300,38600,42850,46300,49750,53150,56600,74200,84800,95400,106000,114500,123000,131450,139950
Alpine County,31800,36350,40900,45400,49050,52700,56300,59950,19100,21800,24550,27750,32470,37190,41910,46630,50900,58150,65400,72650,78500,84300,90100,95900
Amador County,30350,34650,39000,43300,46800,50250,53700,57200,18200,20800,23400,27750,32470,37190,41910,46630,48550,55450,62400,69300,74850,80400,85950,91500
Butte County,27300,31200,35100,38950,42100,45200,48300,51450,16350,18700,23030,27750,32470,37190,41910,46630,43650,49850,56100,62300,67300,72300,77300,82250
Calaveras County,31500,36000,40500,45000,48600,52200,55800,59400,18900,21600,24300,27750,32470,37190,41910,46630,50400,57600,64800,72000,77800,83550,89300,95050
Colusa County,27300,31200,35100,38950,42100,45200,48300,51450,16350,18700,23030,27750,32470,37190,41910,46630,43650,49850,56100,62300,67300,72300,77300,82250
Contra Costa County,50000,57150,64300,71400,77150,82850,88550,94250,30000,34300,38600,42850,46300,49750,53150,56600,74200,84800,95400,106000,114500,123000,131450,139950
Del Norte County,27300,31200,35100,38950,42100,45200,48300,51450,16350,18700,23030,27750,32470,37190,41910,46630,43650,49850,56100,62300,67300,72300,77300,82250
El Dorado County,35500,40550,45600,50650,54750,58800,62850,66900,21300,24350,27400,30400,32850,37190,41910,46630,56750,64850,72950,81050,87550,94050,100550,107000
Fresno County,27300,31200,35100,38950,42100,45200,48300,51450,16350,18700,23030,27750,32470,37190,41910,46630,43650,49850,56100,62300,67300,72300,77300,82250
Glenn County,27300,31200,35100,38950,42100,45200,48300,51450,16350,18700,23030,27750,32470,37190,41910,46630,43650,49850,56100,62300,67300,72300,77300,82250
Humboldt County,27300,31200,35100,38950,42100,45200,48300,51450,16350,18700,23030,27750,32470,37190,41910,46630,43650,49850,56100,62300,67300,72300,77300,82250
Imperial County,27300,31200,35100,38950,42100,45200,48300,51450,16350,18700,23030,27750,32470,37190,41910,46630,43650,49850,56100,62300,67300,72300,77300,82250
Inyo County,28950,33100,37250,41350,44700,48000,51300,54600,17400,19850,23030,27750,32470,37190,41910,46630,46350,52950,59550,66150,71450,76750,82050,87350
Kern County,27300,31200,35100,38950,42100,45200,48300,51450,16350,18700,23030,27750,32470,37190,41910,46630,43650,49850,56100,62300,67300,72300,77300,82250
Kings County,27300,31200,35100,38950,42100,45200,48300,51450,16350,18700,23030,27750,32470,37190,41910,46630,43650,49850,56100,62300,67300,72300,77300,82250
Lake County,27300,31200,35100,38950,42100,45200,48300,51450,16350,18700,23030,27750,32470,37190,41910,46630,43650,49850,56100,62300,67300,72300,77300,82250
Lassen County,28150,32150,36150,40150,43400,46600,49800,53000,16900,19300,23030,27750,32470,37190,41910,46630,45000,51400,57850,64250,69400,74550,79700,84850
Los Angeles County,41700,47650,53600,59550,64350,69100,73850,78650,25050,28600,32200,35750,38650,41500,44350,47200,66750,76250,85800,95300,102950,110550,118200,125800
Madera County,27300,31200,35100,38950,42100,45200,48300,51450,16350,18700,23030,27750,32470,37190,41910,46630,43650,49850,56100,62300,67300,72300,77300,82250
Marin County,65250,74600,83900,93200,100700,108150,115600,123050,39150,44750,50350,55900,60400,64850,69350,73800,104400,119300,134200,149100,161050,173000,184900,196850
Mariposa County,27300,31200,35100,38950,42100,45200,48300,51450,16350,18700,23030,27750,32470,37190,41910,46630,43650,49850,56100,62300,67300,72300,77300,82250
Mendocino County,28150,32150,36150,40150,43400,46600,49800,53000,16900,19300,23030,27750,32470,37190,41910,46630,45000,51400,57850,64250,69400,74550,79700,84850
Merced County,27300,31200,35100,38950,42100,45200,48300,51450,16350,18700,23030,27750,32470,37190,41910,46630,43650,49850,56100,62300,67300,72300,77300,82250
Modoc County,27300,31200,35100,38950,42100,45200,48300,51450,16350,18700,23030,27750,32470,37190,41910,46630,43650,49850,56100,62300,67300,72300,77300,82250
Mono County,28150,32150,36150,40150,43400,46600,49800,53000,16900,19300,23030,27750,32470,37190,41910,46630,45000,51400,57850,64250,69400,74550,79700,84850
Monterey County,39800,45500,51200,56850,61400,65950,70500,75050,23900,27300,30700,34100,36850,39600,42300,46630,63700,72800,81900,91000,98300,105600,112850,120150
Napa County,44150,50450,56750,63050,68100,73150,78200,83250,26500,30300,34100,37850,40900,43950,46950,50000,70550,80600,90700,100750,108850,116900,124950,133000
Nevada County,34450,39400,44300,49200,53150,57100,61050,64950,20650,23600,26550,29500,32470,37190,41910,46630,55100,63000,70850,78700,85000,91300,97600,103900
Orange County,47450,54200,61000,67750,73200,78600,84050,89450,28500,32550,36600,40650,43950,47200,50450,53700,75900,86750,97600,108400,117100,125750,134450,143100
Placer County,35500,40550,45600,50650,54750,58800,62850,66900,21300,24350,27400,30400,32850,37190,41910,46630,56750,64850,72950,81050,87550,94050,100550,107000
Plumas County,28600,32700,36800,40850,44150,47400,50700,53950,17150,19600,23030,27750,32470,37190,41910,46630,45750,52300,58850,65350,70600,75850,81050,86300
Riverside County,30800,35200,39600,44000,47550,51050,54600,58100,18500,21150,23800,27750,32470,37190,41910,46630,49300,56350,63400,70400,76050,81700,87300,92950
Sacramento County,35500,40550,45600,50650,54750,58800,62850,66900,21300,24350,27400,30400,32850,37190,41910,46630,56750,64850,72950,81050,87550,94050,100550,107000
San Benito County,36800,42050,47300,52550,56800,61000,65200,69400,22100,25250,28400,31550,34100,37190,41910,46630,58900,67300,75700,84100,90850,97600,104300,111050
San Bernardino County,30800,35200,39600,44000,47550,51050,54600,58100,18500,21150,23800,27750,32470,37190,41910,46630,49300,56350,63400,70400,76050,81700,87300,92950
San Diego County,45550,52050,58550,65050,70300,75500,80700,85900,27350,31250,35150,39050,42200,45300,48450,51550,72900,83300,93700,104100,112450,120800,129100,137450
San Francisco County,65250,74600,83900,93200,100700,108150,115600,123050,39150,44750,50350,55900,60400,64850,69350,73800,104400,119300,134200,149100,161050,173000,184900,196850
San Joaquin County,29000,33150,37300,41400,44750,48050,51350,54650,17400,19900,23030,27750,32470,37190,41910,46630,46350,53000,59600,66200,71500,76800,82100,87400
