County_Name,il50_p1,il50_p2,il50_p3,il50_p4,il50_p5,il50_p6,il50_p7,il50_p8,il30_p1,il30_p2,il30_p3,il30_p4,il30_p5,il30_p6,il30_p7,il30_p8,il80_p1,il80_p2,il80_p3,il80_p4,il80_p5,il80_p6,il80_p7,il80_p8
Allen County,25500,29150,32800,36400,39350,42250,45150,48050,15300,18310,23030,27750,32470,37190,41910,46630,40800,46600,52450,58250,62950,67600,72250,76900
Anderson County,25550,29200,32850,36450,39400,42300,45200,48150,15300,18310,23030,27750,32470,37190,41910,46630,40850,46650,52500,58300,63000,67650,72300,77000
Atchison County,25500,29150,32800,36400,39350,42250,45150,48050,15300,18310,23030,27750,32470,37190,41910,46630,40800,46600,52450,58250,62950,67600,72250,76900
Barber County,25700,29400,33050,36700,39650,42600,45550,48450,15400,18310,23030,27750,32470,37190,41910,46630,41100,47000,52850,58700,63400,68100,72800,77500
Barton County,26300,30050,33800,37550,40600,43600,46600,49600,15800,18310,23030,27750,32470,37190,41910,46630,42100,48100,54100,60100,64950,69750,74550,79350
Bourbon County,25500,29150,32800,36400,39350,42250,45150,48050,15300,18310,23030,27750,32470,37190,41910,46630,40800,46600,52450,58250,62950,67600,72250,76900
Brown County,25500,29150,32800,36400,39350,42250,45150,48050,15300,18310,23030,27750,32470,37190,41910,46630,40800,46600,52450,58250,62950,67600,72250,76900
Butler County,29700,33950,38200,42400,45800,49200,52600,56000,17850,20400,23030,27750,32470,37190,41910,46630,47500,54300,61100,67850,73300,78750,84150,89600
Chase County,25500,29150,32800,36400,39350,42250,45150,48050,15300,18310,23030,27750,32470,37190,41910,46630,40800,46600,52450,58250,62950,67600,72250,76900
Chautauqua County,25500,29150,32800,36400,39350,42250,45150,48050,15300,18310,23030,27750,32470,37190,41910,46630,40800,46600,52450,58250,62950,67600,72250,76900
Cherokee County,25500,29150,32800,36400,39350,42250,45150,48050,15300,18310,23030,27750,32470,37190,41910,46630,40800,46600,52450,58250,62950,67600,72250,76900
Cheyenne County,25600,29250,32900,36550,39500,42400,45350,48250,15400,18310,23030,27750,32470,37190,41910,46630,40950,46800,52650,58500,63200,67900,72550,77250
Clark County,25700,29400,33050,36700,39650,42600,45550,48450,15400,18310,23030,27750,32470,37190,41910,46630,41100,47000,52850,58700,63400,68100,72800,77500
Clay County,26500,30250,34050,37800,40850,43850,46900,49900,15900,18310,23030,27750,32470,37190,41910,46630,42350,48400,54450,60500,65350,70200,75050,79900
Cloud County,25500,29150,32800,36400,39350,42250,45150,48050,15300,18310,23030,27750,32470,37190,41910,46630,40800,46600,52450,58250,62950,67600,72250,76900
Coffey County,29700,33950,38200,42400,45800,49200,52600,56000,17850,20400,23030,27750,32470,37190,41910,46630,47500,54300,61100,67850,73300,78750,84150,89600
Comanche County,27150,31000,34900,38750,41850,44950,48050,51150,16300,18600,23030,27750,32470,37190,41910,46630,43400,49600,55800,61950,66950,71900,76850,81800
Cowley County,25500,29150,32800,36400,39350,42250,45150,48050,15300,18310,23030,27750,32470,37190,41910,46630,40800,46600,52450,58250,62950,67600,72250,76900
Crawford County,25500,29150,32800,36400,39350,42250,45150,48050,15300,18310,23030,27750,32470,37190,41910,46630,40800,46600,52450,58250,62950,67600,72250,76900
Decatur County,25600,29250,32900,36550,39500,42400,45350,48250,15400,18310,23030,27750,32470,37190,41910,46630,40950,46800,52650,58500,63200,67900,72550,77250
Dickinson County,25500,29150,32800,36400,39350,42250,45150,48050,15300,18310,23030,27750,32470,37190,41910,46630,40800,46600,52450,58250,62950,67600,72250,76900
Doniphan County,25550,29200,32850,36500,39450,42350,45300,48200,15350,18310,23030,27750,32470,37190,41910,46630,40900,46750,52600,58400,63100,67750,72450,77100
Douglas County,33100,37800,42550,47250,51050,54850,58600,62400,19850,22700,25550,28350,32470,37190,41910,46630,52950,60500,68050,75600,81650,87700,93750,99800
Edwards County,25500,29150,32800,36400,39350,42250,45150,48050,15300,18310,23030,27750,32470,37190,41910,46630,40800,46600,52450,58250,62950,67600,72250,76900
Elk County,25500,29150,32800,36400,39350,42250,45150,48050,15300,18310,23030,27750,32470,37190,41910,46630,40800,46600,52450,58250,62950,67600,72250,76900
Ellis County,30450,34800,39150,43500,47000,50500,53950,57450,18300,20900,23500,27750,32470,37190,41910,46630,48750,55700,62650,69600,75200,80750,86350,91900
Ellsworth County,27800,31750,35700,39650,42850,46000,49200,52350,16700,19050,23030,27750,32470,37190,41910,46630,44400,50750,57100,63400,68500,73550,78650,83700
Finney County,26100,29800,33550,37250,40250,43250,46200,49200,15650,18310,23030,27750,32470,37190,41910,46630,41750,47700,53650,59600,64400,69150,73950,78700
Ford County,25500,29150,32800,36400,39350,42250,45150,48050,15300,18310,23030,27750,32470,37190,41910,46630,40800,46600,52450,58250,62950,67600,72250,76900
Franklin County,26600,30400,34200,37950,41000,44050,47100,50100,15950,18310,23030,27750,32470,37190,41910,46630,42500,48600,54650,60700,65600,70450,75300,80150
Geary County,25500,29150,32800,36400,39350,42250,45150,48050,15300,18310,23030,27750,32470,37190,41910,46630,40800,46600,52450,58250,62950,67600,72250,76900
Gove County,25500,29150,32800,36400,39350,42250,45150,48050,15300,18310,23030,27750,32470,37190,41910,46630,40800,46600,52450,58250,62950,67600,72250,76900
Graham County,25500,29150,32800,36400,39350,42250,45150,48050,15300,18310,23030,27750,32470,37190,41910,46630,40800,46600,52450,58250,62950,67600,72250,76900
Grant County,28600,32650,36750,40800,44100,47350,50600,53900,17150,19600,23030,27750,32470,37190,41910,46630,45750,52250,58800,65300,70550,75750,81000,86200
Gray County,28300,32350,36400,40400,43650,46900,50100,53350,17000,19400,23030,27750,32470,37190,41910,46630,45300,51750,58200,64650,69850,75000,80200,85350
Greeley County,25500,29150,32800,36400,39350,42250,45150,48050,15300,18310,23030,27750,32470,37190,41910,46630,40800,46600,52450,58250,62950,67600,72250,76900
Greenwood County,25500,29150,32800,36400,39350,42250,45150,48050,15300,18310,23030,27750,32470,37190,41910,46630,40800,46600,52450,58250,62950,67600,72250,76900
Hamilton County,25500,29150,32800,36400,39350,42250,45150,48050,15300,18310,23030,27750,32470,37190,41910,46630,40800,46600,52450,58250,62950,67600,72250,76900
Harper County,25500,29150,32800,36400,39350,42250,45150,48050,15300,18310,23030,27750,32470,37190,41910,46630,40800,46600,52450,58250,62950,67600,72250,76900
Harvey County,29700,33950,38200,42400,45800,49200,52600,56000,17850,20400,23030,27750,32470,37190,41910,46630,47500,54300,61100,67850,73300,78750,84150,89600
Haskell County,25500,29150,32800,36400,39350,42250,45150,48050,15300,18310,23030,27750,32470,37190,41910,46630,40800,46600,52450,58250,62950,67600,72250,76900
Hodgeman County,29050,33200,37350,41500,44850,48150,51500,54800,17450,19950,23030,27750,32470,37190,41910,46630,46500,53150,59800,66400,71750,77050,82350,87650
Jackson County,28950,33100,37250,41350,44700,48000,51300,54600,17400,19850,23030,27750,32470,37190,41910,46630,46350,52950,59550,66150,71450,76750,82050,87350
Jefferson County,28950,33100,37250,41350,44700,48000,51300,54600,17400,19850,23030,27750,32470,37190,41910,46630,46350,52950,59550,66150,71450,76750,82050,87350
Jewell County,25500,29150,32800,36400,39350,42250,45150,48050,15300,18310,23030,27750,32470,37190,41910,46630,40800,46600,52450,58250,62950,67600,72250,76900
Johnson County,33900,38750,43600,48400,52300,56150,60050,63900,20350,23250,26150,29050,32470,37190,41910,46630,54250,62000,69750,77450,83650,89850,96050,102250
Kearny County,25500,29150,32800,36400,39350,42250,45150,48050,15300,18310,23030,27750,32470,37190,41910,46630,40800,46600,52450,58250,62950,67600,72250,76900
Kingman County,29050,33200,37350,41450,44800,48100,51400,54750,17400,19900,23030,27750,32470,37190,41910,46630,46450,53050,59700,66300,71650,76950,82250,87550
Kiowa County,25700,29400,33050,36700,39650,42600,45550,48450,15400,18310,23030,27750,32470,37190,41910,46630,41100,47000,52850,58700,63400,68100,72800,77500
Labette County,25500,29150,32800,36400,39350,42250,45150,48050,15300,18310,23030,27750,32470,37190,41910,46630,40800,46600,52450,58250,62950,67600,72250,76900
Lane County,27300,31200,35100,39000,42150,45250,48400,51500,16400,18750,23030,27750,32470,37190,41910,46630,43700,49950,56200,62400,67400,72400,77400,82400
Leavenworth County,33900,38750,43600,48400,52300,56150,60050,63900,20350,23250,26150,29050,32470,37190,41910,46630,54250,62000,69750,77450,83650,89850,96050,102250
Lincoln County,25700,29400,33050,36700,39650,42600,45550,48450,15400,18310,23030,27750,32470,37190,41910,46630,41100,47000,52850,58700,63400,68100,72800,77500
Linn County,33900,38750,43600,48400,52300,56150,60050,63900,20350,23250,26150,29050,32470,37190,41910,46630,54250,62000,69750,77450,83650,89850,96050,102250
Logan County,25700,29400,33050,36700,39650,42600,45550,48450,15400,18310,23030,27750,32470,37190,41910,46630,41100,47000,52850,58700,63400,68100,72800,77500
Lyon County,25500,29150,32800,36400,39350,42250,45150,48050,15300,18310,23030,27750,32470,37190,41910,46630,40800,46600,52450,58250,62950,67600,72250,76900
McPherson County,27900,31900,35900,39850,43050,46250,49450,52650,16750,19150,23030,27750,32470,37190,41910,46630,44650,51000,57400,63750,68850,73950,79050,84150
Marion County,26150,29850,33600,37300,40300,43300,46300,49250,15700,18310,23030,27750,32470,37190,41910,46630,41800,47800,53750,59700,64500,69300,74050,78850
Marshall County,25950,29650,33350,37050,40050,43000,45950,48950,15600,18310,23030,27750,32470,37190,41910,46630,41550,47450,53400,59300,64050,68800,73550,78300
Meade County,27200,31050,34950,38800,41950,45050,48150,51250,16350,18650,23030,27750,32470,37190,41910,46630,43500,49700,55900,62100,67100,72050,77050,82000
Miami County,33900,38750,43600,48400,52300,56150,60050,63900,20350,23250,26150,29050,32470,37190,41910,46630,54250,62000,69750,77450,83650,89850,96050,102250
Mitchell County,25500,29150,32800,36400,39350,42250,45150,48050,15300,18310,23030,27750,32470,37190,41910,46630,40800,46600,52450,58250,62950,67600,72250,76900
Montgomery County,25500,29150,32800,36400,39350,42250,45150,48050,15300,18310,23030,27750,32470,37190,41910,46630,40800,46600,52450,58250,62950,67600,72250,76900
Morris County,27550,31500,35450,39350,42500,45650,48800,51950,16550,18900,23030,27750,32470,37190,41910,46630,44100,50400,56700,62950,68000,73050,78100,83100
Morton County,25500,29150,32800,36400,39350,42250,45150,48050,15300,18310,23030,27750,32470,37190,41910,46630,40800,46600,52450,58250,62950,67600,72250,76900
Nemaha County,30600,35000,39350,43700,47200,50700,54200,57700,18350,21000,23600,27750,32470,37190,41910,46630,48950,55950,62950,69900,75500,81100,86700,92300
Neosho County,25500,29150,32800,36400,39350,42250,45150,48050,15300,18310,23030,27750,32470,37190,41910,46630,40800,46600,52450,58250,62950,67600,72250,76900
Ness County,25500,29150,32800,36400,39350,42250,45150,48050,15300,18310,23030,27750,32470,37190,41910,46630,40800,46600,52450,58250,62950,67600,72250,76900
Norton County,25500,29150,32800,36400,39350,42250,45150,48050,15300,18310,23030,27750,32470,37190,41910,46630,40800,46600,52450,58250,62950,67600,72250,76900
Osage County,28950,33100,37250,41350,44700,48000,51300,54600,17400,19850,23030,27750,32470,37190,41910,46630,46350,52950,59550,66150,71450,76750,82050,87350
Osborne County,26550,30350,34150,37900,40950,44000,47000,50050,15950,18310,23030,27750,32470,37190,41910,46630,42500,48550,54600,60650,65550,70400,75250,80100
Ottawa County,27700,31650,35600,39550,42750,45900,49050,52250,16650,19000,23030,27750,32470,37190,41910,46630,44350,50650,57000,63300,68400,73450,78500,83600
Pawnee County,25500,29150,32800,36400,39350,42250,45150,48050,15300,18310,23030,27750,32470,37190,41910,46630,40800,46600,52450,58250,62950,67600,72250,76900
Phillips County,25500,29150,32800,36400,39350,42250,45150,48050,15300,18310,23030,27750,32470,37190,41910,46630,40800,46600,52450,58250,62950,67600,72250,76900
Pottawatomie County,29800,34050,38300,42550,46000,49400,52800,56200,17900,20450,23030,27750,32470,37190,41910,46630,47700,54500,61300,68100,73550,79000,84450,89900
Pratt County,25700,29400,33050,36700,39650,42600,45550,48450,15400,18310,23030,27750,32470,37190,41910,46630,41100,47000,52850,58700,63400,68100,72800,77500
Rawlins County,26950,30800,34650,38500,41600,44700,47750,50850,16200,18500,23030,27750,32470,37190,41910,46630,43150,49300,55450,61600,66550,71500,76400,81350
Reno County,25500,29150,32800,36400,39350,42250,45150,48050,15300,18310,23030,27750,32470,37190,41910,46630,40800,46600,52450,58250,62950,67600,72250,76900
Republic County,25700,29400,33050,36700,39650,42600,45550,48450,15400,18310,23030,27750,32470,37190,41910,46630,41100,47000,52850,58700,63400,68100,72800,77500
Rice County,25600,29250,32900,36550,39500,42400,45350,48250,15400,18310,23030,27750,32470,37190,41910,46630,40950,46800,52650,58500,63200,67900,72550,77250
Riley County,29800,34050,38300,42550,46000,49400,52800,56200,17900,20450,23030,27750,32470,37190,41910,46630,47700,54500,61300,68100,73550,79000,84450,89900
Rooks County,25500,29150,32800,36400,39350,42250,45150,48050,15300,18310,23030,27750,32470,37190,41910,46630,40800,46600,52450,58250,62950,67600,72250,76900
Rush County,26050,29750,33450,37150,40150,43100,46100,49050,15650,18310,23030,27750,32470,37190,41910,46630,41650,47600,53550,59450,64250,69000,73750,78500
Russell County,25700,29400,33050,36700,39650,42600,45550,48450,15400,18310,23030,27750,32470,37190,41910,46630,41100,47000,52850,58700,63400,68100,72800,77500
Saline County,27500,31400,35350,39250,42400,45550,48700,51850,16500,18850,23030,27750,32470,37190,41910,46630,44000,50250,56550,62800,67850,72850,77900,82900
Scott County,29150,33300,37450,41600,44950,48300,51600,54950,17500,20000,23030,27750,32470,37190,41910,46630,46600,53250,59900,66550,71900,77200,82550,87850
Sedgwick County,29700,33950,38200,42400,45800,49200,52600,56000,17850,20400,23030,27750,32470,37190,41910,46630,47500,54300,61100,67850,73300,78750,84150,89600
Seward County,25500,29150,32800,36400,39350,42250,45150,48050,15300,18310,23030,27750,32470,37190,41910,46630,40800,46600,52450,58250,62950,67600,72250,76900
Shawnee County,28950,33100,37250,41350,44700,48000,51300,54600,17400,19850,23030,27750,32470,37190,41910,46630,46350,52950,59550,66150,71450,76750,82050,87350
Sheridan County,28500,32600,36650,40700,44000,47250,50500,53750,17100,19550,23030,27750,32470,37190,41910,46630,45600,52100,58600,65100,70350,75550,80750,85950
Sherman County,25500,29150,32800,36400,39350,42250,45150,48050,15300,18310,23030,27750,32470,37190,41910,46630,40800,46600,52450,58250,62950,67600,72250,76900
Smith County,25500,29150,32800,36400,39350,42250,45150,48050,15300,18310,23030,27750,32470,37190,41910,46630,40800,46600,52450,58250,62950,67600,72250,76900
Stafford County,25700,29400,33050,36700,39650,42600,45550,48450,15400,18310,23030,27750,32470,37190,41910,46630,41100,47000,52850,58700,63400,68100,72800,77500
Stanton County,25500,29150,32800,36400,39350,42250,45150,48050,15300,18310,23030,27750,32470,37190,41910,46630,40800,46600,52450,58250,62950,67600,72250,76900
Stevens County,25700,29400,33050,36700,39650,42600,45550,48450,15400,18310,23030,27750,32470,37190,41910,46630,41100,47000,52850,58700,63400,68100,72800,77500
Sumner County,27000,30850,34700,38550,41650,44750,47850,50900,16250,18550,23030,27750,32470,37190,41910,46630,43200,49400,55550,61700,66650,71600,76550,81450
Thomas County,27950,31950,35950,39900,43100,46300,49500,52700,16800,19200,23030,27750,32470,37190,41910,46630,44700,51100,57500,63850,69000,74100,79200,84300
Trego County,28850,33000,37100,41200,44500,47800,51100,54400,17300,19800,23030,27750,32470,37190,41910,46630,46150,52750,59350,65900,71200,76450,81750,87000
Wabaunsee County,28950,33100,37250,41350,44700,48000,51300,54600,17400,19850,23030,27750,32470,37190,41910,46630,46350,52950,59550,66150,71450,76750,82050,87350
Wallace County,30800,35200,39600,44000,47550,51050,54600,58100,18500,21150,23800,27750,32470,37190,41910,46630,49300,56350,63400,70400,76050,81700,87300,92950
Washington County,25500,29150,32800,36400,39350,42250,45150,48050,15300,18310,23030,27750,32470,37190,41910,46630,40800,46600,52450,58250,62950,67600,72250,76900
Wichita County,25700,29400,33050,36700,39650,42600,45550,48450,15400,18310,23030,27750,32470,37190,41910,46630,41100,47000,52850,58700,63400,68100,72800,77500
Wilson County,25500,29150,32800,36400,39350,42250,45150,48050,15300,18310,23030,27750,32470,37190,41910,46630,40800,46600,52450,58250,62950,67600,72250,76900
Woodson County,25500,29150,32800,36400,39350,42250,45150,48050,15300,18310,23030,27750,32470,37190,41910,46630,40800,46600,52450,58250,62950,67600,72250,76900
Wyandotte County,33900,38750,43600,48400,52300,56150,60050,63900,20350,23250,26150,29050,32470,37190,41910,46630,54250,62000,69750,77450,83650,89850,96050,102250
