State,County_Name,Ttl_Incarc,Ttl_Minority_Incarc,Ttl_White_Incarc
Massachusetts,Barnstable County,0,0,0
Massachusetts,Berkshire County,0,0,0
Massachusetts,Bristol County,0,0,0
Massachusetts,Dukes County,0,0,0
Massachusetts,Essex County,0,0,0
Massachusetts,Franklin County,0,0,0
Massachusetts,Hampden County,0,0,0
Massachusetts,Hampshire County,0,0,0
Massachusetts,Middlesex County,3823,2204,1619
Massachusetts,Nantucket County,0,0,0
Massachusetts,Norfolk County,3092,1864,1228
Massachusetts,Plymouth County,2363,1148,1215
Massachusetts,Suffolk County,244,170,74
Massachusetts,Worcester County,3559,1445,2114
