State,County_Name,Ttl_Incarc,Ttl_Minority_Incarc,Ttl_White_Incarc
Ohio,Adams County,0,0,0
Ohio,Allen County,2970,1373,1597
Ohio,Ashland County,0,0,0
Ohio,Ashtabula County,1524,906,618
Ohio,Athens County,0,0,0
Ohio,Auglaize County,0,0,0
Ohio,Belmont County,2712,1613,1099
Ohio,Brown County,0,0,0
Ohio,Butler County,0,0,0
Ohio,Carroll County,0,0,0
Ohio,Champaign County,0,0,0
Ohio,Clark County,0,0,0
Ohio,Clermont County,0,0,0
Ohio,Clinton County,0,0,0
Ohio,Columbiana County,2714,1833,881
Ohio,Coshocton County,0,0,0
Ohio,Crawford County,0,0,0
Ohio,Cuyahoga County,348,212,136
Ohio,Darke County,0,0,0
Ohio,Defiance County,0,0,0
Ohio,Delaware County,0,0,0
Ohio,Erie County,0,0,0
Ohio,Fairfield County,1547,666,881
Ohio,Fayette County,0,0,0
Ohio,Franklin County,597,200,397
Ohio,Fulton County,0,0,0
Ohio,Gallia County,0,0,0
Ohio,Geauga County,0,0,0
Ohio,Greene County,0,0,0
Ohio,Guernsey County,0,0,0
Ohio,Hamilton County,0,0,0
Ohio,Hancock County,0,0,0
Ohio,Hardin County,0,0,0
Ohio,Harrison County,0,0,0
Ohio,Henry County,0,0,0
Ohio,Highland County,0,0,0
Ohio,Hocking County,485,89,396
Ohio,Holmes County,0,0,0
Ohio,Huron County,0,0,0
Ohio,Jackson County,0,0,0
Ohio,Jefferson County,0,0,0
Ohio,Knox County,0,0,0
Ohio,Lake County,0,0,0
Ohio,Lawrence County,0,0,0
Ohio,Licking County,0,0,0
Ohio,Logan County,0,0,0
Ohio,Lorain County,4095,2314,1781
Ohio,Lucas County,1181,695,486
Ohio,Madison County,4896,2262,2634
Ohio,Mahoning County,3197,2762,435
Ohio,Marion County,4624,2195,2429
Ohio,Medina County,0,0,0
Ohio,Meigs County,0,0,0
Ohio,Mercer County,0,0,0
Ohio,Miami County,0,0,0
Ohio,Monroe County,0,0,0
Ohio,Montgomery County,817,500,317
Ohio,Morgan County,0,0,0
Ohio,Morrow County,0,0,0
Ohio,Muskingum County,0,0,0
Ohio,Noble County,2535,377,2158
Ohio,Ottawa County,0,0,0
Ohio,Paulding County,0,0,0
Ohio,Perry County,0,0,0
Ohio,Pickaway County,3626,1468,2158
Ohio,Pike County,51,0,51
Ohio,Portage County,0,0,0
Ohio,Preble County,67,3,64
Ohio,Putnam County,0,0,0
Ohio,Richland County,5093,3181,1912
Ohio,Ross County,5473,2502,2971
Ohio,Sandusky County,0,0,0
Ohio,Scioto County,1415,806,609
Ohio,Seneca County,0,0,0
Ohio,Shelby County,0,0,0
Ohio,Stark County,0,0,0
Ohio,Summit County,0,0,0
Ohio,Trumbull County,1374,898,476
Ohio,Tuscarawas County,0,0,0
Ohio,Union County,2599,819,1780
Ohio,Van Wert County,51,5,46
Ohio,Vinton County,0,0,0
Ohio,Warren County,4218,2416,1802
Ohio,Washington County,0,0,0
Ohio,Wayne County,0,0,0
Ohio,Williams County,0,0,0
Ohio,Wood County,0,0,0
Ohio,Wyandot County,0,0,0
