fmr_0,fmr_1,fmr_2,fmr_3,fmr_4,state_code,County_Name,pop2017,state,metro
619,698,891,1126,1208,37,Alamance County,157845,NC,1
589,592,724,943,1085,37,Alexander County,37160,NC,1
557,561,738,912,1250,37,Alleghany County,10935,NC,0
535,612,805,995,1211,37,Anson County,25530,NC,1
569,573,724,901,1208,37,Ashe County,26835,NC,0
645,649,854,1056,1158,37,Avery County,17535,NC,0
571,575,724,997,1100,37,Beaufort County,47315,NC,0
547,550,724,925,1120,37,Bertie County,19915,NC,0
547,550,724,997,1136,37,Bladen County,34130,NC,0
786,813,926,1315,1585,37,Brunswick County,122585,NC,1
1188,1209,1378,1879,2359,37,Buncombe County,252270,NC,1
589,592,724,943,1085,37,Burke County,88900,NC,1
996,1014,1155,1497,1942,37,Cabarrus County,196715,NC,1
589,592,724,943,1085,37,Caldwell County,81805,NC,1
782,797,982,1328,1600,37,Camden County,10335,NC,1
692,696,916,1264,1568,37,Carteret County,68700,NC,0
589,635,724,996,1036,37,Caswell County,22835,NC,0
589,592,724,943,1085,37,Catawba County,156180,NC,1
1024,1030,1199,1546,1812,37,Chatham County,68365,NC,1
579,583,767,1000,1151,37,Cherokee County,27465,NC,0
681,685,857,1059,1467,37,Chowan County,14370,NC,0
668,721,821,1015,1296,37,Clay County,10755,NC,0
504,550,724,976,1160,37,Cleveland County,97040,NC,0
547,550,724,946,1143,37,Columbus County,56590,NC,0
764,771,984,1319,1684,37,Craven County,103375,NC,1
771,784,913,1262,1546,37,Cumberland County,332765,NC,1
993,1015,1193,1676,2042,37,Currituck County,25245,NC,1
866,895,1054,1415,1658,37,Dare County,35410,NC,0
553,556,724,973,1239,37,Davidson County,164120,NC,1
623,664,808,1075,1249,37,Davie County,41765,NC,1
556,560,737,911,1054,37,Duplin County,59350,NC,0
1024,1030,1199,1546,1812,37,Durham County,300865,NC,1
625,639,813,1106,1198,37,Edgecombe County,54030,NC,1
623,664,808,1075,1249,37,Forsyth County,368360,NC,1
1038,1073,1223,1517,1982,37,Franklin County,63865,NC,1
996,1014,1155,1497,1942,37,Gaston County,214050,NC,1
663,677,795,1023,1317,37,Gates County,11600,NC,1
547,550,724,895,1143,37,Graham County,8605,NC,0
666,670,863,1093,1349,37,Granville County,58505,NC,1
547,550,724,989,1239,37,Greene County,21060,NC,0
810,836,952,1243,1424,37,Guilford County,517195,NC,1
614,618,813,1005,1201,37,Halifax County,52300,NC,0
646,651,856,1216,1465,37,Harnett County,128755,NC,1
637,822,937,1165,1422,37,Haywood County,59855,NC,1
1188,1209,1378,1879,2359,37,Henderson County,112155,NC,1
619,623,820,1014,1191,37,Hertford County,24260,NC,0
642,646,771,1095,1320,37,Hoke County,52570,NC,1
587,591,739,956,1167,37,Hyde County,5505,NC,0
798,812,925,1232,1583,37,Iredell County,169800,NC,1
626,637,726,1030,1146,37,Jackson County,41725,NC,0
1038,1073,1223,1517,1982,37,Johnston County,186310,NC,1
547,550,724,988,992,37,Jones County,9775,NC,1
671,723,824,1030,1196,37,Lee County,59805,NC,0
505,578,760,1025,1201,37,Lenoir County,57935,NC,0
669,673,816,1054,1132,37,Lincoln County,80505,NC,1
593,597,724,895,1127,37,McDowell County,45070,NC,0
660,695,811,1003,1388,37,Macon County,34160,NC,0
1188,1209,1378,1879,2359,37,Madison County,21345,NC,1
558,561,724,996,1239,37,Martin County,23225,NC,0
996,1014,1155,1497,1942,37,Mecklenburg County,1034290,NC,1
547,550,724,895,1143,37,Mitchell County,15155,NC,0
558,561,724,895,1083,37,Montgomery County,27445,NC,0
695,744,848,1168,1451,37,Moore County,94190,NC,0
625,639,813,1106,1198,37,Nash County,94125,NC,1
814,988,1164,1545,1992,37,New Hanover County,219865,NC,1
572,575,757,936,1027,37,Northampton County,20425,NC,0
634,737,876,1244,1499,37,Onslow County,192685,NC,1
1024,1030,1199,1546,1812,37,Orange County,141810,NC,1
639,644,847,1047,1450,37,Pamlico County,12805,NC,1
581,665,875,1234,1384,37,Pasquotank County,39545,NC,0
645,772,902,1235,1431,37,Pender County,57630,NC,1
651,655,862,1175,1475,37,Perquimans County,13505,NC,0
589,593,780,1054,1058,37,Person County,39240,NC,1
730,734,910,1249,1558,37,Pitt County,176485,NC,1
710,713,823,1017,1195,37,Polk County,20435,NC,0
810,836,952,1243,1424,37,Randolph County,142825,NC,1
624,635,724,1020,1239,37,Richmond County,45445,NC,0
547,550,724,919,1021,37,Robeson County,134185,NC,0
581,585,755,991,1129,37,Rockingham County,91565,NC,1
707,712,874,1144,1185,37,Rowan County,138940,NC,1
563,567,724,895,1060,37,Rutherford County,66525,NC,0
