State,County_Name,Ttl_Incarc,Ttl_Minority_Incarc,Ttl_White_Incarc
Texas,Anderson County,15919,11721,4198
Texas,Andrews County,0,0,0
Texas,Angelina County,1424,1034,390
Texas,Aransas County,0,0,0
Texas,Archer County,0,0,0
Texas,Armstrong County,0,0,0
Texas,Atascosa County,0,0,0
Texas,Austin County,0,0,0
Texas,Bailey County,0,0,0
Texas,Bandera County,0,0,0
Texas,Bastrop County,1708,1274,434
Texas,Baylor County,0,0,0
Texas,Bee County,7156,4498,2658
Texas,Bell County,0,0,0
Texas,Bexar County,2112,1813,299
Texas,Blanco County,0,0,0
Texas,Borden County,0,0,0
Texas,Bosque County,0,0,0
Texas,Bowie County,5298,3950,1348
Texas,Brazoria County,9163,6691,2472
Texas,Brazos County,2020,1201,819
Texas,Brewster County,0,0,0
Texas,Briscoe County,0,0,0
Texas,Brooks County,0,0,0
Texas,Brown County,434,297,137
Texas,Burleson County,0,0,0
Texas,Burnet County,419,163,256
Texas,Caldwell County,1011,624,387
Texas,Calhoun County,0,0,0
Texas,Callahan County,0,0,0
Texas,Cameron County,0,0,0
Texas,Camp County,0,0,0
Texas,Carson County,0,0,0
Texas,Cass County,0,0,0
Texas,Castro County,0,0,0
Texas,Chambers County,0,0,0
Texas,Cherokee County,1516,1080,436
Texas,Childress County,1329,1046,283
Texas,Clay County,0,0,0
Texas,Cochran County,0,0,0
Texas,Coke County,0,0,0
Texas,Coleman County,0,0,0
Texas,Collin County,0,0,0
Texas,Collingsworth County,0,0,0
Texas,Colorado County,0,0,0
Texas,Comal County,0,0,0
Texas,Comanche County,0,0,0
Texas,Concho County,0,0,0
Texas,Cooke County,0,0,0
Texas,Coryell County,8538,4844,3694
Texas,Cottle County,0,0,0
Texas,Crane County,0,0,0
Texas,Crockett County,0,0,0
Texas,Crosby County,0,0,0
Texas,Culberson County,0,0,0
Texas,Dallam County,0,0,0
Texas,Dallas County,6368,3984,2384
Texas,Dawson County,2604,1899,705
Texas,Deaf Smith County,0,0,0
Texas,Delta County,0,0,0
Texas,Denton County,0,0,0
Texas,DeWitt County,1958,1628,330
Texas,Dickens County,0,0,0
Texas,Dimmit County,0,0,0
Texas,Donley County,0,0,0
Texas,Duval County,586,474,112
Texas,Eastland County,0,0,0
Texas,Ector County,0,0,0
Texas,Edwards County,0,0,0
Texas,Ellis County,0,0,0
Texas,El Paso County,3385,2441,944
Texas,Erath County,0,0,0
Texas,Falls County,1511,1022,489
Texas,Fannin County,2459,1694,765
Texas,Fayette County,0,0,0
Texas,Fisher County,0,0,0
Texas,Floyd County,0,0,0
Texas,Foard County,0,0,0
Texas,Fort Bend County,3620,2322,1298
Texas,Franklin County,0,0,0
Texas,Freestone County,1693,1157,536
Texas,Frio County,1431,1287,144
Texas,Gaines County,0,0,0
Texas,Galveston County,655,422,233
Texas,Garza County,1927,1499,428
Texas,Gillespie County,0,0,0
Texas,Glasscock County,0,0,0
Texas,Goliad County,0,0,0
Texas,Gonzales County,0,0,0
Texas,Gray County,982,672,310
Texas,Grayson County,0,0,0
Texas,Gregg County,0,0,0
Texas,Grimes County,2929,1735,1194
Texas,Guadalupe County,0,0,0
Texas,Hale County,2027,1363,664
Texas,Hall County,0,0,0
Texas,Hamilton County,0,0,0
Texas,Hansford County,0,0,0
Texas,Hardeman County,0,0,0
Texas,Hardin County,0,0,0
Texas,Harris County,3672,2886,786
Texas,Harrison County,0,0,0
Texas,Hartley County,1334,918,416
Texas,Haskell County,0,0,0
Texas,Hays County,389,286,103
