County_Name,il50_p1,il50_p2,il50_p3,il50_p4,il50_p5,il50_p6,il50_p7,il50_p8,il30_p1,il30_p2,il30_p3,il30_p4,il30_p5,il30_p6,il30_p7,il30_p8,il80_p1,il80_p2,il80_p3,il80_p4,il80_p5,il80_p6,il80_p7,il80_p8
Adams County,20600,23550,26500,29400,31800,34150,36500,38850,13590,18310,23030,27750,31800,34150,36500,38850,32950,37650,42350,47050,50850,54600,58350,62150
Alcorn County,20750,23700,26650,29600,32000,34350,36750,39100,13590,18310,23030,27750,32000,34350,36750,39100,33150,37900,42650,47350,51150,54950,58750,62550
Amite County,20600,23550,26500,29400,31800,34150,36500,38850,13590,18310,23030,27750,31800,34150,36500,38850,32950,37650,42350,47050,50850,54600,58350,62150
Attala County,20600,23550,26500,29400,31800,34150,36500,38850,13590,18310,23030,27750,31800,34150,36500,38850,32950,37650,42350,47050,50850,54600,58350,62150
Benton County,20600,23550,26500,29400,31800,34150,36500,38850,13590,18310,23030,27750,31800,34150,36500,38850,32950,37650,42350,47050,50850,54600,58350,62150
Bolivar County,20600,23550,26500,29400,31800,34150,36500,38850,13590,18310,23030,27750,31800,34150,36500,38850,32950,37650,42350,47050,50850,54600,58350,62150
Calhoun County,20600,23550,26500,29400,31800,34150,36500,38850,13590,18310,23030,27750,31800,34150,36500,38850,32950,37650,42350,47050,50850,54600,58350,62150
Carroll County,22450,25650,28850,32050,34650,37200,39750,42350,13590,18310,23030,27750,32470,37190,39750,42350,35950,41050,46200,51300,55450,59550,63650,67750
Chickasaw County,20600,23550,26500,29400,31800,34150,36500,38850,13590,18310,23030,27750,31800,34150,36500,38850,32950,37650,42350,47050,50850,54600,58350,62150
Choctaw County,20600,23550,26500,29400,31800,34150,36500,38850,13590,18310,23030,27750,31800,34150,36500,38850,32950,37650,42350,47050,50850,54600,58350,62150
Claiborne County,20600,23550,26500,29400,31800,34150,36500,38850,13590,18310,23030,27750,31800,34150,36500,38850,32950,37650,42350,47050,50850,54600,58350,62150
Clarke County,22150,25300,28450,31600,34150,36700,39200,41750,13590,18310,23030,27750,32470,36700,39200,41750,35400,40450,45500,50550,54600,58650,62700,66750
Clay County,20600,23550,26500,29400,31800,34150,36500,38850,13590,18310,23030,27750,31800,34150,36500,38850,32950,37650,42350,47050,50850,54600,58350,62150
Coahoma County,20600,23550,26500,29400,31800,34150,36500,38850,13590,18310,23030,27750,31800,34150,36500,38850,32950,37650,42350,47050,50850,54600,58350,62150
Copiah County,26600,30400,34200,38000,41050,44100,47150,50200,16000,18310,23030,27750,32470,37190,41910,46630,42600,48650,54750,60800,65700,70550,75400,80300
Covington County,20600,23550,26500,29400,31800,34150,36500,38850,13590,18310,23030,27750,31800,34150,36500,38850,32950,37650,42350,47050,50850,54600,58350,62150
DeSoto County,26900,30750,34600,38400,41500,44550,47650,50700,16150,18450,23030,27750,32470,37190,41910,46630,43050,49200,55350,61450,66400,71300,76200,81150
