State,County_Name,Ttl_Incarc,Ttl_Minority_Incarc,Ttl_White_Incarc
Wisconsion,Adams County,1467,1133,334
Wisconsion,Ashland County,0,0,0
Wisconsion,Barron County,0,0,0
Wisconsion,Bayfield County,0,0,0
Wisconsion,Brown County,1096,642,454
Wisconsion,Buffalo County,0,0,0
Wisconsion,Burnett County,0,0,0
Wisconsion,Calumet County,0,0,0
Wisconsion,Chippewa County,2000,924,1076
Wisconsion,Clark County,0,0,0
Wisconsion,Columbia County,823,494,329
Wisconsion,Crawford County,514,253,261
Wisconsion,Dane County,915,476,439
Wisconsion,Dodge County,4390,2128,2262
Wisconsion,Door County,0,0,0
Wisconsion,Douglas County,87,49,38
Wisconsion,Dunn County,0,0,0
Wisconsion,Eau Claire County,0,0,0
Wisconsion,Florence County,0,0,0
Wisconsion,Fond du Lac County,670,249,421
Wisconsion,Forest County,0,0,0
Wisconsion,Grant County,440,322,118
Wisconsion,Green County,0,0,0
Wisconsion,Green Lake County,0,0,0
Wisconsion,Iowa County,0,0,0
Wisconsion,Iron County,0,0,0
Wisconsion,Jackson County,1100,496,604
Wisconsion,Jefferson County,0,0,0
Wisconsion,Juneau County,1034,490,544
Wisconsion,Kenosha County,106,67,39
Wisconsion,Kewaunee County,0,0,0
Wisconsion,La Crosse County,0,0,0
Wisconsion,Lafayette County,0,0,0
Wisconsion,Langlade County,0,0,0
Wisconsion,Lincoln County,0,0,0
Wisconsion,Manitowoc County,0,0,0
Wisconsion,Marathon County,0,0,0
Wisconsion,Marinette County,0,0,0
Wisconsion,Marquette County,0,0,0
Wisconsion,Menominee County,0,0,0
Wisconsion,Milwaukee County,1499,1020,479
Wisconsion,Monroe County,0,0,0
Wisconsion,Oconto County,0,0,0
Wisconsion,Oneida County,103,36,67
Wisconsion,Outagamie County,125,60,65
Wisconsion,Ozaukee County,0,0,0
Wisconsion,Pepin County,0,0,0
Wisconsion,Pierce County,0,0,0
Wisconsion,Polk County,0,0,0
Wisconsion,Portage County,0,0,0
Wisconsion,Price County,0,0,0
Wisconsion,Racine County,2544,1425,1119
Wisconsion,Richland County,0,0,0
Wisconsion,Rock County,0,0,0
Wisconsion,Rusk County,0,0,0
Wisconsion,St. Croix County,119,51,68
Wisconsion,Sauk County,0,0,0
Wisconsion,Sawyer County,98,49,49
Wisconsion,Shawano County,0,0,0
Wisconsion,Sheboygan County,1167,551,616
Wisconsion,Taylor County,0,0,0
Wisconsion,Trempealeau County,0,0,0
Wisconsion,Vernon County,0,0,0
Wisconsion,Vilas County,0,0,0
Wisconsion,Walworth County,0,0,0
Wisconsion,Washburn County,0,0,0
Wisconsion,Washington County,0,0,0
Wisconsion,Waukesha County,0,0,0
Wisconsion,Waupaca County,0,0,0
Wisconsion,Waushara County,1026,417,609
Wisconsion,Winnebago County,2289,810,1479
Wisconsion,Wood County,0,0,0
