State,County_Name,Ttl_Incarc,Ttl_Minority_Incarc,Ttl_White_Incarc
Alabama,Autauga County,0,0,0
Alabama,Baldwin County,0,0,0
Alabama,Barbour County,2955,1812,1143
Alabama,Bibb County,1931,1386,545
Alabama,Blount County,0,0,0
Alabama,Bullock County,1497,892,605
Alabama,Butler County,0,0,0
Alabama,Calhoun County,0,0,0
Alabama,Chambers County,0,0,0
Alabama,Cherokee County,0,0,0
Alabama,Chilton County,0,0,0
Alabama,Choctaw County,0,0,0
Alabama,Clarke County,0,0,0
Alabama,Clay County,0,0,0
Alabama,Cleburne County,0,0,0
Alabama,Coffee County,0,0,0
Alabama,Colbert County,0,0,0
Alabama,Conecuh County,0,0,0
Alabama,Coosa County,0,0,0
Alabama,Covington County,0,0,0
Alabama,Crenshaw County,0,0,0
Alabama,Cullman County,74,42,32
Alabama,Dale County,0,0,0
Alabama,Dallas County,0,0,0
Alabama,DeKalb County,0,0,0
Alabama,Elmore County,5039,2862,2177
Alabama,Escambia County,2651,1810,841
Alabama,Etowah County,0,0,0
Alabama,Fayette County,0,0,0
Alabama,Franklin County,0,0,0
Alabama,Geneva County,0,0,0
Alabama,Greene County,0,0,0
Alabama,Hale County,0,0,0
Alabama,Henry County,0,0,0
Alabama,Houston County,0,0,0
Alabama,Jackson County,0,0,0
Alabama,Jefferson County,1815,1264,551
Alabama,Lamar County,0,0,0
Alabama,Lauderdale County,0,0,0
Alabama,Lawrence County,0,0,0
Alabama,Lee County,0,0,0
Alabama,Limestone County,2344,1228,1116
Alabama,Lowndes County,0,0,0
Alabama,Macon County,0,0,0
Alabama,Madison County,0,0,0
Alabama,Marengo County,0,0,0
Alabama,Marion County,293,104,189
Alabama,Marshall County,0,0,0
Alabama,Mobile County,0,0,0
Alabama,Monroe County,0,0,0
Alabama,Montgomery County,2929,1656,1273
Alabama,Morgan County,714,406,308
Alabama,Perry County,0,0,0
Alabama,Pickens County,0,0,0
Alabama,Pike County,0,0,0
Alabama,Randolph County,0,0,0
Alabama,Russell County,0,0,0
Alabama,St. Clair County,1431,992,439
Alabama,Shelby County,0,0,0
Alabama,Sumter County,0,0,0
Alabama,Talladega County,1919,1468,451
Alabama,Tallapoosa County,0,0,0
Alabama,Tuscaloosa County,0,0,0
Alabama,Walker County,0,0,0
Alabama,Washington County,0,0,0
Alabama,Wilcox County,0,0,0
Alabama,Winston County,0,0,0
