County_Name,il50_p1,il50_p2,il50_p3,il50_p4,il50_p5,il50_p6,il50_p7,il50_p8,il30_p1,il30_p2,il30_p3,il30_p4,il30_p5,il30_p6,il30_p7,il30_p8,il80_p1,il80_p2,il80_p3,il80_p4,il80_p5,il80_p6,il80_p7,il80_p8
Anderson County,28600,32650,36750,40800,44100,47350,50600,53900,17150,19600,23030,27750,32470,37190,41910,46630,45750,52250,58800,65300,70550,75750,81000,86200
Bedford County,22100,25250,28400,31550,34100,36600,39150,41650,13590,18310,23030,27750,32470,36600,39150,41650,35350,40400,45450,50450,54500,58550,62600,66600
Benton County,22100,25250,28400,31550,34100,36600,39150,41650,13590,18310,23030,27750,32470,36600,39150,41650,35350,40400,45450,50450,54500,58550,62600,66600
Bledsoe County,22100,25250,28400,31550,34100,36600,39150,41650,13590,18310,23030,27750,32470,36600,39150,41650,35350,40400,45450,50450,54500,58550,62600,66600
Blount County,28600,32650,36750,40800,44100,47350,50600,53900,17150,19600,23030,27750,32470,37190,41910,46630,45750,52250,58800,65300,70550,75750,81000,86200
Bradley County,22900,26150,29400,32650,35300,37900,40500,43100,13750,18310,23030,27750,32470,37190,40500,43100,36600,41800,47050,52250,56450,60650,64800,69000
Campbell County,22100,25250,28400,31550,34100,36600,39150,41650,13590,18310,23030,27750,32470,36600,39150,41650,35350,40400,45450,50450,54500,58550,62600,66600
Cannon County,33050,37750,42450,47150,50950,54700,58500,62250,19850,22650,25500,28300,32470,37190,41910,46630,52850,60400,67950,75450,81500,87550,93600,99600
Carroll County,22100,25250,28400,31550,34100,36600,39150,41650,13590,18310,23030,27750,32470,36600,39150,41650,35350,40400,45450,50450,54500,58550,62600,66600
Carter County,23600,27000,30350,33700,36400,39100,41800,44500,14150,18310,23030,27750,32470,37190,41800,44500,37750,43150,48550,53900,58250,62550,66850,71150
Cheatham County,33050,37750,42450,47150,50950,54700,58500,62250,19850,22650,25500,28300,32470,37190,41910,46630,52850,60400,67950,75450,81500,87550,93600,99600
Chester County,22650,25900,29150,32350,34950,37550,40150,42750,13600,18310,23030,27750,32470,37190,40150,42750,36250,41400,46600,51750,55900,60050,64200,68350
Claiborne County,22100,25250,28400,31550,34100,36600,39150,41650,13590,18310,23030,27750,32470,36600,39150,41650,35350,40400,45450,50450,54500,58550,62600,66600
Clay County,22100,25250,28400,31550,34100,36600,39150,41650,13590,18310,23030,27750,32470,36600,39150,41650,35350,40400,45450,50450,54500,58550,62600,66600
Cocke County,22100,25250,28400,31550,34100,36600,39150,41650,13590,18310,23030,27750,32470,36600,39150,41650,35350,40400,45450,50450,54500,58550,62600,66600
Coffee County,24050,27500,30950,34350,37100,39850,42600,45350,14450,18310,23030,27750,32470,37190,41910,45350,38500,44000,49500,54950,59350,63750,68150,72550
Crockett County,22100,25250,28400,31550,34100,36600,39150,41650,13590,18310,23030,27750,32470,36600,39150,41650,35350,40400,45450,50450,54500,58550,62600,66600
Cumberland County,22100,25250,28400,31550,34100,36600,39150,41650,13590,18310,23030,27750,32470,36600,39150,41650,35350,40400,45450,50450,54500,58550,62600,66600
Davidson County,33050,37750,42450,47150,50950,54700,58500,62250,19850,22650,25500,28300,32470,37190,41910,46630,52850,60400,67950,75450,81500,87550,93600,99600
Decatur County,22100,25250,28400,31550,34100,36600,39150,41650,13590,18310,23030,27750,32470,36600,39150,41650,35350,40400,45450,50450,54500,58550,62600,66600
DeKalb County,22100,25250,28400,31550,34100,36600,39150,41650,13590,18310,23030,27750,32470,36600,39150,41650,35350,40400,45450,50450,54500,58550,62600,66600
Dickson County,33050,37750,42450,47150,50950,54700,58500,62250,19850,22650,25500,28300,32470,37190,41910,46630,52850,60400,67950,75450,81500,87550,93600,99600
Dyer County,22100,25250,28400,31550,34100,36600,39150,41650,13590,18310,23030,27750,32470,36600,39150,41650,35350,40400,45450,50450,54500,58550,62600,66600
Fayette County,26900,30750,34600,38400,41500,44550,47650,50700,16150,18450,23030,27750,32470,37190,41910,46630,43050,49200,55350,61450,66400,71300,76200,81150
Fentress County,22100,25250,28400,31550,34100,36600,39150,41650,13590,18310,23030,27750,32470,36600,39150,41650,35350,40400,45450,50450,54500,58550,62600,66600
Franklin County,23300,26600,29950,33250,35950,38600,41250,43900,14000,18310,23030,27750,32470,37190,41250,43900,37250,42600,47900,53200,57500,61750,66000,70250
Gibson County,22100,25250,28400,31550,34100,36600,39150,41650,13590,18310,23030,27750,32470,36600,39150,41650,35350,40400,45450,50450,54500,58550,62600,66600
Giles County,23550,26900,30250,33600,36300,39000,41700,44400,14150,18310,23030,27750,32470,37190,41700,44400,37650,43000,48400,53750,58050,62350,66650,70950
Grainger County,22100,25250,28400,31550,34100,36600,39150,41650,13590,18310,23030,27750,32470,36600,39150,41650,35350,40400,45450,50450,54500,58550,62600,66600
Greene County,22550,25750,28950,32150,34750,37300,39900,42450,13590,18310,23030,27750,32470,37190,39900,42450,36050,41200,46350,51450,55600,59700,63800,67950
Grundy County,22100,25250,28400,31550,34100,36600,39150,41650,13590,18310,23030,27750,32470,36600,39150,41650,35350,40400,45450,50450,54500,58550,62600,66600
Hamblen County,22750,26000,29250,32500,35100,37700,40300,42900,13650,18310,23030,27750,32470,37190,40300,42900,36400,41600,46800,52000,56200,60350,64500,68650
Hamilton County,26350,30100,33850,37600,40650,43650,46650,49650,15800,18310,23030,27750,32470,37190,41910,46630,42150,48150,54150,60150,65000,69800,74600,79400
Hancock County,22100,25250,28400,31550,34100,36600,39150,41650,13590,18310,23030,27750,32470,36600,39150,41650,35350,40400,45450,50450,54500,58550,62600,66600
Hardeman County,22100,25250,28400,31550,34100,36600,39150,41650,13590,18310,23030,27750,32470,36600,39150,41650,35350,40400,45450,50450,54500,58550,62600,66600
Hardin County,22100,25250,28400,31550,34100,36600,39150,41650,13590,18310,23030,27750,32470,36600,39150,41650,35350,40400,45450,50450,54500,58550,62600,66600
Hawkins County,23350,26650,30000,33300,36000,38650,41300,44000,14000,18310,23030,27750,32470,37190,41300,44000,37350,42650,48000,53300,57600,61850,66100,70400
Haywood County,22100,25250,28400,31550,34100,36600,39150,41650,13590,18310,23030,27750,32470,36600,39150,41650,35350,40400,45450,50450,54500,58550,62600,66600
Henderson County,22150,25300,28450,31600,34150,36700,39200,41750,13590,18310,23030,27750,32470,36700,39200,41750,35400,40450,45500,50550,54600,58650,62700,66750
Henry County,22100,25250,28400,31550,34100,36600,39150,41650,13590,18310,23030,27750,32470,36600,39150,41650,35350,40400,45450,50450,54500,58550,62600,66600
Hickman County,22100,25250,28400,31550,34100,36600,39150,41650,13590,18310,23030,27750,32470,36600,39150,41650,35350,40400,45450,50450,54500,58550,62600,66600
Houston County,22100,25250,28400,31550,34100,36600,39150,41650,13590,18310,23030,27750,32470,36600,39150,41650,35350,40400,45450,50450,54500,58550,62600,66600
Humphreys County,22100,25250,28400,31550,34100,36600,39150,41650,13590,18310,23030,27750,32470,36600,39150,41650,35350,40400,45450,50450,54500,58550,62600,66600
Jackson County,22100,25250,28400,31550,34100,36600,39150,41650,13590,18310,23030,27750,32470,36600,39150,41650,35350,40400,45450,50450,54500,58550,62600,66600
