County_Name,il50_p1,il50_p2,il50_p3,il50_p4,il50_p5,il50_p6,il50_p7,il50_p8,il30_p1,il30_p2,il30_p3,il30_p4,il30_p5,il30_p6,il30_p7,il30_p8,il80_p1,il80_p2,il80_p3,il80_p4,il80_p5,il80_p6,il80_p7,il80_p8
Alamance County,26400,30200,33950,37700,40750,43750,46750,49800,15850,18310,23030,27750,32470,37190,41910,46630,42250,48250,54300,60300,65150,69950,74800,79600
Alexander County,23600,27000,30350,33700,36400,39100,41800,44500,14150,18310,23030,27750,32470,37190,41800,44500,37750,43150,48550,53900,58250,62550,66850,71150
Alleghany County,22900,26200,29450,32700,35350,37950,40550,43200,13750,18310,23030,27750,32470,37190,40550,43200,36650,41850,47100,52300,56500,60700,64900,69050
Anson County,22900,26200,29450,32700,35350,37950,40550,43200,13750,18310,23030,27750,32470,37190,40550,43200,36650,41850,47100,52300,56500,60700,64900,69050
Ashe County,22900,26200,29450,32700,35350,37950,40550,43200,13750,18310,23030,27750,32470,37190,40550,43200,36650,41850,47100,52300,56500,60700,64900,69050
Avery County,22900,26200,29450,32700,35350,37950,40550,43200,13750,18310,23030,27750,32470,37190,40550,43200,36650,41850,47100,52300,56500,60700,64900,69050
Beaufort County,23450,26800,30150,33450,36150,38850,41500,44200,14050,18310,23030,27750,32470,37190,41500,44200,37450,42800,48150,53500,57800,62100,66350,70650
Bertie County,22900,26200,29450,32700,35350,37950,40550,43200,13750,18310,23030,27750,32470,37190,40550,43200,36650,41850,47100,52300,56500,60700,64900,69050
Bladen County,22900,26200,29450,32700,35350,37950,40550,43200,13750,18310,23030,27750,32470,37190,40550,43200,36650,41850,47100,52300,56500,60700,64900,69050
Brunswick County,29400,33600,37800,41950,45350,48700,52050,55400,17650,20150,23030,27750,32470,37190,41910,46630,47000,53700,60400,67100,72500,77850,83250,88600
Buncombe County,28150,32150,36150,40150,43400,46600,49800,53000,16900,19300,23030,27750,32470,37190,41910,46630,45000,51400,57850,64250,69400,74550,79700,84850
Burke County,23600,27000,30350,33700,36400,39100,41800,44500,14150,18310,23030,27750,32470,37190,41800,44500,37750,43150,48550,53900,58250,62550,66850,71150
Cabarrus County,33000,37700,42400,47100,50900,54650,58450,62200,19800,22600,25450,28250,32470,37190,41910,46630,52750,60300,67850,75350,81400,87450,93450,99500
Caldwell County,23600,27000,30350,33700,36400,39100,41800,44500,14150,18310,23030,27750,32470,37190,41800,44500,37750,43150,48550,53900,58250,62550,66850,71150
Camden County,29500,33700,37900,42100,45500,48850,52250,55600,17700,20200,23030,27750,32470,37190,41910,46630,47150,53900,60650,67350,72750,78150,83550,88950
Carteret County,27900,31850,35850,39800,43000,46200,49400,52550,16750,19150,23030,27750,32470,37190,41910,46630,44600,51000,57350,63700,68800,73900,79000,84100
Caswell County,23450,26800,30150,33450,36150,38850,41500,44200,14050,18310,23030,27750,32470,37190,41500,44200,37450,42800,48150,53500,57800,62100,66350,70650
Catawba County,23600,27000,30350,33700,36400,39100,41800,44500,14150,18310,23030,27750,32470,37190,41800,44500,37750,43150,48550,53900,58250,62550,66850,71150
Chatham County,33450,38200,43000,47750,51600,55400,59250,63050,20100,22950,25800,28650,32470,37190,41910,46630,53500,61150,68800,76400,82550,88650,94750,100850
