State,County_Name,Ttl_Incarc,Ttl_Minority_Incarc,Ttl_White_Incarc
North Carolina,Alamance County,0,0,0
North Carolina,Alexander County,974,564,410
North Carolina,Alleghany County,0,0,0
North Carolina,Anson County,2256,1737,519
North Carolina,Ashe County,0,0,0
North Carolina,Avery County,1782,703,1079
North Carolina,Beaufort County,0,0,0
North Carolina,Bertie County,968,804,164
North Carolina,Bladen County,0,0,0
North Carolina,Brunswick County,0,0,0
North Carolina,Buncombe County,591,201,390
North Carolina,Burke County,1604,1214,390
North Carolina,Cabarrus County,199,119,80
North Carolina,Caldwell County,240,83,157
North Carolina,Camden County,0,0,0
North Carolina,Carteret County,286,185,101
North Carolina,Caswell County,1154,792,362
North Carolina,Catawba County,193,78,115
North Carolina,Chatham County,0,0,0
North Carolina,Cherokee County,0,0,0
North Carolina,Chowan County,0,0,0
North Carolina,Clay County,0,0,0
North Carolina,Cleveland County,191,109,82
North Carolina,Columbus County,2196,1610,586
North Carolina,Craven County,784,582,202
North Carolina,Cumberland County,0,0,0
North Carolina,Currituck County,0,0,0
North Carolina,Dare County,0,0,0
North Carolina,Davidson County,378,208,170
North Carolina,Davie County,0,0,0
North Carolina,Duplin County,330,201,129
North Carolina,Durham County,210,168,42
North Carolina,Edgecombe County,600,240,360
North Carolina,Forsyth County,249,168,81
North Carolina,Franklin County,480,379,101
North Carolina,Gaston County,238,118,120
North Carolina,Gates County,0,0,0
North Carolina,Graham County,0,0,0
North Carolina,Granville County,5928,4096,1832
North Carolina,Greene County,2225,1564,661
North Carolina,Guilford County,0,0,0
North Carolina,Halifax County,1013,773,240
North Carolina,Harnett County,1008,689,319
North Carolina,Haywood County,125,33,92
North Carolina,Henderson County,0,0,0
North Carolina,Hertford County,0,0,0
North Carolina,Hoke County,321,203,118
North Carolina,Hyde County,757,570,187
North Carolina,Iredell County,0,0,0
North Carolina,Jackson County,0,0,0
North Carolina,Johnston County,657,436,221
North Carolina,Jones County,0,0,0
North Carolina,Lee County,292,194,98
North Carolina,Lenoir County,0,0,0
North Carolina,Lincoln County,191,109,82
North Carolina,McDowell County,846,472,374
North Carolina,Macon County,0,0,0
North Carolina,Madison County,0,0,0
North Carolina,Martin County,0,0,0
North Carolina,Mecklenburg County,246,178,68
North Carolina,Mitchell County,0,0,0
North Carolina,Montgomery County,870,456,414
North Carolina,Moore County,0,0,0
North Carolina,Nash County,958,566,392
North Carolina,New Hanover County,393,233,160
North Carolina,Northampton County,466,334,132
North Carolina,Onslow County,0,0,0
North Carolina,Orange County,209,141,68
North Carolina,Pamlico County,575,409,166
North Carolina,Pasquotank County,915,731,184
North Carolina,Pender County,763,450,313
North Carolina,Perquimans County,0,0,0
North Carolina,Person County,0,0,0
North Carolina,Pitt County,0,0,0
North Carolina,Polk County,0,0,0
North Carolina,Randolph County,220,114,106
North Carolina,Richmond County,742,531,211
North Carolina,Robeson County,1154,837,317
North Carolina,Rockingham County,0,0,0
North Carolina,Rowan County,1024,549,475
North Carolina,Rutherford County,237,87,150
North Carolina,Sampson County,514,294,220
North Carolina,Scotland County,965,727,238
North Carolina,Stanly County,620,432,188
North Carolina,Stokes County,0,0,0
North Carolina,Surry County,0,0,0
North Carolina,Swain County,0,0,0
North Carolina,Transylvania County,0,0,0
North Carolina,Tyrrell County,629,479,150
North Carolina,Union County,0,0,0
North Carolina,Vance County,0,0,0
North Carolina,Wake County,2239,1244,995
North Carolina,Warren County,937,697,240
North Carolina,Washington County,0,0,0
North Carolina,Watauga County,0,0,0
North Carolina,Wayne County,1158,699,459
North Carolina,Wilkes County,223,98,125
North Carolina,Wilson County,0,0,0
North Carolina,Yadkin County,0,0,0
North Carolina,Yancey County,0,0,0
