fmr_0,fmr_1,fmr_2,fmr_3,fmr_4,state_code,County_Name,pop2017,state,metro
503,606,757,987,1261,24,Allegany County,72590,MD,1
953,1124,1395,1809,2075,24,Anne Arundel County,564600,MD,1
953,1124,1395,1809,2075,24,Baltimore County,828635,MD,1
1539,1567,1785,2260,2713,24,Calvert County,90825,MD,1
723,728,958,1312,1600,24,Caroline County,32785,MD,0
953,1124,1395,1809,2075,24,Carroll County,167320,MD,1
940,1071,1298,1605,1837,24,Cecil County,102415,MD,1
1539,1567,1785,2260,2713,24,Charles County,156020,MD,1
726,731,894,1255,1485,24,Dorchester County,32385,MD,0
1539,1567,1785,2260,2713,24,Frederick County,246105,MD,1
557,637,757,1075,1296,24,Garrett County,29515,MD,0
953,1124,1395,1809,2075,24,Harford County,250130,MD,1
953,1124,1395,1809,2075,24,Howard County,312495,MD,1
779,785,1028,1440,1644,24,Kent County,19665,MD,0
1539,1567,1785,2260,2713,24,Montgomery County,1039200,MD,1
1539,1567,1785,2260,2713,24,Prince George's County,905160,MD,1
953,1124,1395,1809,2075,24,Queen Anne's County,49070,MD,1
1058,1126,1372,1920,2218,24,St. Mary's County,110980,MD,1
611,648,792,1070,1098,24,Somerset County,25800,MD,1
929,957,1141,1577,1953,24,Talbot County,37460,MD,0
646,757,972,1381,1637,24,Washington County,149545,MD,1
787,788,1037,1398,1566,24,Wicomico County,102015,MD,1
759,764,932,1324,1595,24,Worcester County,51560,MD,1
953,1124,1395,1809,2075,24,Baltimore city County,619795,MD,1
