State,County_Name,Ttl_Incarc,Ttl_Minority_Incarc,Ttl_White_Incarc
Arkansas,Arkansas County,0,0,0
Arkansas,Ashley County,0,0,0
Arkansas,Baxter County,0,0,0
Arkansas,Benton County,0,0,0
Arkansas,Boone County,0,0,0
Arkansas,Bradley County,90,90,0
Arkansas,Calhoun County,0,0,0
Arkansas,Carroll County,0,0,0
Arkansas,Chicot County,579,343,236
Arkansas,Clark County,0,0,0
Arkansas,Clay County,0,0,0
Arkansas,Cleburne County,0,0,0
Arkansas,Cleveland County,0,0,0
Arkansas,Columbia County,0,0,0
Arkansas,Conway County,0,0,0
Arkansas,Craighead County,109,32,77
Arkansas,Crawford County,0,0,0
Arkansas,Crittenden County,0,0,0
Arkansas,Cross County,0,0,0
Arkansas,Dallas County,0,0,0
Arkansas,Desha County,0,0,0
Arkansas,Drew County,0,0,0
Arkansas,Faulkner County,505,104,401
Arkansas,Franklin County,0,0,0
Arkansas,Fulton County,0,0,0
Arkansas,Garland County,0,0,0
Arkansas,Grant County,0,0,0
Arkansas,Greene County,0,0,0
Arkansas,Hempstead County,0,0,0
Arkansas,Hot Spring County,1092,430,662
Arkansas,Howard County,0,0,0
Arkansas,Independence County,0,0,0
Arkansas,Izard County,582,184,398
Arkansas,Jackson County,1822,763,1059
Arkansas,Jefferson County,3215,1516,1699
Arkansas,Johnson County,0,0,0
Arkansas,Lafayette County,0,0,0
Arkansas,Lawrence County,0,0,0
Arkansas,Lee County,1701,929,772
Arkansas,Lincoln County,3363,2032,1331
Arkansas,Little River County,0,0,0
Arkansas,Logan County,0,0,0
Arkansas,Lonoke County,0,0,0
Arkansas,Madison County,0,0,0
Arkansas,Marion County,0,0,0
Arkansas,Miller County,605,214,391
Arkansas,Mississippi County,327,105,222
Arkansas,Monroe County,0,0,0
Arkansas,Montgomery County,0,0,0
Arkansas,Nevada County,0,0,0
Arkansas,Newton County,0,0,0
Arkansas,Ouachita County,0,0,0
Arkansas,Perry County,0,0,0
Arkansas,Phillips County,0,0,0
Arkansas,Pike County,0,0,0
Arkansas,Poinsett County,0,0,0
Arkansas,Polk County,0,0,0
Arkansas,Pope County,0,0,0
Arkansas,Prairie County,0,0,0
Arkansas,Pulaski County,932,538,394
Arkansas,Randolph County,0,0,0
Arkansas,St. Francis County,4212,2970,1242
Arkansas,Saline County,0,0,0
Arkansas,Scott County,0,0,0
Arkansas,Searcy County,0,0,0
Arkansas,Sebastian County,0,0,0
Arkansas,Sevier County,0,0,0
Arkansas,Sharp County,0,0,0
Arkansas,Stone County,0,0,0
Arkansas,Union County,0,0,0
Arkansas,Van Buren County,0,0,0
Arkansas,Washington County,101,9,92
Arkansas,White County,0,0,0
Arkansas,Woodruff County,0,0,0
Arkansas,Yell County,0,0,0
