County_Name,il50_p1,il50_p2,il50_p3,il50_p4,il50_p5,il50_p6,il50_p7,il50_p8,il30_p1,il30_p2,il30_p3,il30_p4,il30_p5,il30_p6,il30_p7,il30_p8,il80_p1,il80_p2,il80_p3,il80_p4,il80_p5,il80_p6,il80_p7,il80_p8
Adair County,24550,28050,31550,35050,37900,40700,43500,46300,14750,18310,23030,27750,32470,37190,41910,46300,39300,44900,50500,56100,60600,65100,69600,74100
Andrew County,25550,29200,32850,36500,39450,42350,45300,48200,15350,18310,23030,27750,32470,37190,41910,46630,40900,46750,52600,58400,63100,67750,72450,77100
Atchison County,25100,28700,32300,35850,38750,41600,44500,47350,15050,18310,23030,27750,32470,37190,41910,46630,40150,45900,51650,57350,61950,66550,71150,75750
Audrain County,22250,25400,28600,31750,34300,36850,39400,41950,13590,18310,23030,27750,32470,36850,39400,41950,35600,40650,45750,50800,54900,58950,63000,67100
Barry County,22050,25200,28350,31450,34000,36500,39000,41550,13590,18310,23030,27750,32470,36500,39000,41550,35250,40250,45300,50300,54350,58350,62400,66400
Barton County,22050,25200,28350,31450,34000,36500,39000,41550,13590,18310,23030,27750,32470,36500,39000,41550,35250,40250,45300,50300,54350,58350,62400,66400
Bates County,24600,28100,31600,35100,37950,40750,43550,46350,14750,18310,23030,27750,32470,37190,41910,46350,39350,44950,50550,56150,60650,65150,69650,74150
Benton County,22050,25200,28350,31450,34000,36500,39000,41550,13590,18310,23030,27750,32470,36500,39000,41550,35250,40250,45300,50300,54350,58350,62400,66400
Bollinger County,24950,28500,32050,35600,38450,41300,44150,47000,14950,18310,23030,27750,32470,37190,41910,46630,39900,45600,51300,56950,61550,66100,70650,75200
Boone County,30800,35200,39600,44000,47550,51050,54600,58100,18500,21150,23800,27750,32470,37190,41910,46630,49300,56350,63400,70400,76050,81700,87300,92950
Buchanan County,25550,29200,32850,36500,39450,42350,45300,48200,15350,18310,23030,27750,32470,37190,41910,46630,40900,46750,52600,58400,63100,67750,72450,77100
Butler County,22050,25200,28350,31450,34000,36500,39000,41550,13590,18310,23030,27750,32470,36500,39000,41550,35250,40250,45300,50300,54350,58350,62400,66400
Caldwell County,33900,38750,43600,48400,52300,56150,60050,63900,20350,23250,26150,29050,32470,37190,41910,46630,54250,62000,69750,77450,83650,89850,96050,102250
Callaway County,26850,30650,34500,38300,41400,44450,47500,50600,16100,18400,23030,27750,32470,37190,41910,46630,42950,49050,55200,61300,66250,71150,76050,80950
Camden County,25900,29600,33300,36950,39950,42900,45850,48800,15550,18310,23030,27750,32470,37190,41910,46630,41400,47300,53200,59100,63850,68600,73300,78050
Cape Girardeau County,24950,28500,32050,35600,38450,41300,44150,47000,14950,18310,23030,27750,32470,37190,41910,46630,39900,45600,51300,56950,61550,66100,70650,75200
Carroll County,23250,26550,29850,33150,35850,38500,41150,43800,13950,18310,23030,27750,32470,37190,41150,43800,37150,42450,47750,53050,57300,61550,65800,70050
Carter County,22250,25400,28600,31750,34300,36850,39400,41950,13590,18310,23030,27750,32470,36850,39400,41950,35600,40650,45750,50800,54900,58950,63000,67100
Cass County,33900,38750,43600,48400,52300,56150,60050,63900,20350,23250,26150,29050,32470,37190,41910,46630,54250,62000,69750,77450,83650,89850,96050,102250
Cedar County,22050,25200,28350,31450,34000,36500,39000,41550,13590,18310,23030,27750,32470,36500,39000,41550,35250,40250,45300,50300,54350,58350,62400,66400
