fmr_0,fmr_1,fmr_2,fmr_3,fmr_4,state_code,County_Name,pop2017,state,metro
810,885,1165,1440,1747,2,Aleutians East Borough County,3340,AK,0
1097,1255,1651,2041,2476,2,Aleutians West Census Area County,5785,AK,0
877,948,1248,1773,2136,2,Anchorage Borough County,298225,AK,1
1242,1362,1698,2099,2547,2,Bethel Census Area County,17955,AK,0
685,749,985,1399,1494,2,Bristol Bay Borough County,915,AK,0
1016,1110,1461,1806,2191,2,Denali Borough County,2305,AK,0
858,943,1234,1532,1673,2,Dillingham Census Area County,4975,AK,0
877,1003,1320,1875,2259,2,Fairbanks North Star Borough County,100030,AK,1
732,800,1053,1302,1579,2,Haines Borough County,2535,AK,0
786,859,1130,1397,1532,2,Hoonah-Angoon Census Area County,2145,AK,0
958,1154,1442,2048,2432,2,Juneau Borough County,32435,AK,0
815,820,1072,1507,1662,2,Kenai Peninsula Borough County,57960,AK,0
886,1014,1334,1777,2268,2,Ketchikan Gateway Borough County,13745,AK,0
1042,1192,1568,1938,2402,2,Kodiak Island Borough County,13775,AK,0
604,660,868,1073,1302,2,Kusilvak Census Area County,8130,AK,0
574,680,825,1161,1287,2,Lake and Peninsula Borough County,1300,AK,0
744,789,1035,1470,1772,2,Matanuska-Susitna Borough County,101135,AK,1
1190,1197,1501,2028,2035,2,Nome Census Area County,9870,AK,0
1074,1224,1611,1991,2185,2,North Slope Borough County,9755,AK,0
1015,1161,1528,2064,2072,2,Northwest Arctic Borough County,7715,AK,0
831,919,1195,1477,1995,2,Petersburg Census Area County,3275,AK,0
744,796,1016,1256,1378,2,Prince of Wales-Hyder Census Area County,6475,AK,0
907,1040,1229,1715,2009,2,Sitka Borough County,8810,AK,0
919,1060,1313,1623,1969,2,Skagway Municipality County,1040,AK,0
927,933,1228,1744,1955,2,Southeast Fairbanks Census Area County,6890,AK,0
764,987,1150,1422,1968,2,Chugach Census Area County,9440,AK,0
668,717,944,1321,1416,2,Wrangell City and Borough County,2475,AK,0
833,910,1198,1481,1797,2,Yakutat Borough County,680,AK,0
594,750,855,1215,1282,2,Yukon-Koyukuk Census Area County,5455,AK,0
