fmr_0,fmr_1,fmr_2,fmr_3,fmr_4,state_code,County_Name,pop2017,state,metro
633,750,953,1354,1631,32,Churchill County,24020,NV,0
848,1005,1216,1727,2081,32,Clark County,2112435,NV,1
853,986,1188,1688,1792,32,Douglas County,47630,NV,0
785,911,1182,1626,1679,32,Elko County,52375,NV,0
520,594,782,1093,1251,32,Esmeralda County,1100,NV,0
700,800,1053,1472,1684,32,Eureka County,1730,NV,0
717,832,1079,1334,1463,32,Humboldt County,17090,NV,0
720,824,1084,1390,1734,32,Lander County,5885,NV,0
577,660,868,1213,1388,32,Lincoln County,5205,NV,0
776,798,994,1412,1701,32,Lyon County,52305,NV,0
674,771,1014,1253,1622,32,Mineral County,4470,NV,0
652,746,982,1272,1415,32,Nye County,43295,NV,0
581,664,874,1080,1398,32,Pershing County,6660,NV,0
926,1108,1394,1980,2386,32,Storey County,3890,NV,1
926,1108,1394,1980,2386,32,Washoe County,445550,NV,1
662,758,997,1264,1595,32,White Pine County,9860,NV,0
736,853,1108,1574,1896,32,Carson City County,54220,NV,1
