fmr_0,fmr_1,fmr_2,fmr_3,fmr_4,state_code,County_Name,pop2017,state,metro
1236,1364,1659,2226,2501,8,Adams County,487850,CO,1
731,736,968,1210,1657,8,Alamosa County,16345,CO,0
1236,1364,1659,2226,2501,8,Arapahoe County,626610,CO,1
881,901,1185,1529,2028,8,Archuleta County,12590,CO,0
602,606,757,1075,1216,8,Baca County,3580,CO,0
686,690,877,1084,1189,8,Bent County,5805,CO,0
1284,1449,1748,2352,2786,8,Boulder County,316780,CO,1
1236,1364,1659,2226,2501,8,Broomfield County,64285,CO,1
714,943,1074,1360,1725,8,Chaffee County,18820,CO,0
572,575,757,1075,1216,8,Cheyenne County,2125,CO,0
1236,1364,1659,2226,2501,8,Clear Creek County,9255,CO,1
612,616,811,1065,1105,8,Conejos County,8145,CO,0
722,727,908,1122,1458,8,Costilla County,3630,CO,0
754,759,948,1281,1286,8,Crowley County,5515,CO,0
747,752,990,1224,1590,8,Custer County,4505,CO,0
820,825,1086,1391,1473,8,Delta County,30215,CO,0
1236,1364,1659,2226,2501,8,Denver County,678465,CO,1
727,731,914,1298,1468,8,Dolores County,1735,CO,0
1236,1364,1659,2226,2501,8,Douglas County,320940,CO,1
1292,1477,1944,2403,2636,8,Eagle County,53725,CO,0
1236,1364,1659,2226,2501,8,Elbert County,24555,CO,1
885,1033,1302,1849,2229,8,El Paso County,674825,CO,1
769,774,1019,1447,1533,8,Fremont County,46600,CO,0
1094,1101,1387,1865,2374,8,Garfield County,57945,CO,0
1236,1364,1659,2226,2501,8,Gilpin County,5795,CO,1
850,1076,1279,1610,2189,8,Grand County,14795,CO,0
934,940,1198,1700,2050,8,Gunnison County,16215,CO,0
791,818,932,1244,1497,8,Hinsdale County,820,CO,0
739,744,979,1210,1572,8,Huerfano County,6500,CO,0
717,721,882,1196,1387,8,Jackson County,1370,CO,0
1236,1364,1659,2226,2501,8,Jefferson County,564030,CO,1
681,686,857,1059,1376,8,Kiowa County,1370,CO,0
754,759,999,1249,1604,8,Kit Carson County,7845,CO,0
813,841,958,1361,1539,8,Lake County,7480,CO,0
1132,1240,1413,1966,2346,8,La Plata County,54470,CO,0
1084,1143,1421,2019,2419,8,Larimer County,330975,CO,1
653,747,983,1349,1484,8,Las Animas County,14150,CO,0
786,791,989,1242,1693,8,Lincoln County,5520,CO,0
735,739,973,1382,1504,8,Logan County,21885,CO,0
682,781,1026,1457,1756,8,Mesa County,148800,CO,1
902,907,1134,1513,1821,8,Mineral County,835,CO,0
767,772,1016,1256,1378,8,Moffat County,13055,CO,0
765,812,1068,1320,1574,8,Montezuma County,25770,CO,0
772,777,1022,1452,1548,8,Montrose County,40910,CO,0
715,788,1037,1373,1617,8,Morgan County,28125,CO,0
703,708,931,1186,1515,8,Otero County,18325,CO,0
1169,1176,1548,1914,2294,8,Ouray County,4655,CO,0
1236,1364,1659,2226,2501,8,Park County,16900,CO,1
774,779,973,1230,1319,8,Phillips County,4325,CO,0
1230,1435,1851,2576,2841,8,Pitkin County,17745,CO,0
687,692,906,1120,1437,8,Prowers County,12085,CO,0
783,800,1052,1377,1638,8,Pueblo County,163370,CO,1
751,756,995,1302,1349,8,Rio Blanco County,6555,CO,0
689,693,866,1230,1391,8,Rio Grande County,11430,CO,0
1210,1218,1602,1980,2742,8,Routt County,24360,CO,0
676,681,896,1108,1215,8,Saguache County,6340,CO,0
902,907,1134,1513,1821,8,San Juan County,570,CO,0
1112,1296,1673,2137,2687,8,San Miguel County,7805,CO,0
642,664,757,936,1296,8,Sedgwick County,2355,CO,0
1340,1577,1797,2553,2886,8,Summit County,29720,CO,0
817,962,1229,1746,2104,8,Teller County,23770,CO,1
808,836,952,1177,1291,8,Washington County,4810,CO,0
897,990,1272,1801,2022,8,Weld County,285730,CO,1
763,768,1011,1338,1371,8,Yuma County,10110,CO,0
