County_Name,il50_p1,il50_p2,il50_p3,il50_p4,il50_p5,il50_p6,il50_p7,il50_p8,il30_p1,il30_p2,il30_p3,il30_p4,il30_p5,il30_p6,il30_p7,il30_p8,il80_p1,il80_p2,il80_p3,il80_p4,il80_p5,il80_p6,il80_p7,il80_p8
Alcona County,25050,28600,32200,35750,38650,41500,44350,47200,15050,18310,23030,27750,32470,37190,41910,46630,40050,45800,51500,57200,61800,66400,70950,75550
Alger County,25050,28600,32200,35750,38650,41500,44350,47200,15050,18310,23030,27750,32470,37190,41910,46630,40050,45800,51500,57200,61800,66400,70950,75550
Allegan County,29000,33150,37300,41400,44750,48050,51350,54650,17400,19900,23030,27750,32470,37190,41910,46630,46350,53000,59600,66200,71500,76800,82100,87400
Alpena County,25050,28600,32200,35750,38650,41500,44350,47200,15050,18310,23030,27750,32470,37190,41910,46630,40050,45800,51500,57200,61800,66400,70950,75550
Antrim County,26000,29700,33400,37100,40100,43050,46050,49000,15600,18310,23030,27750,32470,37190,41910,46630,41550,47500,53450,59350,64100,68850,73600,78350
Arenac County,25050,28600,32200,35750,38650,41500,44350,47200,15050,18310,23030,27750,32470,37190,41910,46630,40050,45800,51500,57200,61800,66400,70950,75550
Baraga County,25050,28600,32200,35750,38650,41500,44350,47200,15050,18310,23030,27750,32470,37190,41910,46630,40050,45800,51500,57200,61800,66400,70950,75550
Barry County,29200,33400,37550,41700,45050,48400,51750,55050,17500,20000,23030,27750,32470,37190,41910,46630,46700,53400,60050,66700,72050,77400,82750,88050
Bay County,25250,28850,32450,36050,38950,41850,44750,47600,15200,18310,23030,27750,32470,37190,41910,46630,40400,46200,51950,57700,62350,66950,71550,76200
Benzie County,27500,31400,35350,39250,42400,45550,48700,51850,16500,18850,23030,27750,32470,37190,41910,46630,44000,50250,56550,62800,67850,72850,77900,82900
Berrien County,25800,29500,33200,36850,39800,42750,45700,48650,15500,18310,23030,27750,32470,37190,41910,46630,41300,47200,53100,58950,63700,68400,73100,77850
Branch County,25050,28600,32200,35750,38650,41500,44350,47200,15050,18310,23030,27750,32470,37190,41910,46630,40050,45800,51500,57200,61800,66400,70950,75550
Calhoun County,25250,28850,32450,36050,38950,41850,44750,47600,15200,18310,23030,27750,32470,37190,41910,46630,40400,46200,51950,57700,62350,66950,71550,76200
Cass County,26200,29950,33700,37400,40400,43400,46400,49400,15750,18310,23030,27750,32470,37190,41910,46630,41900,47900,53900,59850,64650,69450,74250,79050
Charlevoix County,27600,31550,35500,39400,42600,45750,48900,52050,16600,18950,23030,27750,32470,37190,41910,46630,44150,50450,56750,63050,68100,73150,78200,83250
Cheboygan County,25050,28600,32200,35750,38650,41500,44350,47200,15050,18310,23030,27750,32470,37190,41910,46630,40050,45800,51500,57200,61800,66400,70950,75550
Chippewa County,25050,28600,32200,35750,38650,41500,44350,47200,15050,18310,23030,27750,32470,37190,41910,46630,40050,45800,51500,57200,61800,66400,70950,75550
Clare County,25050,28600,32200,35750,38650,41500,44350,47200,15050,18310,23030,27750,32470,37190,41910,46630,40050,45800,51500,57200,61800,66400,70950,75550
Clinton County,31000,35400,39850,44250,47800,51350,54900,58450,18600,21250,23900,27750,32470,37190,41910,46630,49600,56650,63750,70800,76500,82150,87800,93500
Crawford County,25050,28600,32200,35750,38650,41500,44350,47200,15050,18310,23030,27750,32470,37190,41910,46630,40050,45800,51500,57200,61800,66400,70950,75550
Delta County,25050,28600,32200,35750,38650,41500,44350,47200,15050,18310,23030,27750,32470,37190,41910,46630,40050,45800,51500,57200,61800,66400,70950,75550
