State,County_Name,Ttl_Incarc,Ttl_Minority_Incarc,Ttl_White_Incarc
Michigan,Alcona County,0,0,0
Michigan,Alger County,848,607,241
Michigan,Allegan County,0,0,0
Michigan,Alpena County,0,0,0
Michigan,Antrim County,0,0,0
Michigan,Arenac County,0,0,0
Michigan,Baraga County,853,613,240
Michigan,Barry County,0,0,0
Michigan,Bay County,0,0,0
Michigan,Benzie County,0,0,0
Michigan,Berrien County,0,0,0
Michigan,Branch County,2632,1275,1357
Michigan,Calhoun County,0,0,0
Michigan,Cass County,0,0,0
Michigan,Charlevoix County,0,0,0
Michigan,Cheboygan County,0,0,0
Michigan,Chippewa County,4081,2462,1619
Michigan,Clare County,0,0,0
Michigan,Clinton County,0,0,0
Michigan,Crawford County,0,0,0
Michigan,Delta County,0,0,0
Michigan,Dickinson County,0,0,0
Michigan,Eaton County,0,0,0
Michigan,Emmet County,0,0,0
Michigan,Genesee County,0,0,0
Michigan,Gladwin County,0,0,0
Michigan,Gogebic County,1160,641,519
Michigan,Grand Traverse County,1336,725,611
Michigan,Gratiot County,3683,2236,1447
Michigan,Hillsdale County,0,0,0
Michigan,Houghton County,0,0,0
Michigan,Huron County,0,0,0
Michigan,Ingham County,0,0,0
Michigan,Ionia County,5083,3197,1886
Michigan,Iosco County,0,0,0
Michigan,Iron County,0,0,0
Michigan,Isabella County,0,0,0
Michigan,Jackson County,6792,3408,3384
Michigan,Kalamazoo County,0,0,0
Michigan,Kalkaska County,0,0,0
Michigan,Kent County,0,0,0
Michigan,Keweenaw County,0,0,0
Michigan,Lake County,0,0,0
Michigan,Lapeer County,956,653,303
Michigan,Leelanau County,0,0,0
Michigan,Lenawee County,2335,1158,1177
Michigan,Livingston County,102,58,44
Michigan,Luce County,1103,758,345
Michigan,Mackinac County,0,0,0
Michigan,Macomb County,1270,700,570
Michigan,Manistee County,1047,682,365
Michigan,Marquette County,1232,751,481
Michigan,Mason County,0,0,0
Michigan,Mecosta County,0,0,0
Michigan,Menominee County,0,0,0
Michigan,Midland County,0,0,0
Michigan,Missaukee County,0,0,0
Michigan,Monroe County,0,0,0
Michigan,Montcalm County,2493,1297,1196
Michigan,Montmorency County,0,0,0
Michigan,Muskegon County,3654,2095,1559
Michigan,Newaygo County,0,0,0
Michigan,Oakland County,0,0,0
Michigan,Oceana County,0,0,0
Michigan,Ogemaw County,0,0,0
Michigan,Ontonagon County,0,0,0
Michigan,Osceola County,0,0,0
Michigan,Oscoda County,0,0,0
Michigan,Otsego County,0,0,0
Michigan,Ottawa County,0,0,0
Michigan,Presque Isle County,0,0,0
Michigan,Roscommon County,0,0,0
Michigan,Saginaw County,1470,872,598
Michigan,St. Clair County,0,0,0
Michigan,St. Joseph County,0,0,0
Michigan,Sanilac County,0,0,0
Michigan,Schoolcraft County,0,0,0
Michigan,Shiawassee County,0,0,0
Michigan,Tuscola County,0,0,0
Michigan,Van Buren County,0,0,0
Michigan,Washtenaw County,1614,1057,557
Michigan,Wayne County,2153,1612,541
Michigan,Wexford County,0,0,0
