State,County_Name,Ttl_Incarc,Ttl_Minority_Incarc,Ttl_White_Incarc
Washington,Adams County,0,0,0
Washington,Asotin County,0,0,0
Washington,Benton County,0,0,0
Washington,Chelan County,0,0,0
Washington,Clallam County,902,421,481
Washington,Clark County,220,74,146
Washington,Columbia County,0,0,0
Washington,Cowlitz County,57,3,54
Washington,Douglas County,0,0,0
Washington,Ferry County,0,0,0
Washington,Franklin County,1462,548,914
Washington,Garfield County,0,0,0
Washington,Grant County,0,0,0
Washington,Grays Harbor County,0,0,0
Washington,Island County,0,0,0
Washington,Jefferson County,380,129,251
Washington,King County,0,0,0
Washington,Kitsap County,0,0,0
Washington,Kittitas County,0,0,0
Washington,Klickitat County,0,0,0
Washington,Lewis County,0,0,0
Washington,Lincoln County,0,0,0
Washington,Mason County,1870,653,1217
Washington,Okanogan County,0,0,0
Washington,Pacific County,0,0,0
Washington,Pend Oreille County,0,0,0
Washington,Pierce County,2655,939,1716
Washington,San Juan County,0,0,0
Washington,Skagit County,0,0,0
Washington,Skamania County,0,0,0
Washington,Snohomish County,2480,886,1594
Washington,Spokane County,2357,793,1564
Washington,Stevens County,0,0,0
Washington,Thurston County,479,160,319
Washington,Wahkiakum County,0,0,0
Washington,Walla Walla County,2330,1035,1295
Washington,Whatcom County,0,0,0
Washington,Whitman County,0,0,0
Washington,Yakima County,0,0,0
